time_crawled,airport_code,dep_recent_index,dep_recent_delay_avg,dep_recent_delayed_qty,dep_today_delayed_pct,dep_today_delayed_qty,dep_today_total_qty,dep_yesterday_delayed_pct,dep_trend,arr_recent_index,arr_recent_delay_avg,arr_recent_delayed_qty,arr_today_delayed_pct,arr_today_delayed_qty,arr_today_total_qty,arr_yesterday_delayed_pct,arr_trend,total_flights_today,ground_speed_avg
2026-05-02 22:06:05,NUQ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-05-02 20:13:05,NUQ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
2026-05-02 20:05:19,NUQ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
2026-05-02 18:06:00,NUQ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
2026-05-02 16:20:13,NUQ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
2026-05-02 14:05:07,NUQ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
2026-05-02 12:05:03,NUQ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18
2026-05-02 10:14:32,NUQ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25
2026-05-02 08:05:40,NUQ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29
2026-05-02 06:07:22,NUQ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22
2026-05-01 22:10:34,NUQ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
2026-05-01 20:15:44,NUQ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-05-01 17:50:20,NUQ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-05-01 16:06:39,NUQ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-05-01 14:10:28,NUQ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
2026-05-01 12:10:10,NUQ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18
2026-05-01 10:05:43,NUQ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22
2026-05-01 08:07:48,NUQ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29
2026-05-01 06:07:04,NUQ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25
2026-04-30 22:23:20,NUQ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-04-30 20:14:39,NUQ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-04-30 18:23:53,NUQ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-04-30 16:10:34,NUQ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
2026-04-30 14:14:22,NUQ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
2026-04-30 12:05:31,NUQ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
2026-04-30 10:05:12,NUQ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18
2026-04-30 06:07:25,NUQ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29
2026-04-29 22:05:00,NUQ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
2026-04-29 20:05:48,NUQ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-04-29 18:04:41,NUQ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-04-29 16:19:45,NUQ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-04-29 14:06:06,NUQ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-04-29 12:04:26,NUQ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
2026-04-29 10:05:58,NUQ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18
2026-04-29 08:07:52,NUQ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29
2026-04-29 06:08:41,NUQ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25
2026-04-28 23:17:08,NUQ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
2026-04-28 20:04:39,NUQ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-04-28 18:21:49,NUQ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
2026-04-28 16:22:33,NUQ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
2026-04-28 14:08:58,NUQ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-04-28 12:04:35,NUQ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
2026-04-28 10:11:07,NUQ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
2026-04-28 08:05:37,NUQ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18
2026-04-28 06:11:27,NUQ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22
2026-04-27 22:07:01,NUQ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
2026-04-27 18:06:44,NUQ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-04-27 16:10:52,NUQ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
2026-04-27 14:04:18,NUQ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-04-27 12:11:35,NUQ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
2026-04-27 10:04:43,NUQ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18
2026-04-27 08:05:31,NUQ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18
2026-04-27 06:09:45,NUQ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22
2026-04-26 22:37:13,NUQ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-04-26 20:28:15,NUQ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
2026-04-26 18:24:18,NUQ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-04-26 16:04:46,NUQ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
2026-04-26 14:07:46,NUQ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
2026-04-26 12:04:19,NUQ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
2026-04-26 10:17:30,NUQ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
2026-04-26 08:10:52,NUQ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
2026-04-26 06:11:20,NUQ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18
2026-04-25 22:59:42,NUQ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
2026-04-25 20:04:50,NUQ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
2026-04-25 18:08:45,NUQ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
2026-04-25 16:07:02,NUQ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
2026-04-25 14:05:14,NUQ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
2026-04-25 12:04:57,NUQ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
2026-04-25 10:13:25,NUQ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
2026-04-25 08:09:50,NUQ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25
2026-04-25 06:06:34,NUQ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32
2026-04-24 22:05:33,NUQ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-04-24 20:09:02,NUQ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-04-24 18:05:19,NUQ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-04-24 16:24:16,NUQ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-04-24 14:11:00,NUQ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
2026-04-24 12:34:26,NUQ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18
2026-04-24 10:08:09,NUQ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
2026-04-24 08:23:11,NUQ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22
2026-04-24 06:07:04,NUQ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25
2026-04-23 22:05:19,NUQ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-04-23 20:23:56,NUQ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-04-23 18:11:04,NUQ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-04-23 14:04:37,NUQ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-04-23 12:04:21,NUQ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-04-23 10:05:04,NUQ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
2026-04-23 08:14:17,NUQ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25
2026-04-23 08:05:57,NUQ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25
2026-04-23 06:06:57,NUQ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-04-22 22:04:59,NUQ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
2026-04-22 20:07:02,NUQ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
2026-04-22 18:04:48,NUQ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
2026-04-22 16:19:36,NUQ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
2026-04-22 14:05:41,NUQ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
2026-04-22 12:05:04,NUQ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-04-22 10:05:27,NUQ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-04-22 08:05:10,NUQ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
2026-04-22 06:08:03,NUQ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
2026-04-21 22:15:14,NUQ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
2026-04-21 20:05:25,NUQ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-04-21 18:13:52,NUQ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-04-21 16:19:46,NUQ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
2026-04-21 14:04:52,NUQ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
