time_crawled,airport_code,dep_recent_index,dep_recent_delay_avg,dep_recent_delayed_qty,dep_today_delayed_pct,dep_today_delayed_qty,dep_today_total_qty,dep_yesterday_delayed_pct,dep_trend,arr_recent_index,arr_recent_delay_avg,arr_recent_delayed_qty,arr_today_delayed_pct,arr_today_delayed_qty,arr_today_total_qty,arr_yesterday_delayed_pct,arr_trend,total_flights_today,ground_speed_avg
2026-05-02 22:02:11,SSI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
2026-05-02 20:09:17,SSI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
2026-05-02 20:01:23,SSI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
2026-05-02 18:02:34,SSI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-05-02 16:16:21,SSI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
2026-05-02 14:01:19,SSI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
2026-05-02 12:01:08,SSI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
2026-05-02 10:10:34,SSI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
2026-05-02 08:01:39,SSI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
2026-05-02 06:03:32,SSI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22
2026-05-01 22:06:31,SSI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
2026-05-01 20:12:03,SSI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-05-01 17:45:59,SSI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
2026-05-01 16:02:51,SSI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
2026-05-01 14:06:38,SSI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
2026-05-01 12:06:11,SSI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
2026-05-01 10:01:47,SSI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
2026-05-01 08:03:47,SSI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-05-01 06:02:54,SSI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
2026-04-30 22:19:23,SSI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
2026-04-30 20:10:47,SSI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
2026-04-30 18:20:06,SSI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
2026-04-30 16:06:40,SSI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
2026-04-30 14:10:38,SSI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
2026-04-30 12:01:42,SSI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
2026-04-30 10:01:26,SSI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-04-30 06:04:05,SSI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18
2026-04-29 22:00:59,SSI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
2026-04-29 20:01:59,SSI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
2026-04-29 18:00:54,SSI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
2026-04-29 16:15:27,SSI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
2026-04-29 14:01:50,SSI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
2026-04-29 12:01:08,SSI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
2026-04-29 10:02:11,SSI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
2026-04-29 08:04:07,SSI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
2026-04-29 06:05:21,SSI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22
2026-04-28 23:13:12,SSI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
2026-04-28 20:01:06,SSI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
2026-04-28 18:18:04,SSI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
2026-04-28 16:18:05,SSI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
2026-04-28 14:05:39,SSI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
2026-04-28 12:00:56,SSI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
2026-04-28 10:06:54,SSI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
2026-04-28 08:01:48,SSI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18
2026-04-28 06:07:45,SSI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18
2026-04-27 22:02:55,SSI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25
2026-04-27 18:03:19,SSI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22
2026-04-27 16:07:13,SSI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22
2026-04-27 14:01:00,SSI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18
2026-04-27 12:08:18,SSI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18
2026-04-27 10:01:37,SSI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
2026-04-27 08:01:35,SSI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
2026-04-27 06:05:37,SSI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18
2026-04-26 22:33:55,SSI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-04-26 20:25:01,SSI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
2026-04-26 18:20:09,SSI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
2026-04-26 16:01:39,SSI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
2026-04-26 14:03:44,SSI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
2026-04-26 12:01:03,SSI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
2026-04-26 10:14:18,SSI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
2026-04-26 08:07:04,SSI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18
2026-04-26 06:07:46,SSI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18
2026-04-25 22:56:23,SSI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
2026-04-25 20:01:33,SSI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
2026-04-25 18:05:28,SSI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
2026-04-25 16:03:45,SSI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
2026-04-25 14:01:31,SSI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
2026-04-25 12:01:19,SSI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
2026-04-25 10:09:46,SSI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
2026-04-25 08:06:47,SSI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18
2026-04-25 06:03:20,SSI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18
2026-04-24 22:01:54,SSI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18
