DATE,FLIGHT,FROM,TO,FLIGHT_TIME,STD,ATD,STA,STATUS,STATUS_COLOR
02/05,VJ3948,SGN,PKX,4h33m,11:05,11:24,16:05,Landed 23:57,green
02/05,VJ802,BKK,SGN,1h22m,04:30,04:44,06:00,Landed 13:05,green
02/05,VJ801,SGN,BKK,1h13m,01:35,01:51,03:05,Landed 10:04,green
01/05,VJ3675,ENH,SGN,3h36m,12:19,12:19,15:55,Landed 22:55,red
01/05,VJ3674,SGN,ENH,3h17m,07:51,07:51,11:07,Landed 19:07,red
01/05,VJ129,HAN,SGN,2h0m,01:45,01:49,03:55,Landed 10:49,green
30/04,VJ124,SGN,HAN,1h46m,23:05,23:05,01:15,Landed 07:50,green
30/04,VJ377,VCL,SGN,58m,13:15,13:18,14:35,Landed 21:17,green
30/04,VJ376,SGN,VCL,1h2m,11:25,11:45,12:45,Landed 19:47,green
30/04,VJ375,VCL,SGN,1h5m,07:45,08:00,09:05,Landed 16:04,green
30/04,VJ374,SGN,VCL,58m,05:55,06:12,07:15,Landed 14:10,green
30/04,VJ373,VCL,SGN,55m,04:10,04:08,05:30,Landed 12:04,green
30/04,VJ372,SGN,VCL,57m,02:20,02:34,03:40,Landed 10:31,green
30/04,VJ1381,UIH,SGN,47m,00:15,00:15,01:20,Landed 08:03,green
29/04,VJ1380,SGN,UIH,50m,22:35,22:49,23:45,Landed 06:39,green
29/04,VJ806,BKK,SGN,1h11m,12:55,13:04,14:25,Landed 21:15,green
29/04,VJ805,SGN,BKK,1h13m,10:15,10:27,11:45,Landed 18:40,green
29/04,VJ247,THD,SGN,1h50m,07:15,07:19,09:15,Landed 16:09,green
29/04,VJ246,SGN,THD,1h40m,04:45,05:03,06:45,Landed 13:43,green
28/04,VJ163,HAN,SGN,1h49m,14:25,15:19,16:35,Landed 00:08,yellow
28/04,VJ154,SGN,HAN,1h54m,11:45,12:24,13:55,Landed 21:18,yellow
28/04,VJ213,VII,SGN,1h35m,09:20,09:50,11:10,Landed 18:24,green
28/04,VJ214,SGN,VII,1h37m,07:00,07:18,08:50,Landed 15:56,green
28/04,VJ802,BKK,SGN,1h10m,04:30,04:47,06:00,Landed 12:57,green
28/04,VJ801,SGN,BKK,1h17m,01:35,01:43,03:05,Landed 10:00,green
27/04,VJ385,UIH,SGN,46m,11:15,11:36,12:20,Landed 19:22,green
27/04,VJ384,SGN,UIH,49m,09:35,09:52,10:45,Landed 17:41,green
27/04,VJ375,VCL,SGN,1h1m,07:45,07:46,09:05,Landed 15:46,green
27/04,VJ374,SGN,VCL,1h0m,05:55,05:59,07:15,Landed 13:59,green
27/04,VJ324,PQC,SGN,40m,03:50,04:01,04:55,Landed 11:41,green
27/04,VJ337,SGN,PQC,37m,02:10,02:26,03:10,Landed 10:03,green
27/04,VJ1381,UIH,SGN,42m,00:15,00:14,01:20,Landed 07:56,green
26/04,VJ1380,SGN,UIH,48m,22:35,22:38,23:45,Landed 06:25,green
26/04,VJ3675,ENH,SGN,3h23m,12:27,12:27,15:51,Landed 22:51,red
26/04,VJ3674,SGN,ENH,3h24m,07:47,07:47,11:10,Landed 19:10,red
26/04,VJ373,VCL,SGN,1h4m,04:10,04:11,05:30,Landed 12:15,green
26/04,VJ372,SGN,VCL,58m,02:20,02:37,03:40,Landed 10:35,green
26/04,VJ1381,UIH,SGN,50m,00:15,00:09,01:20,Landed 07:59,green
25/04,VJ1380,SGN,UIH,49m,22:35,22:43,23:45,Landed 06:32,green
25/04,VJ377,VCL,SGN,54m,13:15,13:24,14:35,Landed 21:18,green
25/04,VJ376,SGN,VCL,1h3m,11:25,11:54,12:45,Landed 19:57,green
25/04,VJ147,HAN,SGN,1h45m,08:45,09:15,10:55,Landed 18:00,green
25/04,VJ138,SGN,HAN,1h50m,06:05,06:28,08:15,Landed 15:18,green
25/04,VJ373,VCL,SGN,52m,04:10,04:21,05:30,Landed 12:13,green
25/04,VJ372,SGN,VCL,54m,02:20,02:45,03:40,Landed 10:40,green
25/04,VJ1371,VCL,SGN,1h1m,00:10,00:14,01:30,Landed 08:15,green
24/04,VJ1370,SGN,VCL,57m,22:20,22:35,23:40,Landed 06:32,green
24/04,VJ217,VII,SGN,1h29m,14:00,14:30,15:50,Landed 22:59,green
24/04,VJ216,SGN,VII,1h29m,11:40,12:19,13:30,Landed 20:48,yellow
24/04,VJ147,HAN,SGN,1h43m,08:45,09:24,10:55,Landed 18:08,green
24/04,VJ138,SGN,HAN,1h53m,06:05,06:17,08:15,Landed 15:10,green
24/04,VJ241,THD,SGN,1h44m,01:10,01:37,03:10,Landed 10:21,green
23/04,VJ242,SGN,THD,1h31m,22:40,23:14,00:40,Landed 07:45,green
23/04,VJ281,HPH,SGN,1h42m,10:45,11:10,12:45,Landed 19:52,green
23/04,VJ280,SGN,HPH,1h43m,08:15,08:39,10:15,Landed 17:22,green
23/04,VJ802,BKK,SGN,1h14m,04:30,04:39,06:00,Landed 12:53,green
23/04,VJ801,SGN,BKK,1h16m,01:35,02:01,03:05,Landed 10:17,green
22/04,VJ806,BKK,SGN,1h13m,12:55,13:12,14:25,Landed 21:25,green
22/04,VJ805,SGN,BKK,1h13m,10:15,10:23,11:45,Landed 18:37,green
22/04,VJ137,HAN,SGN,1h41m,05:20,06:13,07:30,Landed 14:54,yellow
22/04,VJ128,SGN,HAN,1h46m,02:40,03:08,04:50,Landed 11:53,green
22/04,VJ125,HAN,SGN,1h43m,00:01,00:02,02:10,Landed 08:45,green
21/04,VJ953,HIJ,HAN,4h36m,04:30,05:20,09:10,Landed 16:56,red
20/04,VJ952,HAN,HIJ,4h0m,23:15,23:43,03:30,Landed 12:44,green
20/04,VJ526,DAD,HAN,1h3m,14:30,15:31,15:50,Landed 23:34,yellow
20/04,VJ523,HAN,DAD,1h7m,12:40,13:33,14:00,Landed 21:40,yellow
20/04,VJ442,PQC,HAN,1h50m,09:40,10:32,11:45,Landed 19:22,yellow
20/04,VJ441,HAN,PQC,1h54m,07:00,07:34,09:05,Landed 16:28,yellow
20/04,VJ134,SGN,HAN,1h47m,04:20,04:33,06:30,Landed 13:20,green
20/04,VJ127,HAN,SGN,1h46m,01:10,01:33,03:20,Landed 10:19,green
19/04,VJ160,SGN,HAN,1h54m,13:30,13:39,15:40,Landed 22:32,green
19/04,VJ151,HAN,SGN,1h45m,09:50,10:18,12:00,Landed 19:03,green
19/04,VJ140,SGN,HAN,1h47m,07:10,07:25,09:20,Landed 16:12,green
19/04,VJ802,BKK,SGN,1h16m,04:30,04:58,06:00,Landed 13:13,green
19/04,VJ801,SGN,BKK,1h14m,01:35,01:47,03:05,Landed 10:01,green
18/04,VJ377,VCL,SGN,54m,13:15,13:32,14:35,Landed 21:26,green
18/04,VJ376,SGN,VCL,57m,11:25,11:52,12:45,Landed 19:49,green
18/04,VJ307,HUI,SGN,1h14m,09:10,09:33,10:35,Landed 17:47,green
18/04,VJ308,SGN,HUI,1h4m,07:15,07:37,08:40,Landed 15:41,green
18/04,VJ241,THD,SGN,1h37m,01:10,01:05,03:10,Landed 09:42,green
