DATE,FLIGHT,FROM,TO,FLIGHT_TIME,STD,ATD,STA,STATUS,STATUS_COLOR
02/05,VJ1806,AMD,SGN,,18:20,,23:30,Estimated dep 23:50,green
02/05,VJ1805,SGN,AMD,,12:10,12:38,17:20,Delayed 23:18,yellow
02/05,VJ1607,CXR,SGN,1h4m,07:30,08:18,08:30,Landed 16:23,red
02/05,VJ919,PUS,CXR,4h30m,01:55,01:40,06:35,Landed 13:11,green
01/05,VJ918,CXR,PUS,4h20m,20:10,20:16,00:50,Landed 09:36,green
01/05,VJ5103,CZX,CXR,3h31m,12:21,12:21,15:52,Landed 22:52,red
01/05,VJ5102,CXR,CZX,3h25m,07:23,07:23,10:48,Landed 18:48,red
30/04,VJ835,ICN,CXR,4h38m,22:04,22:04,02:41,Landed 09:41,red
30/04,VJ878,DAD,ICN,3h55m,16:45,16:57,21:00,Landed 05:52,green
30/04,VJ723,HPH,DAD,56m,12:10,12:33,13:25,Landed 20:29,green
30/04,VJ722,DAD,HPH,56m,10:20,10:44,11:40,Landed 18:39,green
30/04,VJ704,VCA,DAD,1h12m,08:20,08:40,09:50,Landed 16:52,green
30/04,VJ703,DAD,VCA,1h14m,06:20,06:35,07:50,Landed 14:49,green
29/04,VJ879,ICN,DAD,4h47m,22:00,21:59,02:40,Landed 09:47,green
29/04,VJ878,DAD,ICN,3h45m,16:45,17:02,21:00,Landed 05:47,green
29/04,VJ8511,RMQ,DAD,2h24m,11:02,11:02,13:26,Landed 20:26,red
29/04,VJ8510,DAD,RMQ,2h7m,07:42,07:42,09:49,Landed 17:49,red
29/04,VJ970,SIN,DAD,2h27m,03:15,03:45,06:10,Landed 13:12,green
29/04,VJ813,SGN,SIN,1h40m,00:10,00:30,02:15,Landed 10:10,green
26/04,VJ843,TPE,SGN,3h11m,11:00,11:15,14:25,Landed 21:26,green
26/04,VJ842,SGN,TPE,3h2m,06:30,06:47,10:00,Landed 17:49,green
26/04,VJ301,HUI,SGN,1h3m,00:25,00:26,01:50,Landed 08:28,green
25/04,VJ302,SGN,HUI,1h7m,22:30,22:33,23:55,Landed 06:40,green
25/04,VJ647,DAD,SGN,59m,14:50,16:07,16:15,Landed 00:06,red
25/04,VJ648,SGN,DAD,1h6m,13:00,13:55,14:20,Landed 22:01,yellow
25/04,VJ309,HUI,SGN,1h9m,11:15,11:39,12:40,Landed 19:48,green
25/04,VJ310,SGN,HUI,1h11m,09:20,09:36,10:45,Landed 17:47,green
25/04,VJ885,KHH,SGN,2h45m,04:40,05:07,07:50,Landed 14:52,green
25/04,VJ886,SGN,KHH,2h32m,00:30,01:25,03:40,Landed 11:57,yellow
24/04,VJ3901,PVG,SGN,4h3m,18:15,19:44,22:25,Landed 06:47,red
24/04,VJ3900,SGN,PVG,3h40m,13:00,13:31,17:00,Landed 01:11,green
24/04,VJ637,DAD,SGN,1h6m,09:40,10:44,11:00,Landed 18:50,red
24/04,VJ1505,HAN,DAD,1h2m,07:35,08:44,08:55,Landed 16:46,red
24/04,VJ1504,DAD,HAN,1h9m,05:40,06:11,07:00,Landed 14:21,yellow
24/04,VJ634,SGN,DAD,58m,03:45,04:13,05:05,Landed 12:11,green
