DATE,FLIGHT,FROM,TO,FLIGHT_TIME,STD,ATD,STA,STATUS,STATUS_COLOR
02/05,VJ488,VCA,HPH,1h48m,10:50,13:33,12:55,Landed 22:21,red
02/05,VJ489,HPH,VCA,1h52m,08:15,10:45,10:20,Landed 19:37,red
02/05,VJ670,BMV,HPH,1h43m,06:05,08:11,07:45,Landed 16:54,red
02/05,VJ671,HPH,BMV,,03:55,05:58,05:35,Unknown,
02/05,VJ274,SGN,HPH,1h41m,03:00,03:15,05:00,Landed 11:56,green
02/05,VJ393,PXU,SGN,43m,01:20,01:21,02:30,Landed 09:04,green
01/05,VJ392,SGN,PXU,48m,23:40,23:41,00:50,Landed 07:28,green
01/05,VJ643,DAD,SGN,1h2m,13:35,13:36,15:00,Landed 21:38,green
01/05,VJ642,SGN,DAD,57m,11:30,11:37,12:50,Landed 19:34,green
01/05,VJ307,HUI,SGN,1h10m,09:10,09:05,10:35,Landed 17:16,green
01/05,VJ308,SGN,HUI,1h1m,07:15,07:18,08:40,Landed 15:19,green
01/05,VJ227,VII,SGN,1h30m,04:10,04:31,06:00,Landed 13:02,green
01/05,VJ740,BMV,VII,1h14m,02:15,02:29,03:40,Landed 10:43,green
01/05,VJ741,VII,BMV,1h9m,00:20,00:23,01:45,Landed 08:32,green
30/04,VJ224,SGN,VII,1h31m,22:00,22:11,23:50,Landed 06:42,green
30/04,VJ1832,VTE,SGN,1h36m,11:45,12:08,13:45,Landed 20:44,green
30/04,VJ1831,SGN,VTE,1h45m,09:25,09:35,11:00,Landed 18:20,yellow
30/04,VJ1385,UIH,SGN,47m,07:20,07:14,08:25,Landed 15:01,green
30/04,VJ1384,SGN,UIH,50m,05:00,05:30,06:10,Landed 13:20,green
30/04,VJ1243,THD,SGN,1h40m,02:20,02:27,04:20,Landed 11:07,green
29/04,VJ1240,SGN,THD,1h38m,23:50,00:04,01:50,Landed 08:42,green
29/04,VJ859,MNL,SGN,2h15m,19:00,19:12,21:35,Landed 04:26,green
29/04,VJ858,SGN,MNL,2h11m,15:25,15:46,18:10,Landed 01:58,green
29/04,VJ800,BKK,SGN,1h16m,08:45,09:08,10:15,Landed 17:24,green
29/04,VJ807,SGN,BKK,1h19m,06:15,06:35,07:45,Landed 14:55,green
29/04,VJ1243,THD,SGN,1h41m,02:20,02:27,04:20,Landed 11:07,green
28/04,VJ1240,SGN,THD,1h41m,23:50,00:02,01:50,Landed 08:43,green
28/04,VJ843,TPE,SGN,3h9m,11:00,11:24,14:25,Landed 21:33,green
28/04,VJ842,SGN,TPE,2h56m,06:30,07:04,10:00,Landed 18:00,green
28/04,VJ1243,THD,SGN,1h39m,02:20,02:29,04:20,Landed 11:08,green
27/04,VJ1240,SGN,THD,1h40m,23:50,00:01,01:50,Landed 08:41,green
27/04,VJ1285,HPH,SGN,1h43m,15:45,16:15,17:45,Landed 00:58,green
27/04,VJ1284,SGN,HPH,1h43m,13:15,13:35,15:15,Landed 22:18,green
27/04,VJ395,PXU,SGN,45m,11:20,11:42,12:30,Landed 19:27,green
27/04,VJ394,SGN,PXU,44m,09:40,10:05,10:50,Landed 17:49,green
27/04,VJ273,HPH,SGN,1h36m,04:30,05:03,06:30,Landed 13:39,green
27/04,VJ272,SGN,HPH,1h41m,02:00,02:24,04:00,Landed 11:05,green
26/04,VJ263,VDH,SGN,1h22m,12:45,13:02,14:20,Landed 21:25,green
26/04,VJ262,SGN,VDH,1h12m,10:40,11:09,12:15,Landed 19:21,green
26/04,VJ882,SIN,SGN,1h49m,07:25,07:57,09:30,Landed 16:47,yellow
26/04,VJ887,SGN,SIN,1h56m,04:10,05:03,06:15,Landed 14:58,yellow
26/04,VJ393,PXU,SGN,49m,01:20,01:18,02:30,Landed 09:07,green
25/04,VJ392,SGN,PXU,44m,23:40,23:51,00:50,Landed 07:35,green
25/04,VJ311,HUI,SGN,1h2m,12:55,13:40,14:20,Landed 21:42,yellow
25/04,VJ312,SGN,HUI,1h5m,11:00,11:47,12:25,Landed 19:52,yellow
25/04,VJ601,CXR,SGN,36m,09:05,09:57,10:10,Landed 17:33,yellow
25/04,VJ600,SGN,CXR,46m,07:35,08:02,08:35,Landed 15:47,green
25/04,VJ305,HUI,SGN,1h9m,05:25,05:52,06:50,Landed 14:02,green
25/04,VJ306,SGN,HUI,1h6m,03:30,03:55,04:55,Landed 12:01,green
24/04,VJ311,HUI,SGN,1h3m,12:55,13:57,14:20,Landed 21:59,yellow
24/04,VJ312,SGN,HUI,1h6m,11:00,11:55,12:25,Landed 20:01,yellow
