DATE,FLIGHT,FROM,TO,FLIGHT_TIME,STD,ATD,STA,STATUS,STATUS_COLOR
02/05,VJ1618,SGN,CXR,,14:00,15:20,15:00,Delayed 23:00,red
02/05,VJ289,HPH,SGN,1h42m,10:50,11:27,12:50,Landed 20:08,yellow
02/05,VJ7079,MFM,HPH,1h49m,08:12,08:12,10:02,Landed 17:02,red
02/05,VJ7078,HPH,MFM,1h21m,05:35,05:35,06:56,Landed 14:56,red
02/05,VJ288,SGN,HPH,1h49m,02:30,02:25,04:30,Landed 11:14,green
30/04,VJ1326,PQC,SGN,45m,14:10,14:04,15:15,Landed 21:49,green
30/04,VJ1325,SGN,PQC,36m,12:30,12:45,13:35,Landed 20:21,green
30/04,VJ1635,DAD,SGN,1h11m,08:30,08:42,09:50,Landed 16:53,green
30/04,VJ721,HPH,DAD,59m,04:20,05:01,05:35,Landed 12:59,yellow
30/04,VJ720,DAD,HPH,1h1m,02:30,03:05,03:50,Landed 11:06,yellow
30/04,VJ582,CXR,DAD,45m,00:55,01:29,02:00,Landed 09:14,green
29/04,VJ581,DAD,CXR,45m,23:20,23:34,00:25,Landed 07:19,green
28/04,VJ714,PQC,DAD,,09:30,,11:15,Unknown,
28/04,VJ715,DAD,PQC,1h24m,07:10,07:14,08:55,Landed 15:38,green
28/04,VJ970,SIN,DAD,2h19m,03:15,03:12,06:10,Landed 12:32,green
28/04,VJ813,SGN,SIN,1h39m,00:10,00:24,02:15,Landed 10:03,green
27/04,VJ263,VDH,SGN,1h18m,12:45,13:48,14:20,Landed 22:06,red
27/04,VJ262,SGN,VDH,1h18m,10:40,11:50,12:15,Landed 20:08,red
27/04,VJ601,CXR,SGN,49m,09:05,09:43,10:10,Landed 17:31,yellow
27/04,VJ7615,HAN,CXR,1h33m,01:59,01:59,03:32,Landed 10:32,red
26/04,VJ7615,BQS,HAN,5h16m,19:54,19:54,01:09,Landed 08:09,red
26/04,VJ7614,CXR,HAN,1h39m,10:51,10:51,12:30,Landed 19:30,red
26/04,VJ7621,HAN,CXR,1h37m,04:34,04:34,06:11,Landed 13:11,red
25/04,VJ7621,BAX,HAN,5h51m,22:02,22:02,03:54,Landed 10:54,red
25/04,VJ7620,HAN,NOZ,6h9m,10:46,10:46,16:54,Landed 23:54,red
25/04,VJ5069,HAN,CXR,1h28m,00:56,00:56,02:24,Landed 09:24,red
24/04,VJ5069,NOZ,HAN,5h16m,18:26,18:26,23:42,Landed 06:42,red
24/04,VJ5068,HAN,NOZ,5h53m,10:59,10:59,,Landed 23:52,red
23/04,VJ5347,HGH,CXR,3h14m,14:17,14:17,17:31,Landed 00:31,red
23/04,VJ787,HAN,CXR,1h36m,06:10,06:48,07:55,Landed 15:24,yellow
23/04,VJ770,CXR,HAN,1h42m,01:05,01:42,02:55,Landed 10:24,yellow
22/04,VJ771,HAN,CXR,1h38m,22:45,23:04,00:35,Landed 07:42,green
22/04,VJ22,VTE,HAN,52m,12:31,12:31,13:23,Landed 20:23,red
18/04,VJ29,HAN,VTE,55m,23:02,23:02,23:57,Landed 06:57,red
18/04,VJ7527,CAN,HAN,1h34m,18:10,18:36,20:05,Landed 03:10,green
18/04,VJ7526,HAN,CAN,1h17m,15:30,15:39,17:10,Landed 00:56,green
18/04,VJ442,PQC,HAN,1h51m,09:40,09:58,11:45,Landed 18:49,green
18/04,VJ441,HAN,PQC,1h46m,07:00,07:16,09:05,Landed 16:02,green
18/04,VJ939,KIX,HAN,4h58m,00:20,00:42,05:20,Landed 12:39,yellow
17/04,VJ938,HAN,KIX,4h2m,18:20,18:44,22:50,Landed 07:46,green
17/04,VJ1562,HUI,HAN,59m,14:00,15:05,15:15,Landed 23:04,red
17/04,VJ1561,HAN,HUI,54m,12:15,13:25,13:30,Landed 21:19,red
17/04,VJ442,PQC,HAN,1h51m,09:40,10:24,11:45,Landed 19:15,yellow
17/04,VJ441,HAN,PQC,1h51m,07:00,07:29,09:05,Landed 16:20,green
17/04,VJ939,KIX,HAN,5h10m,00:20,00:37,05:20,Landed 12:47,yellow
16/04,VJ938,HAN,KIX,3h55m,18:20,18:32,22:50,Landed 07:27,green
16/04,VJ935,NRT,HAN,5h40m,07:30,10:07,13:05,Landed 22:47,red
16/04,VJ934,HAN,NRT,5h6m,00:55,02:48,06:30,Landed 16:54,red
15/04,VJ124,SGN,HAN,1h55m,23:05,23:20,01:15,Landed 08:15,green
15/04,VJ3909,CAN,SGN,2h15m,18:30,19:28,21:10,Landed 04:43,yellow
15/04,VJ3908,SGN,CAN,2h27m,14:45,15:42,17:30,Landed 02:09,yellow
15/04,VJ812,SIN,SGN,1h48m,11:30,11:27,13:35,Landed 20:15,green
15/04,VJ983,PQC,SIN,1h31m,08:45,08:54,10:30,Landed 18:24,green
15/04,VJ984,SIN,PQC,1h32m,05:05,05:15,06:45,Landed 13:47,green
15/04,VJ811,SGN,SIN,1h32m,02:00,02:16,04:05,Landed 11:48,green
13/04,VJ861,ICN,SGN,4h57m,12:15,12:34,17:30,Landed 00:32,green
13/04,VJ860,SGN,ICN,4h55m,05:20,05:37,10:25,Landed 19:32,green
13/04,VJ334,PQC,SGN,45m,02:50,03:07,03:50,Landed 10:52,green
12/04,VJ977,ICN,PQC,5h24m,20:00,20:00,01:25,Landed 08:23,green
12/04,VJ976,PQC,ICN,4h58m,13:35,13:36,19:00,Landed 03:34,green
12/04,VJ767,HPH,PQC,1h51m,08:40,09:17,10:45,Landed 18:08,yellow
12/04,VJ766,PQC,HPH,1h45m,06:00,06:43,08:05,Landed 15:28,yellow
12/04,VJ335,SGN,PQC,34m,04:20,04:54,05:20,Landed 12:27,green
11/04,VJ884,BOM,SGN,4h49m,19:10,19:46,00:40,Landed 07:36,green
11/04,VJ883,SGN,BOM,5h5m,13:05,13:15,18:10,Landed 23:49,green
11/04,VJ854,CGK,SGN,2h40m,06:30,06:52,09:40,Landed 16:33,green
11/04,VJ855,SGN,CGK,2h34m,02:35,02:58,05:30,Landed 12:32,green
10/04,VJ263,VDH,SGN,1h30m,12:45,13:29,14:20,Landed 22:00,yellow
10/04,VJ262,SGN,VDH,1h18m,10:40,11:19,12:15,Landed 19:37,yellow
10/04,VJ635,DAD,SGN,1h5m,08:20,08:52,09:40,Landed 16:56,yellow
10/04,VJ638,SGN,DAD,58m,06:30,06:50,07:50,Landed 14:47,green
10/04,VJ627,DAD,SGN,1h4m,01:55,03:05,03:15,Landed 11:09,red
08/04,VJ714,PQC,DAD,1h14m,09:30,09:37,11:15,Landed 17:50,green
