DATE,FLIGHT,FROM,TO,FLIGHT_TIME,STD,ATD,STA,STATUS,STATUS_COLOR
02/05,VJ1458,PQC,HAN,,12:50,13:20,14:55,Delayed 22:58,red
02/05,VJ1457,HAN,PQC,1h51m,10:10,10:26,12:15,Landed 19:17,green
02/05,VJ772,CXR,HAN,1h38m,07:05,07:48,08:55,Landed 16:25,yellow
02/05,VJ5925,KIX,CXR,4h55m,01:14,01:14,06:09,Landed 13:09,red
01/05,VJ7860,HAN,KIX,4h14m,19:33,19:33,23:47,Landed 08:47,red
01/05,VJ442,PQC,HAN,1h44m,10:00,10:08,12:05,Landed 18:52,green
01/05,VJ441,HAN,PQC,1h48m,07:00,06:59,09:05,Landed 15:47,green
01/05,VJ450,PQC,HAN,1h47m,02:10,02:17,04:15,Landed 11:04,green
30/04,VJ449,HAN,PQC,1h46m,23:30,23:38,01:35,Landed 08:25,green
30/04,VJ168,SGN,HAN,1h52m,16:00,16:07,18:10,Landed 00:59,green
30/04,VJ806,BKK,SGN,1h14m,12:55,13:30,14:25,Landed 21:44,yellow
30/04,VJ805,SGN,BKK,1h22m,10:15,10:40,11:45,Landed 19:02,yellow
30/04,VJ247,THD,SGN,1h52m,07:15,07:31,09:15,Landed 16:23,green
30/04,VJ246,SGN,THD,1h33m,04:45,05:16,06:45,Landed 13:48,green
30/04,VJ129,HAN,SGN,1h51m,01:45,01:53,03:55,Landed 10:44,green
29/04,VJ120,SGN,HAN,1h46m,22:00,22:13,00:10,Landed 06:58,green
29/04,VJ377,VCL,SGN,1h2m,13:15,14:20,14:35,Landed 22:22,red
29/04,VJ376,SGN,VCL,1h3m,11:25,12:46,12:45,Landed 20:48,red
29/04,VJ147,HAN,SGN,1h59m,08:45,09:42,10:55,Landed 18:41,red
29/04,VJ138,SGN,HAN,1h54m,06:05,06:38,08:15,Landed 15:32,yellow
29/04,VJ373,VCL,SGN,1h1m,04:10,04:21,05:30,Landed 12:21,green
29/04,VJ372,SGN,VCL,59m,02:20,02:43,03:40,Landed 10:42,green
29/04,VJ1381,UIH,SGN,,00:15,,01:20,Estimated dep 07:14*,green
28/04,VJ1380,SGN,UIH,47m,22:35,22:45,23:45,Landed 06:31,green
28/04,VJ353,BMV,SGN,43m,12:25,12:23,13:25,Landed 20:06,green
28/04,VJ352,SGN,BMV,41m,10:55,11:05,11:55,Landed 18:46,green
28/04,VJ375,VCL,SGN,,07:45,,09:05,Landed 16:00,green
28/04,VJ374,SGN,VCL,1h2m,05:55,06:17,07:15,Landed 14:18,green
28/04,VJ301,HUI,SGN,1h6m,00:25,00:27,01:50,Landed 08:33,green
27/04,VJ302,SGN,HUI,1h20m,22:30,22:33,23:55,Landed 06:53,green
27/04,VJ377,VCL,SGN,1h5m,13:15,13:10,14:35,Landed 21:15,green
27/04,VJ376,SGN,VCL,1h2m,11:25,11:35,12:45,Landed 19:37,green
27/04,VJ387,UIH,SGN,47m,09:15,09:25,10:20,Landed 17:12,green
27/04,VJ386,SGN,UIH,49m,07:35,07:51,08:45,Landed 15:40,green
27/04,VJ802,BKK,SGN,1h13m,04:30,04:34,06:00,Landed 12:46,green
27/04,VJ801,SGN,BKK,1h18m,01:35,01:43,03:05,Landed 10:01,green
26/04,VJ3949,PKX,SGN,4h35m,17:05,17:52,22:00,Landed 05:27,yellow
26/04,VJ3948,SGN,PKX,4h44m,11:05,11:31,16:05,Landed 00:16,green
26/04,VJ247,THD,SGN,1h36m,07:15,07:55,09:15,Landed 16:30,green
26/04,VJ246,SGN,THD,1h37m,04:45,05:28,06:45,Landed 14:05,yellow
26/04,VJ383,UIH,SGN,56m,03:05,03:20,04:10,Landed 11:16,green
26/04,VJ382,SGN,UIH,50m,01:25,01:45,02:35,Landed 09:34,green
25/04,VJ283,HPH,SGN,1h44m,13:10,13:30,15:10,Landed 22:14,green
25/04,VJ282,SGN,HPH,1h52m,10:40,11:00,12:40,Landed 19:52,green
25/04,VJ247,THD,SGN,1h41m,07:15,08:08,09:15,Landed 16:49,yellow
25/04,VJ246,SGN,THD,1h37m,04:45,05:44,06:45,Landed 14:21,yellow
25/04,VJ383,UIH,SGN,49m,03:05,03:34,04:10,Landed 11:23,green
25/04,VJ382,SGN,UIH,49m,01:25,01:53,02:35,Landed 09:41,green
24/04,VJ3949,PKX,SGN,4h37m,17:05,18:02,22:00,Landed 05:39,yellow
24/04,VJ3948,SGN,PKX,4h39m,11:05,11:50,16:05,Landed 00:29,yellow
24/04,VJ326,PQC,SGN,53m,09:25,09:41,10:30,Landed 17:35,green
24/04,VJ327,SGN,PQC,40m,07:50,08:10,08:50,Landed 15:50,green
23/04,VJ217,VII,SGN,1h34m,14:00,14:07,15:50,Landed 22:42,green
23/04,VJ216,SGN,VII,1h30m,11:40,12:00,13:30,Landed 20:30,green
23/04,VJ253,THD,SGN,1h49m,09:10,09:11,11:10,Landed 17:59,green
23/04,VJ252,SGN,THD,1h42m,06:40,06:54,08:40,Landed 15:36,green
