DATE,FLIGHT,FROM,TO,FLIGHT_TIME,STD,ATD,STA,STATUS,STATUS_COLOR
02/05,VN1188,SGN,HPH,,14:00,14:30,16:00,Estimated 23:08,green
02/05,VN812,SAI,SGN,48m,12:10,12:35,13:25,Landed 20:24,green
02/05,VN813,SGN,SAI,41m,10:15,10:54,11:20,Landed 18:35,green
02/05,VN1277,THD,SGN,2h14m,07:00,07:33,09:00,Landed 16:47,red
02/05,VN1276,SGN,THD,1h48m,04:25,04:57,06:25,Landed 13:45,yellow
02/05,VN1822,PQC,SGN,41m,02:35,03:08,03:45,Landed 10:49,green
02/05,VN1823,SGN,PQC,36m,01:05,01:28,02:00,Landed 09:04,green
01/05,VN1269,VII,SGN,1h21m,14:20,14:27,16:10,Landed 22:48,green
01/05,VN1268,SGN,VII,1h33m,11:55,12:07,13:45,Landed 20:39,green
01/05,VN630,CGK,SGN,2h39m,06:50,07:15,10:05,Landed 16:54,green
01/05,VN631,SGN,CGK,2h24m,02:50,02:55,06:00,Landed 12:19,green
30/04,VN1171,HPH,SGN,1h29m,23:20,23:15,01:25,Landed 07:44,green
30/04,VN1186,SGN,HPH,1h29m,10:55,11:22,13:00,Landed 19:51,green
30/04,VN630,CGK,SGN,2h54m,06:50,07:24,10:05,Landed 17:18,green
30/04,VN631,SGN,CGK,2h40m,02:50,03:11,06:00,Landed 12:50,green
29/04,VN229,HAN,SGN,1h42m,23:30,23:39,01:45,Landed 08:21,green
29/04,VN616,BKK,HAN,1h36m,15:15,15:35,17:15,Landed 00:11,green
29/04,VN617,HAN,BKK,1h37m,12:05,12:24,14:05,Landed 21:01,green
29/04,VN614,BKK,HAN,1h30m,08:55,09:01,10:55,Landed 17:31,green
29/04,VN615,HAN,BKK,1h32m,05:45,05:53,07:45,Landed 14:25,green
28/04,VN642,CEB,HAN,3h26m,21:00,21:35,00:50,Landed 08:01,green
28/04,VN643,HAN,CEB,3h23m,16:10,16:33,20:00,Landed 03:56,green
28/04,VN920,SGN,KTI,25m,09:05,09:02,09:55,Landed 16:26,green
28/04,VN921,HAN,VTE,58m,02:20,02:28,03:35,Landed 10:26,green
27/04,VN224,SGN,HAN,1h44m,15:00,15:06,17:10,Landed 23:50,green
27/04,VN678,KUL,SGN,1h37m,11:25,11:36,13:35,Landed 20:13,green
27/04,VN679,SGN,KUL,1h39m,08:25,08:34,10:25,Landed 18:13,green
27/04,VN123,DAD,SGN,1h2m,04:55,04:59,06:30,Landed 13:01,green
27/04,VN122,SGN,DAD,56m,03:00,03:04,04:20,Landed 11:00,green
26/04,VN1834,PQC,SGN,36m,15:05,15:08,16:15,Landed 22:44,green
26/04,VN1835,SGN,PQC,36m,13:30,13:37,14:30,Landed 21:13,green
26/04,VN141,DAD,SGN,1h0m,11:40,11:43,13:15,Landed 19:43,green
26/04,VN140,SGN,DAD,1h1m,09:45,09:49,11:05,Landed 17:51,green
26/04,VN1345,CXR,SGN,41m,07:40,08:01,08:45,Landed 15:43,green
26/04,VN1344,SGN,CXR,41m,06:05,06:24,07:05,Landed 14:05,green
26/04,VN1177,HPH,SGN,1h47m,03:15,03:25,05:20,Landed 12:12,green
26/04,VN1176,SGN,HPH,1h41m,00:35,00:41,02:40,Landed 09:22,green
25/04,VN595,HKG,SGN,2h12m,10:45,11:18,13:25,Landed 20:30,green
25/04,VN594,SGN,HKG,2h19m,06:35,06:57,09:25,Landed 17:16,green
25/04,VN1411,BMV,SGN,33m,04:50,05:11,05:45,Landed 12:44,green
25/04,VN1410,SGN,BMV,41m,03:25,03:46,04:15,Landed 11:27,green
24/04,VN581,KHH,SGN,2h46m,23:30,23:47,02:30,Landed 09:33,green
24/04,VN580,SGN,KHH,2h34m,10:50,10:50,13:50,Landed 21:24,green
24/04,VN604,BKK,SGN,1h15m,07:25,07:53,09:10,Landed 16:08,green
24/04,VN605,SGN,BKK,1h15m,04:30,04:47,06:10,Landed 13:01,green
24/04,VN1405,VDH,SGN,1h30m,02:05,02:03,03:45,Landed 10:33,green
23/04,VN1404,SGN,VDH,1h9m,23:55,00:04,01:30,Landed 08:13,green
23/04,VN604,BKK,SGN,1h12m,07:25,07:40,09:10,Landed 15:51,green
23/04,VN605,SGN,BKK,1h12m,04:30,04:48,06:10,Landed 13:00,green
22/04,VN571,TPE,SGN,3h5m,23:45,00:17,03:20,Landed 10:22,green
22/04,VN570,SGN,TPE,3h5m,09:30,09:41,13:05,Landed 20:45,green
22/04,VN517,PKX,SGN,4h27m,00:30,00:48,05:35,Landed 12:15,green
21/04,VN516,SGN,PKX,4h35m,17:35,18:27,22:30,Landed 07:02,yellow
21/04,VN1469,VCL,SGN,56m,10:55,10:54,12:20,Landed 18:50,green
21/04,VN1468,SGN,VCL,58m,08:55,09:07,10:20,Landed 17:05,green
21/04,VN1177,HPH,SGN,1h44m,03:15,03:43,05:20,Landed 12:27,green
21/04,VN1176,SGN,HPH,1h53m,00:35,00:41,02:40,Landed 09:35,green
20/04,VN812,SAI,SGN,47m,12:40,12:24,13:55,Landed 20:11,green
