DATE,FLIGHT,FROM,TO,FLIGHT_TIME,STD,ATD,STA,STATUS,STATUS_COLOR
02/05,VN137,DAD,SGN,1h18m,10:55,11:29,12:30,Landed 19:47,yellow
02/05,VN136,SGN,DAD,55m,09:00,09:40,10:20,Landed 17:35,green
02/05,VN1265,VII,SGN,1h33m,06:35,06:43,08:25,Landed 15:16,green
02/05,VN1264,SGN,VII,,04:10,04:16,06:00,Unknown,
02/05,VN1820,PQC,SGN,36m,01:35,01:45,02:45,Landed 09:22,green
02/05,VN1821,SGN,PQC,39m,00:00,00:06,01:00,Landed 07:45,green
01/05,VN608,BKK,SGN,1h10m,14:05,14:16,15:50,Landed 22:26,green
01/05,VN609,SGN,BKK,1h16m,11:25,11:32,13:05,Landed 19:48,green
01/05,VN1397,UIH,SGN,48m,09:15,09:12,10:30,Landed 16:59,green
01/05,VN1396,SGN,UIH,49m,07:30,07:33,08:40,Landed 15:22,green
01/05,VN247,HAN,SGN,1h43m,03:00,03:44,05:10,Landed 12:27,yellow
30/04,VN579,TPE,HAN,2h43m,23:30,23:55,02:30,Landed 09:38,green
30/04,VN578,HAN,TPE,2h29m,10:20,10:30,13:10,Landed 20:59,green
30/04,VN170,DAD,HAN,1h3m,06:50,07:24,08:15,Landed 15:27,green
30/04,VN169,HAN,DAD,1h5m,04:50,05:25,06:15,Landed 13:29,green
30/04,VN164,DAD,HAN,1h17m,02:45,02:57,04:10,Landed 11:14,green
30/04,VN163,HAN,DAD,1h4m,00:45,00:57,02:10,Landed 09:01,green
29/04,VN922,KTI,HAN,1h38m,13:05,13:10,15:00,Landed 21:48,green
29/04,VN923,HAN,KTI,1h36m,10:15,10:32,12:05,Landed 19:08,green
29/04,VN7564,CXR,HAN,1h48m,07:20,07:38,09:20,Landed 16:26,green
29/04,VN7565,HAN,CXR,1h36m,04:45,04:52,06:45,Landed 13:28,green
29/04,VN587,KHH,HAN,2h32m,00:40,00:26,03:20,Landed 09:58,green
28/04,VN586,HAN,KHH,2h0m,11:15,11:17,13:45,Landed 21:17,green
28/04,VN660,SIN,HAN,3h0m,05:05,05:12,08:35,Landed 15:12,green
28/04,VN661,HAN,SIN,2h59m,00:30,00:40,03:55,Landed 11:39,green
27/04,VN616,BKK,HAN,1h34m,15:15,15:37,17:15,Landed 00:11,green
27/04,VN617,HAN,BKK,1h34m,12:05,12:50,14:05,Landed 21:25,yellow
27/04,VN614,BKK,HAN,1h29m,08:55,08:48,10:55,Landed 17:17,green
27/04,VN615,HAN,BKK,1h34m,05:45,05:55,07:45,Landed 14:29,green
27/04,VN1602,BMV,HAN,1h43m,02:20,02:25,04:05,Landed 11:08,green
27/04,VN1603,HAN,BMV,1h20m,00:01,00:10,01:45,Landed 08:30,green
26/04,VN618,BKK,HAN,1h29m,12:05,12:38,14:05,Landed 21:07,green
26/04,VN619,HAN,BKK,1h40m,09:05,09:38,11:05,Landed 18:17,green
26/04,VN170,DAD,HAN,1h12m,06:50,07:07,08:15,Landed 15:19,green
26/04,VN169,HAN,DAD,1h3m,04:50,05:09,06:15,Landed 13:12,green
25/04,VN156,DAD,HAN,1h2m,23:40,23:06,01:05,Landed 07:08,green
25/04,VN199,HAN,DAD,58m,13:25,13:55,14:50,Landed 21:53,green
25/04,VN836,SAI,HAN,1h35m,11:05,11:02,12:50,Landed 19:36,green
25/04,VN837,HAN,SAI,1h23m,08:30,08:40,10:10,Landed 17:03,green
25/04,VN168,DAD,HAN,1h33m,06:00,06:21,07:25,Landed 14:53,yellow
25/04,VN167,HAN,DAD,1h3m,04:00,04:17,05:25,Landed 12:20,green
24/04,VN1718,VII,HAN,42m,11:50,12:41,12:45,Landed 20:22,yellow
24/04,VN1717,HAN,VII,31m,10:20,11:04,11:15,Landed 18:35,yellow
24/04,VN7162,DAD,HAN,1h9m,07:50,08:25,09:15,Landed 16:34,yellow
24/04,VN7167,HAN,DAD,1h1m,05:50,06:31,07:15,Landed 14:32,yellow
24/04,VN7164,DAD,HAN,1h1m,03:45,04:10,05:10,Landed 12:11,green
24/04,VN7165,HAN,DAD,1h2m,01:45,02:13,03:10,Landed 10:16,green
23/04,VN1718,VII,HAN,45m,11:50,12:14,12:45,Landed 19:59,green
23/04,VN1717,HAN,VII,37m,10:20,10:50,11:15,Landed 18:27,green
23/04,VN587,KHH,HAN,2h22m,00:40,00:27,03:20,Landed 09:49,green
22/04,VN586,HAN,KHH,1h56m,11:15,11:36,13:45,Landed 21:32,green
22/04,VN1236,PQC,HAN,1h50m,03:10,03:59,05:25,Landed 12:49,yellow
22/04,VN1237,HAN,PQC,1h43m,00:25,01:10,02:35,Landed 09:53,yellow
21/04,VN507,CAN,HAN,1h32m,08:20,08:36,10:30,Landed 17:08,green
21/04,VN506,HAN,CAN,1h28m,05:25,05:23,07:20,Landed 14:51,green
21/04,VN587,KHH,HAN,2h24m,00:40,00:26,03:20,Landed 09:50,green
20/04,VN586,HAN,KHH,1h57m,11:15,11:31,13:45,Landed 21:28,green
20/04,VN610,BKK,HAN,1h32m,04:55,05:13,06:55,Landed 13:45,green
20/04,VN611,HAN,BKK,1h31m,01:50,02:02,03:50,Landed 10:33,green
19/04,VN646,MNL,HAN,2h43m,21:20,21:23,00:35,Landed 07:05,green
19/04,VN647,HAN,MNL,2h28m,17:10,17:17,20:20,Landed 03:45,green
19/04,VN7162,DAD,N/A,,13:15,13:15,,Unknown,
19/04,VN7161,HAN,DAD,58m,11:15,11:15,12:13,Landed 19:13,red
19/04,VN7540,HUI,HAN,1h0m,09:15,09:22,10:25,Landed 17:23,green
19/04,VN7541,HAN,HUI,53m,07:25,07:35,08:35,Landed 15:28,green
19/04,VN246,SGN,HAN,1h51m,04:00,04:10,06:10,Landed 13:01,green
19/04,VN245,HAN,SGN,1h38m,01:00,00:59,03:10,Landed 09:37,green
18/04,VN7540,HUI,HAN,1h19m,13:30,13:27,14:40,Landed 21:46,green
18/04,VN7541,HAN,HUI,55m,11:40,11:46,12:50,Landed 19:41,green
18/04,VN585,KHH,HAN,2h27m,04:05,03:47,06:45,Landed 13:14,green
17/04,VN584,HAN,KHH,1h56m,23:50,00:10,02:20,Landed 10:06,green
17/04,VN930,SAI,LPQ,1h31m,10:20,10:25,11:45,Landed 18:56,green
17/04,VN931,HAN,LPQ,50m,06:10,06:21,07:15,Landed 14:11,green
17/04,VN228,SGN,HAN,1h48m,02:30,02:40,04:40,Landed 11:28,green
16/04,VN229,HAN,SGN,1h44m,23:30,23:35,01:45,Landed 08:19,green
16/04,VN260,SGN,HAN,1h50m,14:00,14:10,16:10,Landed 22:59,green
16/04,VN137,DAD,SGN,1h3m,10:55,11:29,12:30,Landed 19:31,green
16/04,VN179,HAN,DAD,1h11m,09:05,09:17,10:30,Landed 17:28,green
16/04,VN168,DAD,HAN,1h6m,06:00,06:29,07:25,Landed 14:36,green
16/04,VN167,HAN,DAD,1h5m,04:00,04:11,05:25,Landed 12:16,green
16/04,VN587,KHH,HAN,2h28m,00:40,00:24,03:20,Landed 09:52,green
