DATE,FLIGHT,FROM,TO,FLIGHT_TIME,STD,ATD,STA,STATUS,STATUS_COLOR
02/05,VN635,HAN,CGK,,13:00,13:25,17:40,Estimated 00:18,green
02/05,VN7554,CXR,HAN,1h28m,09:15,09:26,11:15,Landed 17:54,green
01/05,VN441,ICN,CXR,4h36m,21:50,22:02,02:45,Landed 09:38,green
01/05,VN440,CXR,ICN,4h27m,14:35,14:42,19:30,Landed 04:09,green
01/05,VN7352,SGN,CXR,45m,12:42,12:42,13:27,Landed 20:27,red
01/05,VN1277,THD,SGN,1h37m,07:00,06:58,09:00,Landed 15:35,green
01/05,VN1276,SGN,THD,1h33m,04:25,04:40,06:25,Landed 13:13,green
01/05,VN1822,PQC,SGN,44m,02:35,02:33,03:45,Landed 10:17,green
01/05,VN1823,SGN,PQC,34m,01:05,01:07,02:00,Landed 08:41,green
30/04,VN649,MNL,SGN,2h16m,20:05,20:26,22:50,Landed 05:41,green
30/04,VN648,SGN,MNL,2h12m,16:25,16:38,19:05,Landed 02:50,green
30/04,VN606,BKK,SGN,1h17m,12:30,12:56,14:15,Landed 21:13,green
30/04,VN607,SGN,BKK,1h14m,09:50,10:09,11:30,Landed 18:23,green
30/04,VN7826,PQC,SGN,38m,08:00,08:11,09:10,Landed 15:49,green
30/04,VN7827,SGN,PQC,41m,06:25,06:36,07:25,Landed 14:17,green
30/04,VN1411,BMV,SGN,36m,04:50,04:57,05:45,Landed 12:33,green
30/04,VN1410,SGN,BMV,40m,03:25,03:39,04:15,Landed 11:18,green
30/04,VN1621,UIH,SGN,53m,01:14,01:14,02:07,Landed 09:07,red
30/04,VN1393,UIH,SGN,,00:45,,02:00,Estimated dep 08:14*,yellow
29/04,VN1621,HAN,UIH,1h18m,23:00,23:18,00:40,Landed 07:35,green
29/04,VN7174,DAD,HAN,1h11m,15:45,16:03,17:10,Landed 00:14,green
29/04,VN7175,HAN,DAD,1h7m,13:45,14:13,15:10,Landed 22:20,green
29/04,VN180,DAD,HAN,1h21m,11:05,11:49,12:30,Landed 20:10,yellow
29/04,VN179,HAN,DAD,1h9m,09:05,09:40,10:30,Landed 17:49,yellow
29/04,VN1552,CXR,HAN,1h52m,05:30,06:25,08:10,Landed 15:17,green
29/04,VN1553,HAN,CXR,1h33m,02:55,03:55,04:55,Landed 12:28,yellow
29/04,VN1620,UIH,HAN,1h19m,01:15,01:23,02:55,Landed 09:42,green
28/04,VN1621,HAN,UIH,1h20m,23:00,23:20,00:40,Landed 07:40,green
28/04,VN7168,DAD,HAN,59m,08:50,09:02,10:15,Landed 17:01,green
28/04,VN7169,HAN,DAD,1h1m,06:50,07:09,08:15,Landed 15:09,green
28/04,VN246,SGN,HAN,1h53m,04:00,04:08,06:10,Landed 13:01,green
28/04,VN1661,TBB,SGN,39m,02:10,02:07,03:20,Landed 09:45,green
28/04,VN1660,SGN,TBB,47m,00:25,00:28,01:35,Landed 08:15,green
27/04,VN1369,HUI,SGN,1h9m,13:20,13:12,14:50,Landed 21:22,green
27/04,VN1368,SGN,HUI,1h3m,11:15,11:15,12:45,Landed 19:18,green
27/04,VN1277,THD,SGN,1h46m,07:00,07:12,09:00,Landed 15:59,green
27/04,VN1276,SGN,THD,1h41m,04:25,04:43,06:25,Landed 13:24,green
27/04,VN105,DAD,SGN,1h0m,01:25,01:33,03:00,Landed 09:33,green
26/04,VN7549,HUI,DAD,21m,14:58,14:58,15:18,Landed 22:18,red
26/04,VN1549,HAN,HUI,53m,13:15,13:26,14:35,Landed 21:20,green
26/04,VN174,DAD,HAN,1h7m,09:35,10:12,11:00,Landed 18:18,yellow
26/04,VN173,HAN,DAD,58m,07:35,08:20,09:00,Landed 16:18,yellow
26/04,VN7564,CXR,HAN,1h39m,05:36,05:36,07:15,Landed 14:15,red
25/04,VN435,PUS,CXR,4h26m,23:10,00:11,03:45,Landed 11:36,red
25/04,VN7567,DAD,CXR,49m,16:41,16:41,17:30,Landed 00:30,red
25/04,VN434,CXR,PUS,4h4m,16:15,18:40,21:05,Landed 07:44,red
25/04,VN7057,HAN,DAD,56m,12:10,12:26,13:35,Landed 20:22,green
25/04,VN662,SIN,HAN,2h57m,07:50,08:11,11:20,Landed 18:07,green
25/04,VN663,HAN,SIN,3h6m,03:25,03:37,06:50,Landed 14:44,green
24/04,VN616,BKK,HAN,1h33m,15:15,15:14,17:15,Landed 23:46,green
24/04,VN617,HAN,BKK,1h33m,12:05,12:25,14:05,Landed 20:58,green
24/04,VN614,BKK,HAN,1h31m,08:55,09:03,10:55,Landed 17:34,green
24/04,VN615,HAN,BKK,1h28m,05:45,06:01,07:45,Landed 14:29,green
24/04,VN7540,HUI,HAN,1h2m,03:30,03:43,04:50,Landed 11:45,green
24/04,VN7541,HAN,HUI,1h5m,01:35,01:55,02:55,Landed 10:00,green
23/04,VN646,MNL,HAN,3h1m,21:20,21:41,00:35,Landed 07:42,green
23/04,VN647,HAN,MNL,2h44m,17:10,17:25,20:20,Landed 04:08,green
23/04,VN507,CAN,HAN,1h42m,08:20,10:02,10:30,Landed 18:44,red
23/04,VN506,HAN,CAN,1h28m,05:25,05:34,07:20,Landed 15:02,green
22/04,VN156,DAD,HAN,1h4m,23:40,23:09,01:05,Landed 07:12,green
22/04,VN148,SGN,DAD,57m,13:55,14:15,15:15,Landed 22:12,green
22/04,VN141,DAD,SGN,1h10m,11:40,11:55,13:15,Landed 20:05,green
22/04,VN140,SGN,DAD,1h0m,09:45,09:54,11:05,Landed 17:53,green
22/04,VN127,DAD,SGN,1h7m,05:55,06:26,07:30,Landed 14:32,green
22/04,VN126,SGN,DAD,59m,04:00,04:10,05:20,Landed 12:09,green
22/04,VN1661,TBB,SGN,46m,02:10,02:19,03:20,Landed 10:05,green
22/04,VN1660,SGN,TBB,57m,00:25,00:32,01:35,Landed 08:28,green
21/04,VN1828,PQC,SGN,39m,10:05,10:12,11:15,Landed 17:51,green
21/04,VN1829,SGN,PQC,37m,08:30,08:32,09:30,Landed 16:09,green
21/04,VN1271,THD,SGN,1h43m,04:50,04:57,06:50,Landed 13:40,green
21/04,VN1270,SGN,THD,1h40m,02:15,02:25,04:15,Landed 11:05,green
20/04,VN1415,BMV,SGN,30m,12:45,12:44,13:40,Landed 20:13,green
20/04,VN1414,SGN,BMV,27m,11:15,11:25,12:10,Landed 18:51,green
20/04,VN503,CAN,SGN,2h12m,07:15,07:31,10:20,Landed 16:44,green
20/04,VN502,SGN,CAN,2h25m,03:10,03:24,06:10,Landed 13:49,green
20/04,VN107,DAD,SGN,57m,00:40,00:41,02:15,Landed 08:37,green
19/04,VN106,SGN,DAD,55m,22:45,22:49,00:05,Landed 06:44,green
19/04,VN267,HAN,SGN,1h38m,15:00,15:08,17:10,Landed 23:46,green
19/04,VN1562,CXR,HAN,1h34m,12:05,12:20,14:05,Landed 20:54,green
19/04,VN1563,HAN,CXR,1h28m,09:30,09:52,11:30,Landed 18:20,green
19/04,VN7558,CXR,HAN,1h49m,06:45,06:53,08:45,Landed 15:42,green
19/04,VN7559,HAN,CXR,1h33m,04:00,04:12,06:00,Landed 12:45,green
19/04,VN1620,UIH,HAN,1h22m,01:15,01:18,02:55,Landed 09:40,green
18/04,VN1621,HAN,UIH,1h16m,23:00,23:09,00:40,Landed 07:25,green
18/04,VN618,BKK,HAN,1h46m,12:05,12:32,14:05,Landed 21:18,green
18/04,VN619,HAN,BKK,1h45m,09:05,09:16,11:05,Landed 18:01,green
18/04,VN212,SGN,HAN,1h44m,05:00,05:14,07:10,Landed 13:58,green
18/04,VN1271,THD,SGN,1h39m,01:20,01:16,03:20,Landed 09:55,green
17/04,VN1270,SGN,THD,1h35m,22:45,22:58,00:45,Landed 07:33,green
17/04,VN211,HAN,SGN,1h42m,04:00,04:17,06:10,Landed 12:59,green
17/04,VN587,KHH,HAN,2h28m,00:40,00:25,03:20,Landed 09:52,green
16/04,VN586,HAN,KHH,1h56m,11:15,11:11,13:45,Landed 21:06,green
16/04,VN7540,HUI,HAN,56m,08:10,08:58,09:20,Landed 16:54,yellow
16/04,VN7541,HAN,HUI,55m,06:20,07:19,07:30,Landed 15:14,yellow
16/04,VN349,NGO,HAN,5h17m,00:30,00:45,05:50,Landed 13:02,green
15/04,VN348,HAN,NGO,4h4m,17:15,17:31,21:55,Landed 06:36,green
15/04,VN533,PVG,HAN,3h8m,07:50,08:07,11:25,Landed 18:15,green
15/04,VN532,HAN,PVG,2h40m,03:10,03:32,06:25,Landed 14:11,green
14/04,VN646,MNL,HAN,2h54m,21:20,21:52,00:35,Landed 07:46,green
14/04,VN647,HAN,MNL,2h33m,17:10,17:14,20:20,Landed 03:47,green
14/04,VN836,SAI,HAN,1h22m,11:05,11:03,12:50,Landed 19:25,green
14/04,VN837,HAN,SAI,1h22m,08:30,08:41,10:10,Landed 17:03,green
14/04,VN168,DAD,HAN,1h6m,06:00,06:11,07:25,Landed 14:18,green
14/04,VN167,HAN,DAD,58m,04:00,04:07,05:25,Landed 12:06,green
14/04,VN1620,UIH,HAN,1h20m,01:15,01:19,02:55,Landed 09:39,green
