DATE,FLIGHT,FROM,TO,FLIGHT_TIME,STD,ATD,STA,STATUS,STATUS_COLOR
02/05,VJ1454,PQC,HAN,,14:55,15:06,17:01,Estimated 23:49,green
02/05,VJ1453,HAN,PQC,1h52m,12:15,12:19,14:20,Landed 21:11,green
02/05,VJ928,CGK,HAN,3h50m,07:00,07:07,11:15,Landed 17:57,green
02/05,VJ929,HAN,CGK,4h10m,01:40,01:48,06:00,Landed 12:59,green
30/04,VJ1458,PQC,HAN,1h47m,12:50,13:30,14:55,Landed 22:17,yellow
30/04,VJ1457,HAN,PQC,1h56m,10:10,10:28,12:15,Landed 19:24,green
30/04,VJ902,BKK,HAN,1h32m,07:00,07:43,08:50,Landed 16:14,yellow
30/04,VJ901,HAN,BKK,1h45m,04:10,04:27,06:00,Landed 13:12,green
29/04,VJ1128,SGN,HAN,1h49m,15:15,16:27,17:25,Landed 01:16,red
29/04,VJ1127,HAN,SGN,1h49m,12:20,13:48,14:30,Landed 22:37,red
29/04,VJ144,SGN,HAN,1h54m,08:55,10:45,11:05,Landed 19:39,red
29/04,VJ633,DAD,SGN,1h11m,07:50,08:17,09:10,Landed 16:27,yellow
29/04,VJ636,SGN,DAD,59m,06:00,06:13,07:20,Landed 14:11,green
29/04,VJ129,HAN,SGN,1h48m,01:45,02:10,03:55,Landed 10:59,green
28/04,VJ124,SGN,HAN,1h49m,23:05,23:16,01:15,Landed 08:04,green
28/04,VJ129,HAN,SGN,1h50m,01:45,02:07,03:55,Landed 10:57,green
27/04,VJ124,SGN,HAN,1h46m,23:05,23:08,01:15,Landed 07:55,green
27/04,VJ281,HPH,SGN,1h50m,10:45,10:54,12:45,Landed 19:45,green
27/04,VJ280,SGN,HPH,1h42m,08:15,08:18,10:15,Landed 17:01,green
27/04,VJ305,HUI,SGN,1h5m,05:25,05:48,06:50,Landed 13:52,green
27/04,VJ306,SGN,HUI,1h3m,03:30,03:45,04:55,Landed 11:48,green
26/04,VJ884,BOM,SGN,4h41m,19:10,20:07,00:40,Landed 07:48,green
26/04,VJ883,SGN,BOM,5h1m,13:05,13:20,18:10,Landed 23:50,green
26/04,VJ853,RMQ,SGN,2h58m,07:30,07:33,11:00,Landed 17:31,green
26/04,VJ852,SGN,RMQ,2h53m,03:10,03:27,06:30,Landed 14:20,green
25/04,VJ123,HAN,SGN,1h44m,22:30,22:42,00:40,Landed 07:25,green
25/04,VJ466,VCA,HAN,1h59m,12:40,13:32,14:50,Landed 22:30,yellow
25/04,VJ465,HAN,VCA,1h55m,10:00,10:48,12:10,Landed 19:44,yellow
25/04,VJ902,BKK,HAN,1h36m,07:00,07:23,08:50,Landed 15:59,green
25/04,VJ901,HAN,BKK,1h35m,04:10,04:20,06:00,Landed 12:55,green
25/04,VJ492,BMV,HAN,1h32m,01:15,01:34,03:00,Landed 10:06,green
24/04,VJ491,HAN,BMV,1h24m,23:00,23:24,00:45,Landed 07:49,green
24/04,VJ1454,PQC,HAN,1h46m,14:55,15:10,17:01,Landed 23:56,green
24/04,VJ1453,HAN,PQC,1h48m,12:15,12:34,14:20,Landed 21:21,green
24/04,VJ916,SIN,HAN,2h53m,06:55,07:03,10:25,Landed 16:56,green
24/04,VJ915,HAN,SIN,3h5m,02:35,02:54,05:55,Landed 13:59,green
23/04,VJ949,RMQ,HAN,2h51m,10:00,10:11,12:50,Landed 20:01,green
23/04,VJ948,HAN,RMQ,2h13m,06:30,06:54,09:00,Landed 17:07,green
22/04,VJ959,FUK,HAN,4h28m,23:55,01:07,04:25,Landed 12:35,red
22/04,VJ958,HAN,FUK,3h36m,19:05,20:06,22:55,Landed 08:41,red
22/04,VJ947,KHH,HAN,2h28m,10:50,10:42,13:35,Landed 20:10,green
22/04,VJ946,HAN,KHH,1h59m,07:35,07:41,09:50,Landed 17:40,green
21/04,VJ198,SGN,HAN,1h50m,03:30,03:52,05:40,Landed 12:42,green
20/04,VJ159,HAN,SGN,1h41m,13:10,13:25,15:20,Landed 22:06,green
19/04,VJ466,VCA,HAN,1h51m,12:40,14:18,14:50,Landed 23:09,red
19/04,VJ465,HAN,VCA,1h53m,10:00,11:29,12:10,Landed 20:22,red
19/04,VJ916,SIN,HAN,3h0m,06:55,06:57,10:25,Landed 16:57,green
19/04,VJ915,HAN,SIN,2h55m,02:35,02:41,05:55,Landed 13:36,green
18/04,VJ1926,AMD,HAN,3h57m,18:40,19:22,22:55,Landed 06:19,yellow
18/04,VJ1925,HAN,AMD,5h8m,12:45,13:00,17:40,Landed 23:38,yellow
18/04,VJ928,CGK,HAN,4h3m,07:00,07:14,11:15,Landed 18:18,green
18/04,VJ929,HAN,CGK,4h0m,01:40,01:49,06:00,Landed 12:49,green
17/04,VJ931,KIX,HAN,5h1m,06:30,06:50,11:30,Landed 18:51,yellow
17/04,VJ930,HAN,KIX,4h5m,00:55,01:00,05:30,Landed 14:05,green
16/04,VJ496,BMV,HAN,1h26m,12:45,13:14,14:30,Landed 21:40,green
16/04,VJ495,HAN,BMV,1h30m,10:30,10:47,12:15,Landed 19:17,green
16/04,VJ1428,PXU,HAN,1h18m,05:40,05:50,07:15,Landed 14:08,green
16/04,VJ1427,HAN,PXU,1h16m,03:30,03:55,05:05,Landed 12:11,green
15/04,VJ910,BOM,HAN,4h6m,19:10,19:47,00:10,Landed 06:53,green
15/04,VJ907,HAN,BOM,5h0m,13:05,13:22,18:10,Landed 23:52,green
15/04,VJ931,KIX,HAN,4h52m,06:30,06:41,11:30,Landed 18:33,green
15/04,VJ930,HAN,KIX,3h56m,00:55,01:17,05:30,Landed 14:13,green
14/04,VJ1926,AMD,HAN,3h59m,18:40,18:59,22:55,Landed 05:57,green
14/04,VJ1925,HAN,AMD,4h54m,12:45,12:58,17:40,Landed 23:22,green
14/04,VJ454,PQC,HAN,1h44m,07:35,07:46,09:45,Landed 16:31,green
14/04,VJ451,HAN,PQC,1h51m,04:45,04:55,06:55,Landed 13:47,green
14/04,VJ422,PXU,HAN,1h15m,02:15,02:17,03:50,Landed 10:32,green
14/04,VJ421,HAN,PXU,1h13m,00:10,00:18,01:45,Landed 08:31,green
13/04,VJ496,BMV,HAN,1h31m,12:45,13:18,14:30,Landed 21:50,yellow
13/04,VJ495,HAN,BMV,1h27m,10:30,11:06,12:15,Landed 19:32,yellow
13/04,VJ134,SGN,HAN,1h49m,04:20,04:28,06:30,Landed 13:17,green
13/04,VJ127,HAN,SGN,1h52m,01:10,01:20,03:20,Landed 10:12,green
12/04,VJ1158,SGN,HAN,1h47m,13:40,14:46,15:55,Landed 23:33,yellow
