DATE,FLIGHT,FROM,TO,FLIGHT_TIME,STD,ATD,STA,STATUS,STATUS_COLOR
02/05,VN7058,DAD,HAN,,14:10,15:04,15:35,Delayed 23:15,yellow
02/05,VN626,BKK,DAD,1h22m,11:05,11:21,12:45,Landed 19:43,green
02/05,VN627,DAD,BKK,1h26m,08:15,08:17,10:05,Landed 16:43,green
02/05,VN431,ICN,DAD,4h18m,02:05,02:29,06:50,Landed 13:47,green
01/05,VN430,DAD,ICN,4h4m,16:30,16:34,21:00,Landed 05:38,green
01/05,VN199,HAN,DAD,1h4m,13:25,13:40,14:50,Landed 21:44,green
01/05,VN836,SAI,HAN,1h22m,11:05,11:09,12:50,Landed 19:32,green
01/05,VN837,HAN,SAI,1h20m,08:30,08:34,10:10,Landed 16:54,green
01/05,VN212,SGN,HAN,1h45m,05:00,05:22,07:10,Landed 14:06,green
01/05,VN113,DAD,SGN,1h7m,02:55,03:05,04:30,Landed 11:11,green
01/05,VN112,SGN,DAD,57m,01:00,01:09,02:20,Landed 09:06,green
30/04,VN1834,PQC,SGN,41m,15:05,14:59,16:15,Landed 22:40,green
30/04,VN1835,SGN,PQC,34m,13:30,13:36,14:30,Landed 21:10,green
30/04,VN137,DAD,SGN,1h3m,10:55,11:19,12:30,Landed 19:22,green
30/04,VN136,SGN,DAD,1h2m,09:00,09:21,10:20,Landed 17:22,green
30/04,VN251,HAN,SGN,1h44m,05:00,06:25,07:10,Landed 15:08,red
30/04,VN1620,UIH,HAN,,01:15,,02:55,Estimated dep 08:07*,green
30/04,VN7394,UIH,HAN,1h18m,01:07,01:07,02:25,Landed 09:25,red
29/04,VN1392,SGN,UIH,47m,23:00,23:04,00:10,Landed 06:51,green
29/04,VN1834,PQC,SGN,52m,15:05,15:06,16:15,Landed 22:58,green
29/04,VN1835,SGN,PQC,36m,13:30,13:40,14:30,Landed 21:16,green
29/04,VN137,DAD,SGN,1h6m,10:55,11:23,12:30,Landed 19:29,green
29/04,VN136,SGN,DAD,1h2m,09:00,09:20,10:20,Landed 17:22,green
29/04,VN127,DAD,SGN,1h32m,05:55,06:34,07:30,Landed 15:06,yellow
29/04,VN126,SGN,DAD,55m,04:00,04:38,05:20,Landed 12:33,green
29/04,VN1661,TBB,SGN,45m,02:10,02:22,03:20,Landed 10:07,green
29/04,VN1660,SGN,TBB,48m,00:25,00:35,01:35,Landed 08:23,green
28/04,VN1834,PQC,SGN,38m,15:05,15:07,16:15,Landed 22:45,green
28/04,VN1835,SGN,PQC,39m,13:30,13:30,14:30,Landed 21:09,green
28/04,VN137,DAD,SGN,1h10m,10:55,11:08,12:30,Landed 19:18,green
28/04,VN136,SGN,DAD,58m,09:00,09:11,10:20,Landed 17:09,green
28/04,VN1273,THD,SGN,1h46m,06:00,06:10,08:00,Landed 14:56,green
28/04,VN1272,SGN,THD,1h45m,03:25,03:31,05:25,Landed 12:16,green
27/04,VN1834,PQC,SGN,41m,15:05,15:17,16:15,Landed 22:58,green
27/04,VN1835,SGN,PQC,43m,13:30,13:38,14:30,Landed 21:21,green
27/04,VN7343,CXR,SGN,45m,10:50,11:00,11:55,Landed 18:46,green
26/04,VN435,PUS,CXR,4h22m,22:55,23:02,03:30,Landed 10:24,green
26/04,VN434,CXR,PUS,4h15m,16:15,17:22,21:05,Landed 06:37,yellow
26/04,VN7340,SGN,CXR,40m,05:30,05:59,06:35,Landed 13:39,green
26/04,VN7341,CXR,SGN,41m,03:35,03:53,04:40,Landed 11:35,green
25/04,VN441,ICN,CXR,4h52m,21:50,22:08,02:45,Landed 09:59,green
25/04,VN440,CXR,ICN,4h5m,14:35,14:48,19:30,Landed 03:53,green
25/04,VN7342,SGN,CXR,44m,12:35,12:56,13:40,Landed 20:40,green
25/04,VN7343,CXR,SGN,40m,10:50,11:04,11:55,Landed 18:44,green
25/04,VN7941,DAD,CXR,49m,08:55,09:21,10:10,Landed 17:10,green
25/04,VN7940,CXR,DAD,52m,07:15,07:22,08:20,Landed 15:13,green
24/04,VN435,PUS,CXR,4h41m,23:10,23:20,03:45,Landed 11:01,yellow
24/04,VN434,CXR,PUS,4h23m,16:45,16:53,21:05,Landed 06:15,green
24/04,VN7561,HAN,CXR,1h27m,12:35,12:54,14:35,Landed 21:21,green
24/04,VN7560,CXR,HAN,1h46m,09:55,10:02,11:55,Landed 18:47,green
24/04,VN7569,HAN,CXR,1h29m,07:20,07:40,09:20,Landed 16:09,green
24/04,VN7568,CXR,HAN,1h41m,04:40,05:02,06:40,Landed 13:44,green
23/04,VN435,PUS,CXR,4h41m,22:55,23:03,03:30,Landed 10:43,green
23/04,VN434,CXR,PUS,4h13m,16:45,17:04,21:05,Landed 06:17,green
23/04,VN1350,SGN,CXR,43m,13:10,13:20,14:15,Landed 21:03,green
23/04,VN1375,HUI,SGN,1h10m,10:40,10:49,12:10,Landed 18:58,green
23/04,VN1374,SGN,HUI,1h3m,08:35,08:51,10:05,Landed 16:54,green
23/04,VN127,DAD,SGN,1h8m,05:55,06:24,07:30,Landed 14:32,green
23/04,VN126,SGN,DAD,1h1m,04:00,04:10,05:20,Landed 12:10,green
23/04,VN109,DAD,SGN,1h6m,01:40,01:58,03:15,Landed 10:04,green
22/04,VN110,SGN,DAD,57m,23:45,23:57,01:05,Landed 07:55,green
22/04,VN1828,PQC,SGN,41m,10:05,10:07,11:15,Landed 17:47,green
22/04,VN1829,SGN,PQC,39m,08:30,08:33,09:30,Landed 16:12,green
22/04,VN1177,HPH,SGN,1h32m,03:15,03:50,05:20,Landed 12:23,green
22/04,VN1176,SGN,HPH,1h55m,00:35,00:45,02:40,Landed 09:40,green
21/04,VN649,MNL,SGN,2h8m,20:05,20:29,22:50,Landed 05:38,green
21/04,VN648,SGN,MNL,2h6m,16:25,16:47,19:05,Landed 02:53,green
21/04,VN503,CAN,SGN,2h11m,07:15,07:31,10:20,Landed 16:42,green
21/04,VN502,SGN,CAN,2h28m,03:10,03:35,06:10,Landed 14:02,green
21/04,VN107,DAD,SGN,58m,00:40,00:40,02:15,Landed 08:37,green
20/04,VN106,SGN,DAD,56m,22:45,22:54,00:05,Landed 06:50,green
20/04,VN1828,PQC,SGN,55m,10:05,10:37,11:15,Landed 18:32,yellow
20/04,VN1829,SGN,PQC,39m,08:30,08:53,09:30,Landed 16:32,green
20/04,VN127,DAD,SGN,59m,05:55,06:20,07:30,Landed 14:18,green
20/04,VN126,SGN,DAD,1h0m,04:00,04:18,05:20,Landed 12:18,green
20/04,VN1661,TBB,SGN,49m,02:10,02:22,03:20,Landed 10:11,green
20/04,VN1660,SGN,TBB,50m,00:25,00:35,01:35,Landed 08:25,green
19/04,VN1269,VII,SGN,1h24m,14:20,14:27,16:10,Landed 22:51,green
19/04,VN1268,SGN,VII,1h25m,11:55,12:08,13:45,Landed 20:33,green
19/04,VN1411,BMV,SGN,34m,10:10,10:28,11:05,Landed 18:02,green
19/04,VN1410,SGN,BMV,36m,08:45,09:06,09:35,Landed 16:42,green
19/04,VN1407,VDH,SGN,1h8m,06:25,06:20,08:05,Landed 14:28,green
19/04,VN1406,SGN,VDH,1h14m,04:15,04:22,05:50,Landed 12:36,green
19/04,VN1271,THD,SGN,1h38m,01:20,01:22,03:20,Landed 10:00,green
18/04,VN1270,SGN,THD,1h39m,22:45,22:57,00:45,Landed 07:36,green
18/04,VN1369,HUI,SGN,1h1m,13:20,13:20,14:50,Landed 21:20,green
18/04,VN1368,SGN,HUI,1h0m,11:15,11:16,12:45,Landed 19:16,green
18/04,VN1395,UIH,SGN,48m,08:35,08:39,09:50,Landed 16:27,green
18/04,VN1394,SGN,UIH,45m,06:50,06:58,08:00,Landed 14:44,green
18/04,VN113,DAD,SGN,1h3m,02:55,03:06,04:30,Landed 11:09,green
18/04,VN112,SGN,DAD,1h0m,01:00,01:07,02:20,Landed 09:07,green
17/04,VN649,MNL,SGN,2h9m,20:05,20:27,22:50,Landed 05:36,green
17/04,VN648,SGN,MNL,2h17m,16:25,16:39,19:05,Landed 02:57,green
17/04,VN141,DAD,SGN,1h5m,11:40,12:00,13:15,Landed 20:05,green
17/04,VN140,SGN,DAD,1h7m,09:45,09:55,11:05,Landed 18:02,green
17/04,VN1345,CXR,SGN,44m,07:40,07:55,08:45,Landed 15:39,green
17/04,VN1344,SGN,CXR,41m,06:00,06:09,07:05,Landed 13:50,green
17/04,VN1271,THD,SGN,1h44m,01:20,01:24,03:20,Landed 10:08,green
16/04,VN1270,SGN,THD,1h35m,22:45,23:05,00:45,Landed 07:40,green
16/04,VN267,HAN,SGN,1h39m,15:00,15:12,17:10,Landed 23:51,green
16/04,VN1718,VII,HAN,,11:50,,12:45,Landed 19:28,green
16/04,VN1717,HAN,VII,30m,10:20,10:29,11:15,Landed 17:59,green
16/04,VN1640,VCL,HAN,1h12m,04:50,04:56,06:15,Landed 13:08,green
16/04,VN1641,HAN,VCL,1h9m,02:50,03:03,04:15,Landed 11:12,green
15/04,VN646,MNL,HAN,2h43m,21:20,21:20,00:35,Landed 07:03,green
15/04,VN647,HAN,MNL,2h36m,17:10,17:22,20:20,Landed 03:58,green
15/04,VN614,BKK,HAN,1h25m,08:55,09:03,10:55,Landed 17:28,green
15/04,VN615,HAN,BKK,1h39m,05:45,05:55,07:45,Landed 14:34,green
15/04,VN1200,VCA,HAN,1h53m,02:35,02:50,04:50,Landed 11:43,green
14/04,VN1201,HAN,VCA,1h52m,23:45,23:58,02:00,Landed 08:50,green
14/04,VN1560,CXR,HAN,1h38m,10:55,11:11,12:55,Landed 19:49,green
14/04,VN1561,HAN,CXR,1h31m,08:20,08:39,10:20,Landed 17:09,green
14/04,VN1640,VCL,HAN,1h9m,02:10,04:57,03:35,Landed 13:06,red
14/04,VN1641,HAN,VCL,1h9m,00:10,02:56,01:35,Landed 11:05,red
13/04,VN646,MNL,HAN,2h45m,21:20,21:37,00:35,Landed 07:22,green
13/04,VN647,HAN,MNL,2h34m,17:10,17:21,20:20,Landed 03:54,green
13/04,VN662,SIN,HAN,2h52m,07:50,08:11,11:20,Landed 18:03,green
13/04,VN663,HAN,SIN,2h54m,03:25,03:31,06:50,Landed 14:26,green
13/04,VN1716,VII,HAN,34m,01:20,01:14,02:15,Landed 08:48,green
12/04,VN1715,HAN,VII,31m,23:50,00:02,00:45,Landed 07:33,green
12/04,VN616,BKK,HAN,1h29m,15:15,15:34,17:15,Landed 00:03,green
12/04,VN617,HAN,BKK,1h37m,12:05,12:30,14:05,Landed 21:07,green
12/04,VN174,DAD,HAN,1h3m,09:35,09:44,11:00,Landed 17:47,green
