DATE,FLIGHT,FROM,TO,FLIGHT_TIME,STD,ATD,STA,STATUS,STATUS_COLOR
02/05,VJ161,HAN,SGN,,13:55,14:23,16:05,Estimated 23:04,green
02/05,VJ150,SGN,HAN,1h49m,10:40,11:16,12:50,Landed 20:05,green
02/05,VJ141,HAN,SGN,2h16m,07:30,07:39,09:40,Landed 16:55,green
02/05,VJ1780,CXR,HAN,1h33m,01:30,02:33,03:20,Landed 11:05,yellow
26/04,VJ1781,HAN,CXR,1h34m,02:10,02:38,04:00,Landed 11:12,green
25/04,VJ140,SGN,HAN,1h48m,07:10,08:20,09:20,Landed 17:08,red
25/04,VJ133,HAN,SGN,1h42m,04:20,05:15,06:30,Landed 13:57,yellow
24/04,VJ37,HAK,HAN,1h15m,16:35,16:35,17:49,Landed 00:49,red
14/04,VJ36,HAN,HAK,1h2m,16:02,16:02,17:04,Landed 01:04,red
14/04,VJ144,SGN,HAN,1h43m,08:55,09:12,11:05,Landed 17:55,green
13/04,VJ82,MEL,SGN,8h21m,14:30,14:24,23:05,Landed 05:46,green
13/04,VJ81,SGN,MEL,7h52m,04:10,04:24,12:35,Landed 22:15,green
12/04,VJ82,MEL,SGN,8h24m,14:30,14:32,23:05,Landed 05:56,green
12/04,VJ81,SGN,MEL,7h55m,04:10,04:38,12:35,Landed 22:33,green
11/04,VJ82,MEL,SGN,8h36m,14:30,14:27,23:05,Landed 06:03,green
11/04,VJ81,SGN,MEL,8h1m,04:10,04:32,12:35,Landed 22:33,green
10/04,VJ896,DEL,SGN,4h26m,18:35,19:12,23:35,Landed 06:37,green
10/04,VJ895,SGN,DEL,4h47m,12:25,12:54,17:25,Landed 23:11,yellow
10/04,VJ86,SYD,SGN,8h49m,00:15,00:30,09:05,Landed 16:19,green
09/04,VJ85,SGN,SYD,8h6m,12:55,13:11,21:20,Landed 07:16,green
09/04,VJ86,SYD,SGN,8h37m,00:15,00:45,09:05,Landed 16:23,yellow
08/04,VJ85,SGN,SYD,8h9m,12:55,13:06,21:20,Landed 07:15,green
08/04,VJ143,HAN,SGN,1h49m,07:05,07:58,09:15,Landed 16:47,yellow
08/04,VJ1780,CXR,HAN,1h40m,04:25,05:04,06:15,Landed 13:44,yellow
