DATE,FLIGHT,FROM,TO,FLIGHT_TIME,STD,ATD,STA,STATUS,STATUS_COLOR
02/05,VN1718,VII,HAN,47m,11:50,12:14,12:45,Landed 20:00,green
02/05,VN1717,HAN,VII,,10:20,10:33,11:15,Unknown,
02/05,VN1650,TBB,HAN,1h31m,06:50,07:01,08:35,Landed 15:32,green
02/05,VN1651,HAN,TBB,1h29m,04:30,04:43,06:15,Landed 13:12,green
02/05,VN1620,UIH,HAN,1h20m,01:15,01:09,02:55,Landed 09:29,green
01/05,VN7392,SGN,UIH,47m,23:30,23:24,00:40,Landed 07:11,green
01/05,VN1415,BMV,SGN,31m,12:45,12:44,13:40,Landed 20:16,green
01/05,VN1414,SGN,BMV,30m,11:15,11:09,12:10,Landed 18:39,green
01/05,VN503,CAN,SGN,2h18m,07:15,07:34,10:20,Landed 16:52,green
01/05,VN502,SGN,CAN,2h26m,03:10,03:20,06:10,Landed 13:46,green
30/04,VN101,DAD,SGN,54m,22:45,22:44,00:20,Landed 06:38,green
30/04,VN626,BKK,DAD,1h14m,11:05,11:45,12:45,Landed 20:00,green
30/04,VN627,DAD,BKK,1h59m,08:15,08:34,10:05,Landed 17:33,yellow
30/04,VN431,ICN,DAD,4h35m,02:05,02:32,06:50,Landed 14:07,yellow
29/04,VN430,DAD,ICN,3h52m,16:30,16:36,21:00,Landed 05:28,green
29/04,VN148,SGN,DAD,1h5m,14:05,14:12,15:15,Landed 22:16,green
29/04,VN1832,PQC,SGN,40m,12:05,12:11,13:15,Landed 19:52,green
29/04,VN1833,SGN,PQC,34m,10:30,10:38,11:30,Landed 18:12,green
29/04,VN1277,THD,SGN,1h56m,07:00,07:10,09:00,Landed 16:05,green
29/04,VN1276,SGN,THD,1h33m,04:25,04:45,06:25,Landed 13:18,green
29/04,VN1271,THD,SGN,1h42m,01:20,01:11,03:20,Landed 09:53,green
28/04,VN1270,SGN,THD,1h35m,22:45,22:48,00:45,Landed 07:24,green
28/04,VN1269,VII,SGN,1h28m,14:20,14:12,16:10,Landed 22:40,green
28/04,VN1268,SGN,VII,1h34m,11:55,12:00,13:45,Landed 20:34,green
28/04,VN7826,PQC,SGN,36m,08:00,08:07,09:10,Landed 15:43,green
28/04,VN7827,SGN,PQC,43m,06:25,06:36,07:25,Landed 14:20,green
28/04,VN1405,VDH,SGN,1h21m,02:05,01:57,03:45,Landed 10:18,green
27/04,VN1404,SGN,VDH,1h14m,23:55,23:58,01:30,Landed 08:12,green
27/04,VN1415,BMV,SGN,33m,12:45,12:46,13:40,Landed 20:19,green
27/04,VN1414,SGN,BMV,31m,11:15,11:22,12:10,Landed 18:53,green
27/04,VN1395,UIH,SGN,46m,08:35,08:30,09:50,Landed 16:15,green
27/04,VN1394,SGN,UIH,44m,06:50,06:47,08:00,Landed 14:31,green
27/04,VN1343,CXR,SGN,33m,03:45,03:51,04:50,Landed 11:24,green
27/04,VN1342,SGN,CXR,42m,02:05,02:10,03:10,Landed 09:52,green
26/04,VN1369,HUI,SGN,59m,13:20,13:11,14:50,Landed 21:11,green
26/04,VN1368,SGN,HUI,1h3m,11:15,11:17,12:45,Landed 19:20,green
26/04,VN1397,UIH,SGN,51m,09:15,09:09,10:30,Landed 16:59,green
26/04,VN1396,SGN,UIH,44m,07:30,07:34,08:40,Landed 15:18,green
26/04,VN123,DAD,SGN,1h9m,04:55,05:18,06:30,Landed 13:27,green
26/04,VN122,SGN,DAD,59m,03:00,03:14,04:20,Landed 11:13,green
26/04,VN1367,HUI,SGN,1h7m,00:50,00:49,02:20,Landed 08:56,green
25/04,VN1366,SGN,HUI,1h8m,22:45,22:52,00:15,Landed 07:00,green
25/04,VN135,DAD,SGN,1h9m,10:25,11:21,12:00,Landed 19:31,yellow
25/04,VN134,SGN,DAD,1h1m,08:30,09:24,09:50,Landed 17:25,yellow
25/04,VN1371,HUI,SGN,1h10m,06:00,07:14,07:30,Landed 15:23,red
25/04,VN1370,SGN,HUI,1h7m,04:05,05:11,05:25,Landed 13:18,red
25/04,VN109,DAD,SGN,1h11m,01:40,02:16,03:15,Landed 10:27,green
24/04,VN110,SGN,DAD,1h5m,23:45,00:03,01:05,Landed 08:08,green
24/04,VN7207,HAN,SGN,,08:35,,10:45,Unknown,
24/04,VN533,PVG,HAN,3h13m,07:50,08:11,11:25,Landed 18:23,green
24/04,VN532,HAN,PVG,2h43m,03:10,03:55,06:25,Landed 14:39,green
24/04,VN1620,UIH,HAN,1h20m,01:15,01:17,02:55,Landed 09:37,green
23/04,VN1621,HAN,UIH,1h23m,23:00,23:10,00:40,Landed 07:33,green
23/04,VN7058,DAD,HAN,1h5m,14:10,14:11,15:35,Landed 22:16,green
23/04,VN7057,HAN,DAD,59m,12:10,12:27,13:35,Landed 20:27,green
23/04,VN1558,CXR,HAN,1h46m,09:00,09:36,11:00,Landed 18:23,yellow
23/04,VN7356,SGN,CXR,48m,05:25,05:37,06:40,Landed 13:24,green
23/04,VN7357,CXR,SGN,38m,03:35,03:42,04:45,Landed 11:20,green
22/04,VN441,ICN,CXR,4h33m,21:50,21:51,02:45,Landed 09:24,green
22/04,VN440,CXR,ICN,4h23m,14:35,14:46,19:30,Landed 04:09,green
21/04,VN441,ICN,CXR,4h30m,21:50,21:58,02:45,Landed 09:28,green
21/04,VN440,CXR,ICN,4h33m,14:35,14:31,19:30,Landed 04:03,green
21/04,VN7356,SGN,CXR,39m,05:25,05:27,06:40,Landed 13:06,green
21/04,VN7357,CXR,SGN,41m,03:35,03:43,04:45,Landed 11:24,green
20/04,VN441,ICN,CXR,4h34m,21:50,21:59,02:45,Landed 09:33,green
20/04,VN440,CXR,ICN,4h29m,14:35,14:34,19:30,Landed 04:03,green
19/04,VN441,ICN,CXR,4h30m,21:50,21:52,02:45,Landed 09:22,green
19/04,VN440,CXR,ICN,4h42m,14:35,14:32,19:30,Landed 04:14,green
19/04,VN7557,HAN,CXR,1h28m,10:40,10:59,12:40,Landed 19:28,green
19/04,VN1650,TBB,HAN,1h35m,07:10,07:09,08:55,Landed 15:44,green
19/04,VN1651,HAN,TBB,1h23m,04:45,04:57,06:35,Landed 13:19,green
19/04,VN1614,PXU,HAN,1h28m,02:15,02:34,03:50,Landed 11:01,green
19/04,VN1615,HAN,PXU,1h14m,00:05,00:11,01:40,Landed 08:25,green
