DATE,FLIGHT,FROM,TO,FLIGHT_TIME,STD,ATD,STA,STATUS,STATUS_COLOR
02/05,VN656,SIN,SGN,1h39m,13:00,13:33,15:15,Landed 22:12,green
02/05,VN657,SGN,SIN,1h47m,10:00,10:30,12:00,Landed 20:17,yellow
02/05,VN7826,PQC,SGN,1h1m,08:00,08:11,09:10,Landed 16:11,green
02/05,VN7827,SGN,PQC,36m,06:25,06:32,07:25,Landed 14:08,green
02/05,VN113,DAD,SGN,1h5m,02:55,02:59,04:30,Landed 11:04,green
02/05,VN112,SGN,DAD,59m,01:00,01:02,02:20,Landed 09:00,green
01/05,VN205,HAN,SGN,1h37m,22:00,22:07,00:10,Landed 06:45,green
01/05,VN533,PVG,HAN,2h55m,07:50,08:01,11:25,Landed 17:56,green
01/05,VN532,HAN,PVG,2h42m,03:10,03:11,06:25,Landed 13:54,green
01/05,VN158,DAD,HAN,1h4m,00:50,00:55,02:15,Landed 08:59,green
30/04,VN7057,HAN,DAD,59m,12:10,12:17,13:35,Landed 20:15,green
30/04,VN662,SIN,HAN,2h49m,07:50,08:10,11:20,Landed 17:59,green
30/04,VN663,HAN,SIN,2h57m,03:25,03:30,06:50,Landed 14:27,green
30/04,VN158,DAD,HAN,1h2m,00:50,01:00,02:15,Landed 09:02,green
29/04,VN157,HAN,DAD,1h2m,22:50,23:08,00:15,Landed 07:10,green
29/04,VN270,SGN,HAN,1h45m,16:00,16:15,18:10,Landed 01:00,green
29/04,VN1369,HUI,SGN,1h6m,13:20,13:28,14:50,Landed 21:34,green
29/04,VN1368,SGN,HUI,1h10m,11:15,11:38,12:45,Landed 19:48,green
29/04,VN1397,UIH,SGN,59m,09:15,09:21,10:30,Landed 17:20,green
29/04,VN1396,SGN,UIH,51m,07:30,07:37,08:40,Landed 15:28,green
29/04,VN109,DAD,SGN,,01:40,,03:15,Estimated dep 08:42*,green
28/04,VN104,SGN,DAD,59m,23:30,23:37,00:50,Landed 07:36,green
28/04,VN503,CAN,SGN,2h45m,07:15,08:47,10:20,Landed 18:32,red
28/04,VN502,SGN,CAN,2h30m,03:10,03:22,06:10,Landed 13:53,green
27/04,VN265,HAN,SGN,1h39m,13:30,15:08,15:40,Landed 23:47,red
27/04,VN533,PVG,HAN,,07:50,08:01,11:25,Diverted to HPH,red
27/04,VN532,HAN,PVG,2h37m,03:10,03:19,06:25,Landed 13:55,green
27/04,VN1716,VII,HAN,46m,01:20,01:13,02:15,Landed 09:00,green
26/04,VN1715,HAN,VII,29m,23:50,23:54,00:45,Landed 07:23,green
26/04,VN7552,CXR,HAN,1h40m,04:35,04:43,06:35,Landed 13:23,green
25/04,VN7561,HAN,CXR,1h33m,12:35,13:05,14:35,Landed 21:38,green
25/04,VN507,CAN,HAN,2h0m,08:20,08:50,10:30,Landed 17:50,yellow
25/04,VN506,HAN,CAN,1h17m,05:25,05:48,07:20,Landed 15:05,green
25/04,VN1590,VDH,HAN,1h2m,03:25,03:25,04:30,Landed 11:27,green
25/04,VN1591,HAN,VDH,48m,01:45,01:57,02:50,Landed 09:45,green
24/04,VN646,MNL,HAN,2h54m,21:20,21:28,00:35,Landed 07:22,green
24/04,VN647,HAN,MNL,2h33m,17:10,17:29,20:20,Landed 04:03,green
24/04,VN922,KTI,HAN,1h38m,13:05,13:14,15:00,Landed 21:53,green
24/04,VN923,HAN,KTI,1h30m,10:15,10:45,12:05,Landed 19:15,green
24/04,VN172,DAD,HAN,1h20m,06:45,07:10,08:10,Landed 15:30,yellow
24/04,VN171,HAN,DAD,1h4m,04:45,05:07,06:10,Landed 13:11,green
24/04,VN587,KHH,HAN,2h33m,00:40,00:28,03:20,Landed 10:01,green
23/04,VN586,HAN,KHH,1h53m,11:15,11:26,13:45,Landed 21:19,green
23/04,VN170,DAD,HAN,1h7m,06:50,07:05,08:15,Landed 15:12,green
23/04,VN169,HAN,DAD,1h9m,04:50,05:05,06:15,Landed 13:14,green
23/04,VN164,DAD,HAN,1h8m,02:45,02:53,04:10,Landed 11:01,green
23/04,VN163,HAN,DAD,1h4m,00:45,00:54,02:10,Landed 08:58,green
22/04,VN616,BKK,HAN,1h25m,15:15,15:28,17:15,Landed 23:53,green
22/04,VN617,HAN,BKK,1h34m,12:05,12:25,14:05,Landed 20:59,green
22/04,VN1620,UIH,HAN,1h21m,05:20,05:32,07:00,Landed 13:53,green
22/04,VN1621,HAN,UIH,1h19m,03:05,03:19,04:45,Landed 11:37,green
22/04,VN158,DAD,HAN,1h1m,00:50,00:47,02:15,Landed 08:48,green
21/04,VN157,HAN,DAD,57m,22:50,22:48,00:15,Landed 06:45,green
21/04,VN1560,CXR,HAN,1h41m,10:55,10:58,12:55,Landed 19:39,green
21/04,VN1561,HAN,CXR,1h31m,08:20,08:31,10:20,Landed 17:02,green
21/04,VN1620,UIH,HAN,1h18m,05:20,05:21,07:00,Landed 13:39,green
21/04,VN1621,HAN,UIH,1h17m,03:05,03:12,04:45,Landed 11:29,green
20/04,VN507,CAN,HAN,1h32m,08:20,08:34,10:30,Landed 17:06,green
20/04,VN506,HAN,CAN,1h25m,05:25,05:25,07:20,Landed 14:49,green
20/04,VN1620,UIH,HAN,1h18m,01:15,01:21,02:55,Landed 09:39,green
19/04,VN1621,HAN,UIH,1h15m,23:00,23:17,00:40,Landed 07:32,green
19/04,VN616,BKK,HAN,1h31m,15:15,15:37,17:15,Landed 00:08,green
19/04,VN617,HAN,BKK,1h41m,12:05,12:30,14:05,Landed 21:11,green
19/04,VN174,DAD,HAN,1h12m,09:35,09:58,11:00,Landed 18:10,green
19/04,VN173,HAN,DAD,56m,07:35,07:48,09:00,Landed 15:44,green
19/04,VN7552,CXR,HAN,1h47m,04:35,05:08,06:35,Landed 13:54,yellow
18/04,VN435,PUS,CXR,4h36m,23:10,23:12,03:45,Landed 10:48,green
18/04,VN434,CXR,PUS,4h18m,16:45,16:51,21:05,Landed 06:09,green
18/04,VN1561,HAN,CXR,1h31m,08:20,08:37,10:20,Landed 17:08,green
18/04,VN168,DAD,HAN,1h1m,06:00,06:13,07:25,Landed 14:15,green
18/04,VN167,HAN,DAD,59m,04:00,04:18,05:25,Landed 12:17,green
18/04,VN160,DAD,HAN,1h5m,01:50,01:55,03:15,Landed 10:00,green
17/04,VN159,HAN,DAD,59m,23:50,00:02,01:15,Landed 08:01,green
17/04,VN836,SAI,HAN,1h29m,11:05,12:04,12:50,Landed 20:33,yellow
17/04,VN837,HAN,SAI,1h58m,08:30,09:02,10:10,Landed 18:00,red
17/04,VN1552,CXR,HAN,1h43m,05:30,05:49,07:30,Landed 14:32,green
16/04,VN435,PUS,CXR,4h32m,22:55,23:10,03:30,Landed 10:41,green
16/04,VN434,CXR,PUS,4h24m,16:45,16:49,21:05,Landed 06:13,green
15/04,VN441,ICN,CXR,4h29m,21:50,21:58,02:45,Landed 09:27,green
15/04,VN440,CXR,ICN,4h34m,14:35,14:32,19:30,Landed 04:06,green
14/04,VN441,ICN,CXR,4h38m,21:50,22:00,02:45,Landed 09:37,green
14/04,VN440,CXR,ICN,4h30m,14:35,14:29,19:30,Landed 03:59,green
13/04,VN435,PUS,CXR,4h33m,22:55,23:24,03:30,Landed 10:56,yellow
13/04,VN434,CXR,PUS,4h4m,16:45,17:50,21:05,Landed 06:54,red
12/04,VN441,ICN,CXR,4h29m,21:50,21:55,02:45,Landed 09:24,green
12/04,VN440,CXR,ICN,4h20m,14:35,14:41,19:30,Landed 04:00,green
12/04,VN1397,UIH,SGN,53m,09:15,09:08,10:30,Landed 17:01,green
12/04,VN1396,SGN,UIH,50m,07:30,07:23,08:40,Landed 15:13,green
12/04,VN7340,SGN,CXR,46m,05:30,12:25,06:35,Landed 20:10,red
12/04,VN7341,CXR,SGN,34m,03:35,03:48,04:40,Landed 11:23,green
11/04,VN441,ICN,CXR,4h34m,21:50,22:02,02:45,Landed 09:35,green
11/04,VN440,CXR,ICN,4h25m,14:35,14:30,19:30,Landed 03:55,green
10/04,VN441,ICN,CXR,4h34m,21:50,21:52,02:45,Landed 09:25,green
10/04,VN440,CXR,ICN,4h26m,14:35,14:40,19:30,Landed 04:06,green
10/04,VN7340,SGN,CXR,42m,05:30,05:37,06:35,Landed 13:18,green
10/04,VN7341,CXR,SGN,39m,03:35,03:53,04:40,Landed 11:31,green
09/04,VN441,ICN,CXR,4h41m,21:50,21:56,02:45,Landed 09:37,green
09/04,VN440,CXR,ICN,4h30m,14:35,14:34,19:30,Landed 04:03,green
08/04,VN441,ICN,CXR,4h29m,21:50,22:05,02:45,Landed 09:34,green
08/04,VN440,CXR,ICN,,14:35,,19:30,Landed 04:02,green
07/04,VN441,ICN,CXR,4h20m,21:50,21:59,02:45,Landed 09:19,green
07/04,VN440,CXR,ICN,4h35m,14:35,14:33,19:30,Landed 04:08,green
06/04,VN441,ICN,CXR,5h25m,21:50,22:01,02:45,Landed 10:26,yellow
06/04,VN440,CXR,ICN,4h25m,14:35,14:31,19:30,Landed 03:56,green
05/04,VN435,PUS,CXR,5h8m,22:55,23:04,03:30,Landed 11:11,yellow
05/04,VN434,CXR,PUS,4h44m,16:15,16:52,21:05,Landed 06:36,yellow
05/04,VN7340,SGN,CXR,54m,05:30,05:45,06:35,Landed 13:39,green
05/04,VN7341,CXR,SGN,44m,03:35,04:15,04:40,Landed 11:59,yellow
04/04,VN441,ICN,CXR,4h54m,21:50,22:07,02:45,Landed 10:01,yellow
04/04,VN440,CXR,ICN,4h25m,14:35,14:32,19:30,Landed 03:57,green
04/04,VN1563,HAN,CXR,1h26m,09:30,09:45,11:30,Landed 18:12,green
