DATE,FLIGHT,FROM,TO,FLIGHT_TIME,STD,ATD,STA,STATUS,STATUS_COLOR
02/05,VJ647,DAD,SGN,,14:50,15:23,16:15,Estimated 23:23,green
02/05,VJ1634,SGN,DAD,58m,10:20,11:19,11:40,Landed 19:17,yellow
02/05,VJ1635,DAD,SGN,1h26m,08:30,08:43,09:50,Landed 17:09,yellow
02/05,VJ721,HPH,DAD,1h4m,04:20,04:39,05:35,Landed 12:43,green
02/05,VJ720,DAD,HPH,57m,02:30,02:48,03:50,Landed 10:45,green
01/05,VJ1620,SGN,DAD,58m,22:00,22:10,23:20,Landed 06:08,green
01/05,VJ1153,HAN,SGN,1h43m,11:05,11:31,13:10,Landed 20:13,green
01/05,VJ140,SGN,HAN,1h50m,07:10,07:31,09:20,Landed 16:21,green
01/05,VJ133,HAN,SGN,1h43m,04:20,04:33,06:30,Landed 13:16,green
01/05,VJ130,SGN,HAN,1h49m,01:40,01:50,03:50,Landed 10:39,green
21/04,VJ131,HAN,SGN,1h38m,03:10,03:23,05:20,Landed 12:02,green
19/04,VJ1504,DAD,HAN,1h13m,05:40,05:44,07:00,Landed 13:57,green
19/04,VJ634,SGN,DAD,57m,03:45,03:52,05:05,Landed 11:49,green
18/04,VJ625,DAD,SGN,1h2m,00:10,00:18,01:30,Landed 08:20,green
17/04,VJ630,SGN,DAD,58m,02:00,02:48,03:20,Landed 10:46,yellow
16/04,VJ283,HPH,SGN,1h37m,13:10,13:47,15:10,Landed 22:24,green
16/04,VJ282,SGN,HPH,1h39m,10:40,11:03,12:40,Landed 19:42,green
16/04,VJ854,CGK,SGN,2h54m,06:30,06:50,09:40,Landed 16:45,green
16/04,VJ855,SGN,CGK,2h42m,02:35,02:55,05:30,Landed 12:37,green
15/04,VJ1806,AMD,SGN,4h47m,18:20,19:06,23:30,Landed 06:53,yellow
15/04,VJ1805,SGN,AMD,5h22m,12:10,12:32,17:20,Landed 23:24,yellow
15/04,VJ863,ICN,SGN,5h3m,02:40,02:51,07:55,Landed 14:54,green
14/04,VJ862,SGN,ICN,4h53m,19:35,20:04,00:40,Landed 09:57,yellow
14/04,VJ861,ICN,SGN,4h59m,12:15,12:17,17:30,Landed 00:16,green
14/04,VJ860,SGN,ICN,4h46m,05:20,05:46,10:25,Landed 19:32,green
14/04,VJ334,PQC,SGN,1h1m,02:50,03:17,03:50,Landed 11:17,yellow
13/04,VJ977,ICN,PQC,5h23m,20:00,20:12,01:25,Landed 08:34,green
13/04,VJ976,PQC,ICN,5h5m,13:35,13:42,19:00,Landed 03:47,green
13/04,VJ335,SGN,PQC,34m,09:45,10:04,10:45,Landed 17:38,green
13/04,VJ829,KIX,SGN,5h18m,00:30,00:54,06:00,Landed 13:11,green
12/04,VJ828,SGN,KIX,4h54m,18:00,18:31,23:30,Landed 08:25,green
12/04,VJ1832,VTE,SGN,2h0m,11:45,12:15,13:45,Landed 21:15,yellow
12/04,VJ1831,SGN,VTE,1h38m,09:25,09:38,11:00,Landed 18:16,yellow
12/04,VJ863,ICN,SGN,5h1m,02:40,02:47,07:55,Landed 14:49,green
11/04,VJ862,SGN,ICN,4h57m,19:35,19:50,00:40,Landed 09:47,green
11/04,VJ861,ICN,SGN,5h0m,12:15,12:40,17:30,Landed 00:39,green
11/04,VJ860,SGN,ICN,4h49m,05:20,05:54,10:25,Landed 19:43,yellow
11/04,VJ225,VII,SGN,1h42m,01:25,01:33,03:15,Landed 10:15,green
10/04,VJ226,SGN,VII,1h28m,23:05,23:18,00:55,Landed 07:46,green
10/04,VJ861,ICN,SGN,5h2m,12:15,12:19,17:30,Landed 00:21,green
10/04,VJ860,SGN,ICN,4h48m,05:20,05:54,10:25,Landed 19:42,yellow
10/04,VJ334,PQC,SGN,53m,02:50,03:02,03:50,Landed 10:55,green
09/04,VJ977,ICN,PQC,5h24m,20:00,20:08,01:25,Landed 08:32,green
09/04,VJ976,PQC,ICN,5h17m,13:35,13:42,19:00,Landed 03:59,green
09/04,VJ845,TPE,PQC,3h35m,06:10,06:41,09:50,Landed 17:17,yellow
09/04,VJ844,PQC,TPE,3h30m,01:20,01:20,05:00,Landed 12:50,green
08/04,VJ1335,SGN,PQC,36m,23:00,23:11,00:01,Landed 06:47,green
08/04,VJ281,HPH,SGN,1h40m,10:45,10:58,12:45,Landed 19:38,green
08/04,VJ280,SGN,HPH,1h38m,08:15,08:24,10:15,Landed 17:02,green
08/04,VJ885,KHH,SGN,2h39m,04:40,04:28,07:50,Landed 14:07,green
08/04,VJ886,SGN,KHH,2h38m,00:30,00:51,03:40,Landed 11:29,green
07/04,VJ322,PQC,SGN,51m,12:25,12:34,13:25,Landed 20:25,green
07/04,VJ985,HKG,PQC,2h24m,08:40,08:52,11:25,Landed 18:17,green
07/04,VJ986,PQC,HKG,2h32m,04:55,05:13,07:40,Landed 15:44,green
06/04,VJ969,PUS,PQC,5h12m,22:45,22:47,04:10,Landed 10:59,green
06/04,VJ968,PQC,PUS,4h43m,16:10,16:46,21:40,Landed 06:29,green
06/04,VJ457,HAN,PQC,1h48m,13:05,13:32,15:10,Landed 22:20,green
06/04,VJ446,PQC,HAN,1h53m,06:00,06:14,08:05,Landed 15:07,green
05/04,VJ969,PUS,PQC,5h36m,22:45,22:40,04:10,Landed 11:17,green
05/04,VJ968,PQC,PUS,4h59m,16:10,16:31,21:40,Landed 06:29,green
05/04,VJ457,HAN,PQC,1h49m,13:05,13:18,15:10,Landed 22:06,green
05/04,VJ146,SGN,HAN,1h54m,09:45,10:04,11:55,Landed 18:59,green
05/04,VJ334,PQC,SGN,50m,02:50,03:21,03:50,Landed 11:11,yellow
04/04,VJ977,ICN,PQC,5h33m,20:00,20:15,01:25,Landed 08:48,yellow
04/04,VJ976,PQC,ICN,4h57m,13:35,14:10,19:00,Landed 04:07,green
04/04,VJ335,SGN,PQC,34m,09:45,10:21,10:45,Landed 17:55,green
04/04,VJ863,ICN,SGN,5h55m,02:40,02:50,07:55,Landed 15:44,red
03/04,VJ862,SGN,ICN,4h36m,19:35,20:16,00:40,Landed 09:52,green
03/04,VJ283,HPH,SGN,1h36m,13:10,13:53,15:10,Landed 22:30,yellow
02/04,VJ925,ICN,HPH,4h35m,22:15,22:18,02:55,Landed 09:53,green
02/04,VJ926,HPH,ICN,3h53m,16:55,16:58,21:15,Landed 05:51,green
02/04,VJ282,SGN,HPH,1h39m,10:40,11:03,12:40,Landed 19:41,green
02/04,VJ885,KHH,SGN,2h36m,04:40,04:28,07:50,Landed 14:04,green
02/04,VJ886,SGN,KHH,2h41m,00:30,00:53,03:40,Landed 11:34,green
01/04,VJ1802,BLR,SGN,4h7m,18:05,18:51,23:00,Landed 05:58,green
01/04,VJ1801,SGN,BLR,4h39m,12:20,12:55,17:05,Landed 23:04,yellow
01/04,VJ848,DPS,SGN,3h24m,06:00,06:04,09:50,Landed 16:27,green
01/04,VJ849,SGN,DPS,3h15m,00:55,01:20,04:55,Landed 12:36,green
31/03,VJ3909,CAN,SGN,2h18m,18:30,20:13,21:10,Landed 05:31,red
31/03,VJ3908,SGN,CAN,2h29m,14:45,16:18,17:30,Landed 02:46,red
31/03,VJ812,SIN,SGN,1h37m,11:30,11:34,13:35,Landed 20:10,green
31/03,VJ983,PQC,SIN,1h29m,08:45,08:39,10:30,Landed 18:08,green
31/03,VJ984,SIN,PQC,1h35m,05:05,05:14,06:45,Landed 13:48,green
31/03,VJ811,SGN,SIN,1h38m,02:00,02:38,04:05,Landed 12:16,green
30/03,VJ283,HPH,SGN,1h49m,13:10,13:44,15:10,Landed 22:33,yellow
30/03,VJ282,SGN,HPH,1h38m,10:40,11:06,12:40,Landed 19:45,green
30/03,VJ211,VII,SGN,1h24m,06:45,07:03,08:35,Landed 15:27,green
30/03,VJ210,SGN,VII,1h26m,04:25,04:49,06:15,Landed 13:15,green
29/03,VJ861,ICN,SGN,5h4m,12:20,12:34,17:30,Landed 00:37,green
29/03,VJ860,SGN,ICN,4h36m,05:20,06:21,10:25,Landed 19:58,yellow
29/03,VJ129,HAN,SGN,1h49m,01:45,02:22,03:55,Landed 11:11,yellow
28/03,VJ124,SGN,HAN,1h39m,23:05,23:20,01:15,Landed 07:59,green
28/03,VJ199,HAN,SGN,1h44m,08:35,09:41,10:50,Landed 18:26,yellow
28/03,VJ198,SGN,HAN,1h41m,06:00,06:57,08:10,Landed 15:38,yellow
28/03,VJ273,HPH,SGN,1h42m,03:15,03:54,05:15,Landed 12:36,yellow
28/03,VJ272,SGN,HPH,1h37m,00:45,01:08,02:45,Landed 09:45,green
27/03,VJ1245,THD,SGN,1h37m,10:05,10:27,12:05,Landed 19:04,green
27/03,VJ254,SGN,THD,1h30m,07:35,08:07,09:35,Landed 16:37,green
27/03,VJ135,HAN,SGN,1h47m,04:10,05:09,06:20,Landed 13:56,yellow
27/03,VJ136,SGN,HAN,1h48m,01:30,02:04,03:40,Landed 10:52,green
26/03,VJ253,THD,SGN,1h46m,08:50,11:42,10:50,Landed 20:28,red
26/03,VJ258,SGN,THD,1h32m,06:20,09:15,08:20,Landed 17:47,red
26/03,VJ211,VII,SGN,1h27m,05:45,06:29,07:35,Landed 14:56,yellow
26/03,VJ740,BMV,VII,1h8m,03:25,04:34,05:00,Landed 12:42,yellow
26/03,VJ741,VII,BMV,1h9m,01:15,02:31,02:40,Landed 10:40,red
25/03,VJ212,SGN,VII,1h25m,22:55,00:15,00:45,Landed 08:40,red
25/03,VJ173,HAN,SGN,1h44m,12:05,12:15,14:15,Landed 20:58,green
25/03,VJ194,SGN,HAN,1h47m,08:20,08:45,10:30,Landed 17:32,green
25/03,VJ135,HAN,SGN,1h49m,04:10,04:33,06:20,Landed 13:22,green
25/03,VJ136,SGN,HAN,1h42m,01:30,01:43,03:40,Landed 10:24,green
24/03,VJ641,DAD,SGN,1h4m,12:30,12:43,13:55,Landed 20:47,green
24/03,VJ511,HAN,DAD,1h0m,07:20,08:15,08:40,Landed 16:16,yellow
24/03,VJ508,DAD,HAN,58m,05:20,05:57,06:40,Landed 13:55,green
24/03,VJ507,HAN,DAD,1h3m,03:30,03:47,04:50,Landed 11:50,green
23/03,VJ194,SGN,HAN,1h42m,08:20,08:31,10:30,Landed 17:13,green
23/03,VJ137,HAN,SGN,1h45m,04:40,04:59,06:50,Landed 13:44,green
18/03,VJ998,DPS,HAN,4h58m,09:25,09:32,14:35,Landed 21:30,green
18/03,VJ997,HAN,DPS,4h46m,03:00,03:24,08:25,Landed 16:10,green
17/03,VJ176,SGN,HAN,1h43m,23:50,00:20,02:00,Landed 09:04,green
17/03,VJ177,HAN,SGN,1h44m,12:55,13:36,15:05,Landed 22:20,green
17/03,VJ152,SGN,HAN,1h42m,10:00,10:42,12:15,Landed 19:24,green
17/03,VJ631,DAD,SGN,1h7m,08:00,08:26,09:25,Landed 16:32,green
17/03,VJ630,SGN,DAD,58m,06:10,06:25,07:30,Landed 14:23,green
17/03,VJ125,HAN,SGN,2h17m,01:40,01:56,03:50,Landed 11:12,yellow
