DATE,FLIGHT,FROM,TO,FLIGHT_TIME,STD,ATD,STA,STATUS,STATUS_COLOR
02/05,VN7192,DAD,HAN,,14:30,,16:15,Estimated dep 22:49,red
02/05,VN1940,CXR,DAD,53m,12:50,13:37,13:55,Landed 21:29,yellow
02/05,VN1941,DAD,CXR,55m,11:00,11:46,12:15,Landed 19:40,yellow
02/05,VN173,HAN,DAD,1h14m,07:35,09:36,09:15,Landed 17:50,red
02/05,VN172,DAD,HAN,1h9m,06:45,07:08,08:10,Landed 15:16,green
02/05,VN171,HAN,DAD,1h9m,04:45,04:56,06:10,Landed 13:05,green
02/05,VN1602,BMV,HAN,1h28m,02:20,02:18,04:05,Landed 10:46,green
02/05,VN1603,HAN,BMV,1h29m,00:00,00:04,01:45,Landed 08:33,green
01/05,VN920,SGN,KTI,25m,09:05,09:23,09:55,Landed 16:48,green
01/05,VN7347,CXR,SGN,35m,06:50,07:26,07:55,Landed 15:00,green
01/05,VN7346,SGN,CXR,43m,05:10,05:37,06:15,Landed 13:20,green
01/05,VN1343,CXR,SGN,44m,03:45,03:56,04:50,Landed 11:40,green
01/05,VN1342,SGN,CXR,38m,02:05,02:20,03:10,Landed 09:58,green
30/04,VN205,HAN,SGN,1h38m,22:00,22:08,00:10,Landed 06:46,green
30/04,VN180,DAD,HAN,1h8m,11:05,12:30,12:30,Landed 20:38,red
30/04,VN177,HAN,DAD,1h0m,09:10,10:37,10:35,Landed 18:38,red
30/04,VN1805,DIN,HAN,42m,08:35,08:57,09:35,Landed 16:39,green
30/04,VN1804,HAN,DIN,40m,07:00,07:28,08:00,Landed 15:08,green
30/04,VN166,DAD,HAN,1h3m,04:35,04:46,06:00,Landed 12:49,green
30/04,VN165,HAN,DAD,1h4m,02:35,02:42,04:00,Landed 10:46,green
29/04,VN156,DAD,HAN,59m,23:05,23:02,00:30,Landed 07:01,green
29/04,VN7197,HAN,DAD,1h11m,13:35,14:01,15:00,Landed 22:12,green
29/04,VN1560,CXR,HAN,1h44m,10:55,10:58,12:55,Landed 19:41,green
29/04,VN1561,HAN,CXR,1h35m,08:20,08:31,10:20,Landed 17:06,green
29/04,VN168,DAD,HAN,1h1m,05:55,06:22,07:20,Landed 14:24,green
29/04,VN167,HAN,DAD,1h2m,03:55,04:13,05:20,Landed 12:14,green
28/04,VN166,DAD,HAN,1h11m,04:35,04:43,06:00,Landed 12:55,green
28/04,VN165,HAN,DAD,1h3m,02:35,02:40,04:00,Landed 10:43,green
27/04,VN634,CGK,HAN,4h5m,18:30,19:00,23:00,Landed 06:05,green
27/04,VN635,HAN,CGK,3h54m,13:00,13:55,17:40,Landed 00:49,green
27/04,VN1232,PQC,HAN,2h27m,09:25,10:03,11:40,Landed 19:29,red
27/04,VN1233,HAN,PQC,1h41m,06:40,07:00,08:50,Landed 15:40,green
