DATE,FLIGHT,FROM,TO,FLIGHT_TIME,STD,ATD,STA,STATUS,STATUS_COLOR
02/05,VJ131,HAN,SGN,1h45m,03:10,03:31,05:20,Landed 12:16,green
02/05,VJ126,SGN,HAN,1h45m,00:30,00:42,02:40,Landed 09:27,green
29/04,VJ629,DAD,SGN,,03:50,,05:15,Estimated dep 11:16*,yellow
29/04,VJ630,SGN,DAD,57m,02:00,02:22,03:20,Landed 10:19,green
29/04,VJ625,DAD,SGN,1h4m,00:10,00:14,01:30,Landed 08:18,green
27/04,VJ634,SGN,DAD,59m,03:45,03:54,05:05,Landed 11:53,green
26/04,VJ633,DAD,SGN,1h5m,07:50,07:59,09:10,Landed 16:04,green
26/04,VJ634,SGN,DAD,57m,03:45,05:00,05:05,Landed 12:57,red
26/04,VJ627,DAD,SGN,1h8m,01:55,02:21,03:15,Landed 10:30,green
26/04,VJ628,SGN,DAD,59m,00:05,00:26,01:25,Landed 08:25,green
25/04,VJ163,HAN,SGN,1h40m,14:25,15:10,16:35,Landed 23:50,green
25/04,VJ134,SGN,HAN,2h10m,04:20,05:33,06:30,Landed 14:43,red
25/04,VJ129,HAN,SGN,1h46m,01:45,02:13,03:55,Landed 10:59,green
24/04,VJ124,SGN,HAN,1h47m,23:05,23:16,01:15,Landed 08:02,green
24/04,VJ1651,DAD,SGN,1h3m,15:30,15:36,16:55,Landed 23:39,green
24/04,VJ509,HAN,DAD,57m,06:05,10:36,07:25,Landed 18:33,red
23/04,VJ140,SGN,HAN,1h48m,07:10,07:24,09:20,Landed 16:12,green
22/04,VJ629,DAD,SGN,1h27m,03:50,05:05,05:15,Landed 13:32,red
22/04,VJ630,SGN,DAD,1h20m,02:00,02:41,03:20,Landed 11:01,yellow
22/04,VJ625,DAD,SGN,1h5m,00:10,00:19,01:30,Landed 08:25,green
21/04,VJ636,SGN,DAD,1h3m,06:00,06:43,07:20,Landed 14:46,yellow
