DATE,FLIGHT,FROM,TO,FLIGHT_TIME,STD,ATD,STA,STATUS,STATUS_COLOR
02/05,VJ972,DEL,HAN,,18:35,,22:40,Scheduled,
02/05,VJ971,HAN,DEL,,12:40,12:59,17:25,Estimated 22:53,green
01/05,VJ150,SGN,HAN,2h0m,10:40,10:53,12:50,Landed 19:52,green
01/05,VJ149,HAN,SGN,1h41m,06:40,06:52,08:50,Landed 15:33,green
01/05,VJ196,SGN,HAN,1h49m,03:30,03:40,05:40,Landed 12:28,green
01/05,VJ197,HAN,SGN,1h44m,00:20,00:36,02:30,Landed 09:20,green
30/04,VJ972,DEL,HAN,3h40m,18:35,19:22,22:40,Landed 06:02,yellow
30/04,VJ971,HAN,DEL,4h50m,12:40,12:52,17:25,Landed 23:12,yellow
30/04,VJ1442,PQC,HAN,1h52m,03:00,03:22,05:05,Landed 12:14,green
29/04,VJ64,NQZ,PQC,7h28m,18:08,18:08,01:36,Landed 08:36,red
29/04,VJ63,PQC,NQZ,8h21m,08:08,08:08,16:29,Landed 22:29,red
29/04,VJ1443,HAN,PQC,1h48m,04:10,04:31,06:15,Landed 13:20,green
28/04,VJ972,DEL,HAN,3h49m,18:35,19:21,22:40,Landed 06:10,yellow
28/04,VJ971,HAN,DEL,4h18m,12:40,13:06,17:25,Landed 22:54,green
28/04,VJ198,SGN,HAN,1h51m,03:30,03:34,05:40,Landed 12:25,green
28/04,VJ197,HAN,SGN,1h40m,00:20,00:23,02:30,Landed 09:03,green
27/04,VJ1502,DAD,HAN,1h17m,03:10,03:30,04:30,Landed 11:46,yellow
26/04,VJ56,NQZ,DAD,6h52m,18:09,18:09,01:01,Landed 08:01,red
26/04,VJ55,DAD,NQZ,7h23m,08:50,08:50,16:12,Landed 22:12,red
26/04,VJ1501,HAN,DAD,59m,05:30,05:50,06:50,Landed 13:50,green
25/04,VJ972,DEL,HAN,3h38m,18:35,19:15,22:40,Landed 05:53,green
25/04,VJ971,HAN,DEL,4h23m,12:40,13:02,17:25,Landed 22:56,green
25/04,VJ198,SGN,HAN,1h53m,03:30,03:51,05:40,Landed 12:44,green
25/04,VJ197,HAN,SGN,1h44m,00:20,00:47,02:30,Landed 09:31,green
24/04,VJ144,SGN,HAN,1h46m,08:55,09:30,11:05,Landed 18:16,green
24/04,VJ137,HAN,SGN,1h49m,05:20,05:50,07:30,Landed 14:38,green
23/04,VJ972,DEL,HAN,3h39m,18:35,18:55,22:40,Landed 05:34,green
23/04,VJ971,HAN,DEL,4h25m,12:40,13:02,17:25,Landed 22:57,green
23/04,VJ1442,PQC,HAN,1h53m,03:00,03:23,05:05,Landed 12:16,green
22/04,VJ64,NQZ,PQC,7h34m,18:20,18:20,01:54,Landed 08:54,red
22/04,VJ63,PQC,NQZ,8h29m,08:06,08:06,16:34,Landed 22:34,red
22/04,VJ1443,HAN,PQC,1h47m,04:10,04:39,06:15,Landed 13:26,green
21/04,VJ972,DEL,HAN,3h37m,18:35,18:43,22:40,Landed 05:21,green
21/04,VJ971,HAN,DEL,4h27m,12:40,12:56,17:25,Landed 22:53,green
21/04,VJ144,SGN,HAN,2h1m,08:55,09:05,11:05,Landed 18:06,green
20/04,VJ143,HAN,SGN,1h44m,07:05,08:34,09:15,Landed 17:17,red
20/04,VJ1780,CXR,HAN,1h39m,00:20,01:29,02:10,Landed 10:09,red
19/04,VJ68,NQZ,CXR,7h16m,16:36,16:36,23:52,Landed 06:52,red
19/04,VJ67,CXR,NQZ,8h29m,06:10,06:10,14:38,Landed 20:38,red
19/04,VJ608,SGN,CXR,41m,03:30,03:48,04:40,Landed 11:28,green
18/04,VJ84,BNE,SGN,8h26m,13:30,14:12,22:00,Landed 05:38,yellow
18/04,VJ83,SGN,BNE,7h38m,03:15,03:47,11:30,Landed 21:24,green
17/04,VJ84,BNE,SGN,8h24m,13:30,13:41,22:00,Landed 05:05,green
17/04,VJ83,SGN,BNE,7h47m,03:15,03:31,11:30,Landed 21:19,green
16/04,VJ163,HAN,SGN,1h41m,14:25,14:37,16:35,Landed 23:18,green
16/04,VJ150,SGN,HAN,1h43m,10:40,11:22,12:50,Landed 20:06,yellow
