DATE,FLIGHT,FROM,TO,FLIGHT_TIME,STD,ATD,STA,STATUS,STATUS_COLOR
02/05,VN976,DEL,SGN,,18:05,,23:05,Scheduled,
02/05,VN977,SGN,DEL,,11:35,12:05,16:35,Estimated 22:08,green
02/05,VN251,HAN,SGN,1h38m,05:00,05:27,07:10,Landed 14:05,green
01/05,VN980,DEL,HAN,3h26m,18:05,18:22,22:25,Landed 04:48,green
01/05,VN981,HAN,DEL,4h18m,12:00,12:08,16:35,Landed 21:56,green
30/04,VN206,SGN,HAN,1h41m,23:00,23:14,01:10,Landed 07:55,green
30/04,VN207,HAN,SGN,1h41m,00:00,00:20,02:10,Landed 09:01,green
29/04,VN980,DEL,HAN,3h43m,18:05,18:42,22:25,Landed 05:26,green
29/04,VN981,HAN,DEL,4h15m,12:00,12:36,16:35,Landed 22:21,yellow
29/04,VN250,SGN,HAN,1h42m,08:00,08:11,10:10,Landed 16:53,green
29/04,VN251,HAN,SGN,1h39m,05:00,05:12,07:10,Landed 13:51,green
29/04,VN244,SGN,HAN,1h38m,02:00,02:14,04:10,Landed 10:52,green
28/04,VN243,HAN,SGN,1h44m,23:00,23:10,01:10,Landed 07:53,green
28/04,VN415,ICN,HAN,4h12m,09:05,09:11,13:35,Landed 20:23,green
28/04,VN414,HAN,ICN,3h45m,03:20,03:29,07:35,Landed 16:15,green
27/04,VN980,DEL,HAN,3h32m,18:05,19:05,22:25,Landed 05:37,green
27/04,VN981,HAN,DEL,4h16m,12:00,12:54,16:35,Landed 22:40,yellow
27/04,VN214,SGN,HAN,1h49m,07:00,07:48,09:10,Landed 16:37,yellow
27/04,VN321,KIX,SGN,5h0m,01:00,01:13,06:25,Landed 13:13,green
26/04,VN320,SGN,KIX,4h31m,17:10,17:19,22:20,Landed 06:50,green
26/04,VN209,HAN,SGN,1h47m,02:00,02:16,04:10,Landed 11:03,green
25/04,VN72,MXP,HAN,10h1m,10:45,11:01,21:45,Landed 04:02,green
24/04,VN73,HAN,MXP,11h50m,17:50,18:09,05:40,Landed 07:59,yellow
24/04,VN786,SYD,HAN,9h18m,04:15,04:32,14:20,Landed 20:50,green
23/04,VN787,HAN,SYD,9h20m,16:40,17:15,02:15,Landed 12:34,yellow
23/04,VN220,SGN,HAN,1h44m,13:00,13:46,15:10,Landed 22:30,yellow
23/04,VN217,HAN,SGN,1h46m,10:00,10:42,12:10,Landed 19:28,yellow
23/04,VN214,SGN,HAN,1h40m,07:00,07:49,09:10,Landed 16:28,yellow
23/04,VN211,HAN,SGN,1h42m,04:00,04:48,06:10,Landed 13:30,yellow
23/04,VN208,SGN,HAN,1h45m,01:00,01:47,03:10,Landed 10:31,yellow
22/04,VN978,BOM,SGN,4h25m,17:40,17:33,22:40,Landed 04:58,green
22/04,VN979,SGN,BOM,4h41m,11:00,11:20,16:05,Landed 21:31,green
22/04,VN321,KIX,SGN,4h53m,01:00,01:04,06:25,Landed 12:57,green
21/04,VN320,SGN,KIX,4h37m,17:10,17:30,22:20,Landed 07:07,green
21/04,VN265,HAN,SGN,1h37m,13:30,13:49,15:40,Landed 22:26,green
21/04,VN254,SGN,HAN,1h45m,10:00,10:17,12:10,Landed 19:02,green
21/04,VN253,HAN,SGN,1h43m,07:00,07:08,09:10,Landed 15:51,green
21/04,VN349,NGO,HAN,4h57m,00:30,00:34,05:50,Landed 12:31,green
20/04,VN348,HAN,NGO,4h0m,17:15,17:17,21:55,Landed 06:18,green
20/04,VN786,SYD,HAN,9h16m,04:15,04:28,14:20,Landed 20:45,green
19/04,VN787,HAN,SYD,9h11m,16:40,17:00,02:15,Landed 12:10,green
19/04,VN218,SGN,HAN,1h46m,11:00,11:31,13:10,Landed 20:17,green
19/04,VN215,HAN,SGN,1h43m,08:00,08:20,10:10,Landed 17:02,green
19/04,VN349,NGO,HAN,5h12m,00:30,00:36,05:50,Landed 12:47,green
18/04,VN348,HAN,NGO,3h51m,17:15,17:18,21:55,Landed 06:09,green
13/04,VN786,SYD,HAN,9h36m,04:15,04:18,14:20,Landed 20:54,green
12/04,VN787,HAN,SYD,8h57m,16:40,17:16,02:15,Landed 12:13,green
12/04,VN349,NGO,HAN,5h2m,00:30,00:34,05:50,Landed 12:36,green
11/04,VN348,HAN,NGO,3h49m,17:15,17:25,21:55,Landed 06:14,green
11/04,VN210,SGN,HAN,1h40m,03:00,03:30,05:10,Landed 12:10,green
11/04,VN207,HAN,SGN,1h38m,00:01,00:11,02:10,Landed 08:50,green
10/04,VN980,DEL,HAN,3h30m,18:05,18:29,22:25,Landed 04:59,green
10/04,VN981,HAN,DEL,4h11m,12:00,12:27,16:35,Landed 22:09,green
10/04,VN335,KIX,HAN,4h41m,05:20,05:34,10:40,Landed 17:15,green
09/04,VN334,HAN,KIX,3h44m,23:45,23:59,03:50,Landed 12:43,green
09/04,VN972,BOM,HAN,3h56m,17:40,17:54,22:25,Landed 04:50,green
09/04,VN973,HAN,BOM,4h28m,11:15,11:23,16:05,Landed 21:20,green
09/04,VN210,SGN,HAN,1h54m,03:00,03:27,05:10,Landed 12:21,green
09/04,VN207,HAN,SGN,1h46m,00:01,00:29,02:10,Landed 09:15,green
08/04,VN980,DEL,HAN,3h25m,18:05,18:15,22:25,Landed 04:40,green
08/04,VN981,HAN,DEL,4h38m,12:00,12:11,16:35,Landed 22:19,green
