DATE,FLIGHT,FROM,TO,FLIGHT_TIME,STD,ATD,STA,STATUS,STATUS_COLOR
02/05,VN321,KIX,SGN,4h54m,01:00,09:50,06:25,Landed 21:43,red
01/05,VN320,SGN,KIX,4h43m,17:10,17:35,22:20,Landed 07:19,green
01/05,VN321,KIX,SGN,5h8m,01:00,01:23,06:25,Landed 13:32,green
30/04,VN320,SGN,KIX,4h23m,17:10,17:11,22:20,Landed 06:33,green
30/04,VN321,KIX,SGN,5h15m,01:00,01:08,06:25,Landed 13:23,green
29/04,VN320,SGN,KIX,4h29m,17:10,17:27,22:20,Landed 06:56,green
29/04,VN273,HAN,SGN,1h41m,09:00,09:30,11:10,Landed 18:11,green
29/04,VN349,NGO,HAN,5h21m,00:30,00:28,05:20,Landed 12:49,yellow
28/04,VN348,HAN,NGO,3h59m,17:15,17:22,21:55,Landed 06:21,green
28/04,VN220,SGN,HAN,1h43m,13:00,13:12,15:10,Landed 21:55,green
28/04,VN525,PVG,SGN,3h41m,07:10,07:19,11:30,Landed 18:00,green
28/04,VN524,SGN,PVG,3h28m,00:40,00:54,04:40,Landed 12:22,green
27/04,VN978,BOM,SGN,4h16m,17:40,18:13,22:40,Landed 05:29,green
27/04,VN979,SGN,BOM,4h56m,11:00,11:03,16:05,Landed 21:29,green
27/04,VN253,HAN,SGN,1h41m,07:00,07:13,09:10,Landed 15:54,green
26/04,VN980,DEL,HAN,3h37m,18:05,18:17,22:25,Landed 04:54,green
26/04,VN981,HAN,DEL,4h16m,12:00,12:26,16:35,Landed 22:11,green
26/04,VN250,SGN,HAN,1h46m,08:00,08:11,10:10,Landed 16:56,green
26/04,VN321,KIX,SGN,5h32m,01:00,01:13,06:25,Landed 13:45,yellow
25/04,VN320,SGN,KIX,4h17m,17:10,17:39,22:20,Landed 06:56,green
25/04,VN265,HAN,SGN,1h45m,13:30,13:42,15:40,Landed 22:27,green
25/04,VN349,NGO,HAN,5h13m,00:30,00:53,05:50,Landed 13:07,yellow
24/04,VN348,HAN,NGO,4h2m,17:15,17:34,21:55,Landed 06:36,green
24/04,VN258,SGN,HAN,1h43m,12:00,12:27,14:10,Landed 21:10,green
24/04,VN772,SYD,SGN,7h59m,00:15,02:07,09:15,Landed 17:06,red
23/04,VN773,SGN,SYD,8h10m,13:45,15:56,22:15,Landed 10:06,red
23/04,VN219,HAN,SGN,1h44m,12:00,12:19,14:10,Landed 21:03,green
23/04,VN349,NGO,HAN,5h7m,00:30,00:45,05:50,Landed 12:52,green
22/04,VN348,HAN,NGO,3h54m,17:15,17:26,21:55,Landed 06:20,green
22/04,VN415,ICN,HAN,4h8m,09:05,09:21,13:35,Landed 20:29,green
22/04,VN414,HAN,ICN,3h45m,03:20,03:35,07:35,Landed 16:20,green
21/04,VN216,SGN,HAN,1h57m,09:00,09:18,11:10,Landed 18:15,green
21/04,VN321,KIX,SGN,4h58m,01:00,01:16,06:25,Landed 13:13,green
20/04,VN320,SGN,KIX,4h31m,17:10,17:23,22:20,Landed 06:54,green
20/04,VN221,HAN,SGN,1h36m,14:00,14:16,16:10,Landed 22:53,green
20/04,VN218,SGN,HAN,1h49m,11:00,11:11,13:10,Landed 20:00,green
20/04,VN213,HAN,SGN,1h34m,06:00,06:16,08:10,Landed 14:50,green
20/04,VN210,SGN,HAN,1h43m,03:00,03:13,05:10,Landed 11:56,green
20/04,VN207,HAN,SGN,1h37m,00:01,00:13,02:10,Landed 08:50,green
19/04,VN980,DEL,HAN,3h32m,18:05,18:34,22:25,Landed 05:06,green
19/04,VN981,HAN,DEL,4h14m,12:00,12:53,16:35,Landed 22:37,yellow
19/04,VN216,SGN,HAN,1h53m,09:00,09:27,11:10,Landed 18:20,green
19/04,VN321,KIX,SGN,5h11m,01:00,01:07,06:25,Landed 13:18,green
18/04,VN320,SGN,KIX,4h22m,17:10,17:40,22:20,Landed 07:03,green
18/04,VN221,HAN,SGN,1h37m,14:00,14:16,16:10,Landed 22:53,green
18/04,VN254,SGN,HAN,1h40m,10:00,10:14,12:10,Landed 18:54,green
18/04,VN211,HAN,SGN,1h43m,04:00,05:30,06:10,Landed 14:13,red
17/04,VN232,SGN,HAN,2h0m,08:30,09:24,10:40,Landed 18:25,yellow
17/04,VN213,HAN,SGN,1h36m,06:00,06:28,08:10,Landed 15:03,green
17/04,VN210,SGN,HAN,1h50m,03:00,03:18,05:10,Landed 12:08,green
17/04,VN207,HAN,SGN,1h40m,00:01,00:10,02:10,Landed 08:50,green
16/04,VN972,BOM,HAN,3h49m,17:40,17:47,22:25,Landed 04:35,green
16/04,VN973,HAN,BOM,4h37m,11:15,11:29,16:05,Landed 21:36,green
16/04,VN250,SGN,HAN,1h40m,08:00,08:10,10:10,Landed 16:49,green
16/04,VN211,HAN,SGN,1h40m,04:00,04:20,06:10,Landed 13:00,green
16/04,VN208,SGN,HAN,1h49m,01:00,01:16,03:10,Landed 10:06,green
15/04,VN978,BOM,SGN,4h28m,17:40,17:32,22:40,Landed 05:00,green
15/04,VN979,SGN,BOM,4h36m,11:00,11:14,16:05,Landed 21:19,green
15/04,VN251,HAN,SGN,1h40m,05:00,05:14,07:10,Landed 13:54,green
15/04,VN244,SGN,HAN,1h41m,02:00,02:18,04:10,Landed 10:59,green
14/04,VN243,HAN,SGN,1h36m,23:00,23:13,01:10,Landed 07:49,green
14/04,VN218,SGN,HAN,1h40m,11:00,11:15,13:10,Landed 19:55,green
14/04,VN211,HAN,SGN,1h44m,04:00,04:15,06:10,Landed 12:59,green
14/04,VN208,SGN,HAN,1h52m,01:00,01:13,03:10,Landed 10:05,green
13/04,VN978,BOM,SGN,4h23m,17:40,17:38,22:40,Landed 05:00,green
13/04,VN979,SGN,BOM,4h35m,11:00,11:07,16:05,Landed 21:13,green
13/04,VN321,KIX,SGN,5h4m,01:00,01:22,06:25,Landed 13:26,green
12/04,VN320,SGN,KIX,4h43m,17:10,18:57,22:20,Landed 08:39,red
12/04,VN221,HAN,SGN,1h37m,14:00,15:36,16:10,Landed 00:13,red
12/04,VN258,SGN,HAN,1h39m,12:00,12:38,14:10,Landed 21:17,green
12/04,VN525,PVG,SGN,3h39m,07:10,07:29,11:30,Landed 18:08,green
12/04,VN524,SGN,PVG,3h38m,00:40,01:57,04:40,Landed 13:35,red
11/04,VN976,DEL,SGN,4h19m,18:05,19:36,23:05,Landed 06:55,red
11/04,VN977,SGN,DEL,4h42m,11:35,13:12,16:35,Landed 23:24,red
11/04,VN217,HAN,SGN,1h39m,10:00,10:09,12:10,Landed 18:47,green
