DATE,FLIGHT,FROM,TO,FLIGHT_TIME,STD,ATD,STA,STATUS,STATUS_COLOR
02/05,VJ3693,KWL,SGN,2h31m,11:24,11:24,13:55,Landed 20:55,red
02/05,VJ3692,SGN,KWL,2h37m,07:23,07:23,10:00,Landed 18:00,red
01/05,VJ823,NRT,SGN,5h58m,23:55,00:09,05:55,Landed 13:07,green
01/05,VJ822,SGN,NRT,5h27m,16:35,16:53,22:55,Landed 07:20,green
01/05,VJ353,BMV,SGN,31m,12:25,12:50,13:25,Landed 20:21,green
01/05,VJ352,SGN,BMV,34m,10:55,11:15,11:55,Landed 18:49,green
01/05,VJ854,CGK,SGN,2h40m,06:30,06:35,09:40,Landed 16:15,green
01/05,VJ855,SGN,CGK,2h34m,02:35,02:47,05:30,Landed 12:21,green
30/04,VJ255,THD,SGN,1h43m,11:50,11:53,13:50,Landed 20:36,green
30/04,VJ254,SGN,THD,1h39m,09:20,09:37,11:20,Landed 18:16,green
30/04,VJ885,KHH,SGN,2h49m,04:40,04:43,07:50,Landed 14:32,green
30/04,VJ886,SGN,KHH,2h40m,00:30,00:56,03:40,Landed 11:36,green
29/04,VJ821,HND,SGN,6h0m,17:00,17:10,23:10,Landed 06:10,green
29/04,VJ820,SGN,HND,5h17m,09:30,10:22,16:00,Landed 00:39,green
29/04,VJ275,HPH,SGN,1h45m,05:30,06:04,07:30,Landed 14:48,yellow
29/04,VJ274,SGN,HPH,1h41m,03:00,03:20,05:00,Landed 12:00,green
28/04,VJ821,HND,SGN,5h53m,17:00,17:29,23:10,Landed 06:22,green
28/04,VJ820,SGN,HND,5h19m,09:30,09:52,16:00,Landed 00:11,green
28/04,VJ826,KUL,SGN,1h42m,05:35,05:47,07:20,Landed 14:29,green
28/04,VJ825,SGN,KUL,1h30m,02:30,02:39,04:35,Landed 12:08,green
27/04,VJ1806,AMD,SGN,4h36m,18:20,18:56,23:30,Landed 06:33,green
27/04,VJ1805,SGN,AMD,5h21m,12:10,12:27,17:20,Landed 23:18,yellow
27/04,VJ92,PER,SGN,6h41m,02:35,02:40,09:10,Landed 16:21,green
26/04,VJ91,SGN,PER,6h0m,18:00,18:18,00:55,Landed 08:18,green
26/04,VJ336,PQC,SGN,42m,09:05,09:44,10:10,Landed 17:26,yellow
26/04,VJ325,SGN,PQC,38m,07:25,08:01,08:35,Landed 15:39,green
