DATE,FLIGHT,FROM,TO,FLIGHT_TIME,STD,ATD,STA,STATUS,STATUS_COLOR
02/05,VJ820,SGN,HND,5h25m,09:30,09:48,16:00,Landed 00:12,green
02/05,VJ808,HKT,SGN,1h34m,04:55,04:55,06:50,Landed 13:29,green
02/05,VJ809,SGN,HKT,1h33m,01:50,02:01,03:55,Landed 10:34,green
01/05,VJ877,HKG,SGN,2h7m,11:50,12:01,14:30,Landed 21:08,green
01/05,VJ876,SGN,HKG,2h8m,08:10,08:17,10:50,Landed 18:24,green
30/04,VJ823,NRT,SGN,6h15m,23:55,00:27,05:55,Landed 13:42,red
30/04,VJ822,SGN,NRT,5h38m,16:35,16:40,22:55,Landed 07:19,green
30/04,VJ263,VDH,SGN,1h20m,12:45,12:40,14:20,Landed 21:00,green
30/04,VJ262,SGN,VDH,1h15m,10:40,10:46,12:15,Landed 19:01,green
30/04,VJ92,PER,SGN,6h37m,02:35,02:40,09:10,Landed 16:17,green
29/04,VJ91,SGN,PER,6h12m,18:00,18:39,00:55,Landed 08:51,green
29/04,VJ877,HKG,SGN,2h12m,11:50,13:18,14:30,Landed 22:30,red
29/04,VJ876,SGN,HKG,2h12m,08:10,09:44,10:50,Landed 19:57,red
29/04,VJ808,HKT,SGN,,04:55,,06:50,Estimated dep 12:02*,green
29/04,VJ809,SGN,HKT,1h40m,01:50,02:05,03:55,Landed 10:45,green
28/04,VJ1806,AMD,SGN,4h38m,18:20,18:56,23:30,Landed 06:34,green
28/04,VJ1805,SGN,AMD,5h13m,12:10,12:32,17:20,Landed 23:16,yellow
28/04,VJ894,DPS,SGN,3h17m,06:05,06:02,09:55,Landed 16:20,green
28/04,VJ893,SGN,DPS,3h22m,01:15,01:36,05:05,Landed 12:59,green
26/04,VJ821,HND,SGN,5h54m,17:00,17:26,23:10,Landed 06:20,green
26/04,VJ820,SGN,HND,5h12m,09:30,10:13,16:00,Landed 00:26,green
26/04,VJ885,KHH,SGN,2h41m,04:40,04:36,07:50,Landed 14:17,green
26/04,VJ886,SGN,KHH,,00:30,00:30,03:40,Diverted to SGN,red
25/04,VJ263,VDH,SGN,1h23m,12:45,12:40,14:20,Landed 21:03,green
25/04,VJ262,SGN,VDH,1h10m,10:40,10:53,12:15,Landed 19:03,green
25/04,VJ92,PER,SGN,6h36m,02:35,02:33,09:10,Landed 16:08,green
24/04,VJ91,SGN,PER,6h17m,18:00,18:34,00:55,Landed 08:51,green
24/04,VJ1147,HAN,SGN,1h50m,12:30,13:44,14:40,Landed 22:34,red
24/04,VJ146,SGN,HAN,1h45m,09:45,10:35,11:55,Landed 19:20,yellow
24/04,VJ143,HAN,SGN,1h48m,07:05,07:29,09:15,Landed 16:16,green
24/04,VJ134,SGN,HAN,2h19m,04:20,04:32,06:30,Landed 13:51,yellow
24/04,VJ127,HAN,SGN,1h50m,01:10,01:19,03:20,Landed 10:09,green
23/04,VJ146,SGN,HAN,1h47m,09:45,10:28,11:55,Landed 19:15,yellow
23/04,VJ143,HAN,SGN,1h55m,07:05,07:27,09:15,Landed 16:22,green
23/04,VJ134,SGN,HAN,1h50m,04:20,04:42,06:30,Landed 13:32,green
23/04,VJ127,HAN,SGN,2h1m,01:10,01:28,03:20,Landed 10:28,green
22/04,VJ154,SGN,HAN,1h46m,11:45,12:15,13:55,Landed 21:01,green
21/04,VJ884,BOM,SGN,4h41m,19:10,19:51,00:40,Landed 07:32,green
21/04,VJ883,SGN,BOM,4h56m,13:05,13:26,18:10,Landed 23:51,green
21/04,VJ853,RMQ,SGN,2h55m,07:30,08:01,11:00,Landed 17:56,green
21/04,VJ852,SGN,RMQ,3h6m,03:10,03:39,06:30,Landed 14:45,green
20/04,VJ92,PER,SGN,6h35m,02:35,02:38,09:10,Landed 16:12,green
19/04,VJ91,SGN,PER,5h58m,18:00,18:17,00:55,Landed 08:15,green
19/04,VJ885,KHH,SGN,2h43m,04:40,04:35,07:50,Landed 14:18,green
19/04,VJ886,SGN,KHH,2h41m,00:30,00:48,03:40,Landed 11:29,green
18/04,VJ821,HND,SGN,6h4m,17:00,17:23,23:10,Landed 06:26,yellow
18/04,VJ820,SGN,HND,5h15m,09:30,09:51,16:00,Landed 00:06,green
18/04,VJ275,HPH,SGN,1h43m,05:30,05:57,07:30,Landed 14:40,green
18/04,VJ274,SGN,HPH,1h39m,03:00,03:18,05:00,Landed 11:57,green
17/04,VJ821,HND,SGN,5h51m,17:00,17:06,23:10,Landed 05:58,green
17/04,VJ820,SGN,HND,5h16m,09:30,09:52,16:00,Landed 00:08,green
17/04,VJ826,KUL,SGN,1h34m,05:35,05:41,07:20,Landed 14:15,green
17/04,VJ825,SGN,KUL,1h34m,02:30,02:53,04:35,Landed 12:27,green
16/04,VJ3901,PVG,SGN,3h55m,18:15,18:29,22:25,Landed 05:24,green
16/04,VJ3900,SGN,PVG,3h49m,13:00,13:28,17:00,Landed 01:16,yellow
16/04,VJ92,PER,SGN,6h17m,02:35,02:28,09:10,Landed 15:45,green
15/04,VJ91,SGN,PER,6h11m,18:00,18:22,00:55,Landed 08:33,green
15/04,VJ877,HKG,SGN,2h11m,11:50,12:26,14:30,Landed 21:36,green
15/04,VJ876,SGN,HKG,2h17m,08:10,08:25,10:50,Landed 18:41,green
14/04,VJ281,HPH,SGN,1h47m,10:45,11:15,12:45,Landed 20:01,yellow
14/04,VJ280,SGN,HPH,1h41m,08:15,08:33,10:15,Landed 17:14,green
14/04,VJ826,KUL,SGN,1h38m,05:35,05:41,07:20,Landed 14:19,green
14/04,VJ825,SGN,KUL,1h40m,02:30,02:44,04:35,Landed 12:24,green
13/04,VJ821,HND,SGN,5h49m,17:00,17:14,23:10,Landed 06:03,green
13/04,VJ820,SGN,HND,5h22m,09:30,09:43,16:00,Landed 00:06,green
13/04,VJ826,KUL,SGN,1h37m,05:35,06:12,07:20,Landed 14:49,yellow
13/04,VJ825,SGN,KUL,1h36m,02:30,02:54,04:35,Landed 12:30,green
12/04,VJ821,HND,SGN,5h54m,17:00,17:25,23:10,Landed 06:18,green
12/04,VJ820,SGN,HND,5h20m,09:30,09:48,16:00,Landed 00:09,green
11/04,VJ823,NRT,SGN,6h6m,23:55,00:21,05:55,Landed 13:26,yellow
11/04,VJ822,SGN,NRT,5h18m,16:35,17:23,22:55,Landed 07:41,green
11/04,VJ843,TPE,SGN,3h8m,11:00,11:36,14:25,Landed 21:44,yellow
11/04,VJ842,SGN,TPE,3h5m,06:30,07:04,10:00,Landed 18:09,green
11/04,VJ330,PQC,SGN,50m,03:30,04:33,04:30,Landed 12:23,red
11/04,VJ321,SGN,PQC,34m,01:50,02:51,02:55,Landed 10:24,yellow
10/04,VJ353,BMV,SGN,34m,12:25,12:28,13:25,Landed 20:02,green
10/04,VJ352,SGN,BMV,31m,10:55,11:09,11:55,Landed 18:41,green
10/04,VJ141,HAN,SGN,1h47m,07:40,08:07,09:50,Landed 16:53,green
10/04,VJ961,ICN,HAN,4h47m,02:05,02:08,06:35,Landed 13:55,yellow
09/04,VJ960,HAN,ICN,3h40m,18:40,18:54,22:55,Landed 07:34,green
09/04,VJ150,SGN,HAN,1h46m,10:40,11:17,12:50,Landed 20:03,green
09/04,VJ854,CGK,SGN,2h43m,06:30,07:19,09:40,Landed 17:02,yellow
09/04,VJ855,SGN,CGK,2h37m,02:35,03:07,05:30,Landed 12:44,green
08/04,VJ1802,BLR,SGN,4h22m,18:05,18:41,23:00,Landed 06:03,green
08/04,VJ1801,SGN,BLR,4h38m,12:20,12:43,17:05,Landed 22:51,yellow
08/04,VJ894,DPS,SGN,3h13m,06:05,06:10,09:55,Landed 16:23,green
08/04,VJ893,SGN,DPS,3h16m,01:15,01:39,05:05,Landed 12:55,green
07/04,VJ151,HAN,SGN,1h45m,09:50,10:19,12:00,Landed 19:04,green
07/04,VJ140,SGN,HAN,1h46m,07:10,07:28,09:20,Landed 16:14,green
07/04,VJ802,BKK,SGN,1h10m,04:30,04:45,06:00,Landed 12:55,green
07/04,VJ801,SGN,BKK,1h22m,01:35,01:49,03:05,Landed 10:10,green
06/04,VJ821,HND,SGN,6h47m,17:00,17:04,23:10,Landed 06:51,yellow
06/04,VJ820,SGN,HND,5h25m,09:30,10:00,16:00,Landed 00:25,green
05/04,VJ821,HND,SGN,6h9m,17:00,16:55,23:10,Landed 06:04,green
05/04,VJ820,SGN,HND,5h14m,09:30,09:59,16:00,Landed 00:14,green
05/04,VJ885,KHH,SGN,2h45m,04:40,04:36,07:50,Landed 14:21,green
05/04,VJ886,SGN,KHH,2h50m,00:30,00:50,03:40,Landed 11:40,green
04/04,VJ3901,PVG,SGN,3h49m,18:15,18:41,22:25,Landed 05:29,green
04/04,VJ3900,SGN,PVG,3h49m,13:00,13:22,17:00,Landed 01:11,green
04/04,VJ853,RMQ,SGN,2h56m,07:30,07:49,11:00,Landed 17:44,green
04/04,VJ852,SGN,RMQ,2h53m,03:10,03:38,06:30,Landed 14:32,green
03/04,VJ821,HND,SGN,6h56m,17:00,16:53,23:10,Landed 06:49,yellow
03/04,VJ820,SGN,HND,5h12m,09:30,09:54,16:00,Landed 00:07,green
03/04,VJ826,KUL,SGN,1h39m,05:35,05:38,07:20,Landed 14:17,green
03/04,VJ825,SGN,KUL,1h41m,02:30,02:55,04:35,Landed 12:35,green
02/04,VJ1804,HYD,SGN,3h55m,18:05,18:24,22:35,Landed 05:20,green
02/04,VJ1803,SGN,HYD,4h17m,12:45,12:55,17:05,Landed 22:42,green
02/04,VJ854,CGK,SGN,2h41m,06:30,07:17,09:40,Landed 16:58,yellow
02/04,VJ855,SGN,CGK,2h34m,02:35,03:20,05:30,Landed 12:54,yellow
01/04,VJ821,HND,SGN,6h3m,17:00,17:03,23:10,Landed 06:06,green
01/04,VJ820,SGN,HND,5h5m,09:30,10:04,16:00,Landed 00:09,green
01/04,VJ885,KHH,SGN,2h54m,04:40,04:47,07:50,Landed 14:41,green
01/04,VJ886,SGN,KHH,2h46m,00:30,01:16,03:40,Landed 12:02,yellow
