DATE,FLIGHT,FROM,TO,FLIGHT_TIME,STD,ATD,STA,STATUS,STATUS_COLOR
02/05,VJ916,SIN,HAN,2h47m,06:55,07:02,10:25,Landed 16:49,green
02/05,VJ915,HAN,SIN,2h58m,02:35,02:45,05:55,Landed 13:43,green
30/04,VJ7713,PKX,HAN,3h14m,17:20,17:44,20:55,Landed 03:59,green
30/04,VJ7712,HAN,PKX,3h19m,12:55,13:14,16:20,Landed 00:32,green
30/04,VJ916,SIN,HAN,2h55m,06:55,07:16,10:25,Landed 17:12,green
30/04,VJ915,HAN,SIN,3h4m,02:35,02:48,05:55,Landed 13:51,green
29/04,VJ1778,CXR,HAN,1h40m,14:05,14:47,15:55,Landed 23:27,yellow
29/04,VJ1789,HAN,CXR,1h33m,11:45,12:13,13:35,Landed 20:46,green
29/04,VJ456,PQC,HAN,1h54m,08:40,08:57,10:45,Landed 17:51,green
29/04,VJ453,HAN,PQC,1h47m,06:00,06:16,08:05,Landed 15:02,green
28/04,VJ949,RMQ,HAN,2h35m,10:00,10:06,12:50,Landed 19:41,green
28/04,VJ948,HAN,RMQ,2h8m,06:30,06:48,09:00,Landed 16:56,green
27/04,VJ981,PUS,HAN,4h13m,23:10,23:24,03:40,Landed 10:37,green
27/04,VJ982,HAN,PUS,3h36m,18:05,18:19,22:10,Landed 06:55,green
27/04,VJ160,SGN,HAN,2h9m,13:30,13:44,15:40,Landed 22:53,green
27/04,VJ328,PQC,SGN,43m,11:55,12:04,13:00,Landed 19:47,green
27/04,VJ331,SGN,PQC,38m,10:20,10:34,11:20,Landed 18:12,green
27/04,VJ145,HAN,SGN,1h54m,07:40,07:53,09:50,Landed 16:47,green
27/04,VJ961,ICN,HAN,4h22m,02:05,02:09,06:35,Landed 13:31,green
26/04,VJ960,HAN,ICN,4h1m,18:40,18:45,22:55,Landed 07:46,green
26/04,VJ496,BMV,HAN,1h25m,12:45,13:24,14:30,Landed 21:49,yellow
26/04,VJ495,HAN,BMV,1h23m,10:30,11:10,12:15,Landed 19:34,yellow
26/04,VJ902,BKK,HAN,1h35m,07:00,07:22,08:50,Landed 15:57,green
26/04,VJ901,HAN,BKK,1h34m,04:10,04:25,06:00,Landed 12:59,green
25/04,VJ1128,SGN,HAN,1h48m,15:15,15:36,17:25,Landed 00:24,green
25/04,VJ1832,VTE,SGN,1h42m,11:45,12:01,13:45,Landed 20:43,green
25/04,VJ1831,SGN,VTE,1h41m,09:25,09:44,11:00,Landed 18:25,yellow
25/04,VJ245,THD,SGN,1h46m,06:15,06:26,08:15,Landed 15:12,green
25/04,VJ244,SGN,THD,1h42m,03:45,04:00,05:45,Landed 12:42,green
24/04,VJ601,CXR,SGN,41m,09:05,09:56,10:10,Landed 17:37,yellow
22/04,VJ600,SGN,CXR,40m,07:35,08:05,08:35,Landed 15:45,green
20/04,VJ147,HAN,SGN,1h47m,08:45,09:32,10:55,Landed 18:19,yellow
20/04,VJ138,SGN,HAN,1h53m,06:05,06:30,08:15,Landed 15:24,green
19/04,VJ621,DAD,SGN,57m,22:35,22:35,00:01,Landed 06:32,green
19/04,VJ704,VCA,DAD,1h11m,13:00,12:57,14:30,Landed 21:08,green
19/04,VJ481,VII,VCA,1h31m,10:40,10:44,12:30,Landed 19:15,green
19/04,VJ480,VCA,VII,1h38m,08:20,08:30,10:10,Landed 17:08,green
19/04,VJ703,DAD,VCA,1h8m,06:20,06:37,07:50,Landed 14:45,green
18/04,VJ646,SGN,DAD,58m,13:40,14:05,15:00,Landed 22:03,green
18/04,VJ395,PXU,SGN,45m,11:20,11:52,12:30,Landed 19:38,green
18/04,VJ394,SGN,PXU,1h15m,09:40,10:01,10:50,Landed 18:16,yellow
18/04,VJ808,HKT,SGN,1h39m,04:55,04:54,06:50,Landed 13:33,green
18/04,VJ809,SGN,HKT,1h36m,01:50,02:09,03:55,Landed 10:45,green
17/04,VJ1802,BLR,SGN,4h15m,18:05,18:45,23:00,Landed 06:00,green
17/04,VJ1801,SGN,BLR,4h40m,12:20,12:41,17:05,Landed 22:51,yellow
17/04,VJ800,BKK,SGN,1h14m,08:45,09:01,10:15,Landed 17:14,green
17/04,VJ807,SGN,BKK,1h13m,06:15,06:35,07:45,Landed 14:48,green
17/04,VJ129,HAN,SGN,1h47m,01:45,02:27,03:55,Landed 11:14,yellow
16/04,VJ154,SGN,HAN,1h51m,11:45,12:23,13:55,Landed 21:14,yellow
16/04,VJ213,VII,SGN,1h40m,09:20,09:30,11:10,Landed 18:10,green
16/04,VJ214,SGN,VII,1h28m,07:00,07:14,08:50,Landed 15:42,green
16/04,VJ225,VII,SGN,1h39m,01:25,02:11,03:15,Landed 10:50,yellow
15/04,VJ226,SGN,VII,1h40m,23:05,23:46,00:55,Landed 08:26,yellow
15/04,VJ859,MNL,SGN,2h15m,19:00,19:03,21:35,Landed 04:19,green
15/04,VJ858,SGN,MNL,2h11m,15:25,15:44,18:10,Landed 01:55,green
15/04,VJ353,BMV,SGN,36m,12:25,12:33,13:25,Landed 20:09,green
15/04,VJ352,SGN,BMV,35m,10:55,11:10,11:55,Landed 18:45,green
15/04,VJ227,VII,SGN,1h31m,04:10,04:15,06:00,Landed 12:47,green
15/04,VJ740,BMV,VII,1h11m,02:15,02:20,03:40,Landed 10:31,green
15/04,VJ741,VII,BMV,1h6m,00:20,00:17,01:45,Landed 08:24,green
14/04,VJ224,SGN,VII,1h25m,22:00,22:04,23:50,Landed 06:29,green
14/04,VJ217,VII,SGN,1h29m,14:00,14:06,15:50,Landed 22:35,green
14/04,VJ216,SGN,VII,1h24m,11:40,12:02,13:30,Landed 20:25,green
14/04,VJ307,HUI,SGN,1h8m,09:10,09:51,10:35,Landed 17:59,yellow
14/04,VJ308,SGN,HUI,1h1m,07:15,08:05,08:40,Landed 16:06,yellow
14/04,VJ133,HAN,SGN,1h46m,04:20,05:12,06:30,Landed 13:59,yellow
14/04,VJ130,SGN,HAN,1h59m,01:40,01:56,03:50,Landed 10:55,green
13/04,VJ241,THD,SGN,1h45m,01:10,01:18,03:10,Landed 10:02,green
12/04,VJ242,SGN,THD,1h38m,22:40,22:50,00:40,Landed 07:28,green
12/04,VJ843,TPE,SGN,3h5m,11:00,11:44,14:25,Landed 21:49,yellow
