reg_number,aircraft_model,age,airline_code,DATE,FLIGHT,FROM,TO,std_utc,scheduled_dep_hour,dep_delay_minutes,prev_dep_delay_minutes,scheduled_turnaround,actual_buffer_left,flight_legs,cumulative_delay,is_cavok,wind_speed,is_gust,visibility_meters,has_thunderstorm,has_heavy_rain,has_low_vis_fog,time_crawled_UTC,dep_recent_index,dep_recent_delay_avg,actual_turnaround
VN-A501,A321-272N,7.2,VNA,09/04,VN1559,HAN,CXR,2026-04-09 06:25:00,6,31.0,9.0,55.0,45.0,3,12.0,0.0,7.0,0.0,6000.0,0.0,0.0,0.0,2026-04-09 05:50:20,1.33,16.0,76.0
VN-A335,A321-231,13.6,VNA,09/04,VN129,DAD,SGN,2026-04-09 06:30:00,6,12.0,15.0,45.0,73.0,14,213.0,1.0,0.0,0.0,9999.0,0.0,0.0,0.0,2026-04-09 05:49:33,1.5,18.0,85.0
VN-A393,A321-231,13.5,VNA,09/04,VN593,HKG,HAN,2026-04-09 06:30:00,6,15.0,18.0,60.0,78.0,4,47.0,0.0,10.0,0.0,10000.0,0.0,0.0,0.0,2026-04-09 06:03:23,1.42,17.0,93.0
VN-A630,A321-211,8.9,VJC,09/04,VJ948,HAN,RMQ,2026-04-09 06:30:00,6,24.0,16.0,70.0,73.0,3,32.0,0.0,7.0,0.0,6000.0,0.0,0.0,0.0,2026-04-09 05:50:20,1.33,16.0,97.0
VN-A646,A321-271N,8.2,VJC,09/04,VJ854,CGK,SGN,2026-04-09 06:30:00,6,49.0,32.0,60.0,46.0,6,120.0,0.0,18.0,0.0,10000.0,0.0,0.0,0.0,2026-04-09 05:50:53,1.39,13.0,95.0
VN-A693,A321-271N,7.0,VJC,09/04,VJ931,KIX,HAN,2026-04-09 06:30:00,6,9.0,20.0,60.0,70.0,2,20.0,0.0,2.0,0.0,10000.0,0.0,0.0,0.0,2026-04-09 05:06:02,1.33,16.0,79.0
VN-A619,A321-272N,7.1,VNA,09/04,VN594,SGN,HKG,2026-04-09 06:35:00,6,26.0,27.0,60.0,65.0,5,48.0,0.0,9.0,0.0,10000.0,1.0,0.0,0.0,2026-04-09 05:50:30,1.58,19.0,91.0
VN-A666,A320-214,17.2,VJC,09/04,VJ211,VII,SGN,2026-04-09 06:45:00,6,19.0,28.0,30.0,24.0,2,28.0,,,,,,,,2026-04-09 05:54:44,0.0,0.0,43.0
VN-A815,A330-343,10.3,VJC,09/04,VJ5062,CXR,KJA,2026-04-09 06:49:00,6,0.0,0.0,1953.0,1953.0,1,0.0,1.0,0.0,0.0,9999.0,0.0,0.0,0.0,2026-04-09 05:52:36,0.0,0.0,1953.0
JU-1410,A320-214,14.9,BAV,09/04,QH261,HAN,SGN,2026-04-09 06:50:00,6,50.0,36.0,40.0,25.0,2,36.0,0.0,6.0,0.0,6000.0,0.0,0.0,0.0,2026-04-09 05:50:20,1.33,16.0,75.0
VN-A324,A321-231,14.8,VNA,09/04,VN1650,TBB,HAN,2026-04-09 06:50:00,6,22.0,19.0,35.0,39.0,9,131.0,,,,,,,,2026-04-09 05:54:34,0.0,0.0,61.0
VN-A332,A321-231,14.3,VNA,09/04,VN1394,SGN,UIH,2026-04-09 06:50:00,6,9.0,97.0,185.0,106.0,3,97.0,0.0,9.0,0.0,10000.0,1.0,0.0,0.0,2026-04-09 05:50:30,1.58,19.0,115.0
VN-A336,A321-231,13.6,VNA,09/04,VN7190,DAD,HAN,2026-04-09 06:55:00,6,6.0,1.0,55.0,93.0,6,51.0,1.0,0.0,0.0,9999.0,0.0,0.0,0.0,2026-04-09 05:49:33,1.5,18.0,99.0
VN-A325,A321-231,14.8,VNA,09/04,VN1804,HAN,DIN,2026-04-09 07:00:00,7,3.0,51.0,95.0,63.0,3,86.0,0.0,6.0,0.0,6000.0,0.0,0.0,0.0,2026-04-09 05:50:20,1.33,16.0,66.0
VN-A500,A321-271NX,0.9,VJC,09/04,VJ441,HAN,PQC,2026-04-09 07:00:00,7,49.0,25.0,55.0,22.0,7,109.0,0.0,6.0,0.0,6000.0,0.0,0.0,0.0,2026-04-09 05:50:20,1.33,16.0,71.0
VN-A891,A350-941,9.2,VNA,09/04,VN253,HAN,SGN,2026-04-09 07:00:00,7,33.0,20.0,50.0,44.0,4,49.0,0.0,6.0,0.0,6000.0,0.0,0.0,0.0,2026-04-09 05:50:20,1.33,16.0,77.0
VN-A635,A321-211,8.4,VJC,09/04,VJ140,SGN,HAN,2026-04-09 07:10:00,7,21.0,49.0,110.0,83.0,3,71.0,0.0,7.0,0.0,10000.0,1.0,0.0,0.0,2026-04-09 07:03:20,1.83,22.0,104.0
VN-A888,A350-941,10.5,VNA,09/04,VN525,PVG,SGN,2026-04-09 07:10:00,7,10.0,18.0,150.0,153.0,7,119.0,1.0,0.0,0.0,9999.0,0.0,0.0,0.0,2026-04-09 06:07:42,1.08,13.0,163.0
VN-A662,A320-214,10.5,VJC,09/04,VJ247,THD,SGN,2026-04-09 07:15:00,7,34.0,40.0,30.0,13.0,4,78.0,,,,,,,,2026-04-09 07:07:26,0.0,0.0,47.0
VN-A323,A321-231,14.9,VNA,09/04,VN604,BKK,SGN,2026-04-09 07:25:00,7,35.0,17.0,75.0,90.0,2,17.0,0.0,12.0,0.0,10000.0,0.0,0.0,0.0,2026-04-09 07:00:32,2.83,34.0,125.0
VN-A617,A321-272N,7.3,VNA,09/04,VN655,SGN,SIN,2026-04-09 07:25:00,7,11.0,23.0,175.0,179.0,11,186.0,0.0,7.0,0.0,10000.0,1.0,0.0,0.0,2026-04-09 07:03:20,1.83,22.0,190.0
VN-A674,A321-271N,7.6,VJC,09/04,VJ942,HAN,TPE,2026-04-09 07:25:00,7,22.0,19.0,125.0,109.0,3,20.0,0.0,5.0,0.0,6000.0,0.0,0.0,0.0,2026-04-09 07:03:08,1.5,18.0,131.0
VN-A525,A321-271NX,2.5,VJC,09/04,VJ935,NRT,HAN,2026-04-09 07:30:00,7,23.0,18.0,60.0,91.0,2,18.0,0.0,14.0,0.0,10000.0,0.0,0.0,0.0,2026-04-09 07:24:43,1.88,22.0,114.0
VN-A544,A321-211,10.0,VJC,09/04,VJ454,PQC,HAN,2026-04-09 07:35:00,7,19.0,11.0,40.0,54.0,10,143.0,0.0,8.0,0.0,10000.0,0.0,0.0,0.0,2026-04-09 07:06:29,0.0,0.0,73.0
VN-A629,A321-211,7.3,VJC,09/04,VJ1505,HAN,DAD,2026-04-09 07:35:00,7,80.0,72.0,35.0,-22.0,5,170.0,0.0,6.0,0.0,7000.0,0.0,0.0,0.0,2026-04-09 07:03:08,1.5,18.0,58.0
VN-A861,B787-900,10.8,VNA,09/04,VN385,HND,HAN,2026-04-09 07:35:00,7,0.0,14.0,90.0,103.0,3,31.0,0.0,17.0,0.0,10000.0,0.0,0.0,0.0,2026-04-09 07:24:41,1.75,21.0,101.0
VN-A358,A321-231,17.6,VNA,09/04,VN1345,CXR,SGN,2026-04-09 07:40:00,7,32.0,13.0,35.0,42.0,4,43.0,1.0,0.0,0.0,9999.0,0.0,0.0,0.0,2026-04-09 07:05:55,0.0,0.0,74.0
VN-A503,A321-272N,6.8,VNA,09/04,VN662,SIN,HAN,2026-04-09 07:50:00,7,61.0,36.0,60.0,42.0,12,146.0,0.0,5.0,0.0,7000.0,0.0,0.0,0.0,2026-04-09 06:07:47,1.33,16.0,103.0
VN-A623,A321-272N,7.1,VNA,09/04,VN533,PVG,HAN,2026-04-09 07:50:00,7,14.0,5.0,85.0,122.0,4,5.0,1.0,0.0,0.0,9999.0,0.0,0.0,0.0,2026-04-09 06:07:42,1.08,13.0,136.0
VN-A641,A321-211,8.8,VJC,09/04,VJ633,DAD,SGN,2026-04-09 07:50:00,7,4.0,41.0,2565.0,2542.0,1,0.0,1.0,0.0,0.0,9999.0,0.0,0.0,0.0,2026-04-09 07:02:09,1.42,17.0,2546.0
VN-A887,A350-941,10.8,VNA,09/04,VN250,SGN,HAN,2026-04-09 08:00:00,8,17.0,9.0,95.0,115.0,3,48.0,0.0,8.0,0.0,10000.0,1.0,0.0,0.0,2026-04-09 07:03:20,1.83,22.0,132.0
VN-A522,A321-211,10.8,VJC,09/04,VJ876,SGN,HKG,2026-04-09 08:10:00,8,46.0,37.0,80.0,62.0,3,82.0,1.0,0.0,0.0,9999.0,0.0,0.0,0.0,2026-04-09 07:03:20,1.83,22.0,108.0
VN-A528,A321-271NX,3.1,VJC,09/04,VJ489,HPH,VCA,2026-04-09 08:15:00,8,19.0,9.0,30.0,38.0,5,19.0,0.0,7.0,0.0,10000.0,0.0,0.0,0.0,2026-04-09 07:03:05,0.0,0.0,57.0
VN-A532,A321-211,11.0,VJC,09/04,VJ280,SGN,HPH,2026-04-09 08:15:00,8,17.0,24.0,85.0,85.0,5,51.0,1.0,0.0,0.0,9999.0,0.0,0.0,0.0,2026-04-09 07:03:20,1.83,22.0,102.0
VN-A616,A321-272N,6.9,VNA,09/04,VN627,DAD,BKK,2026-04-09 08:15:00,8,12.0,34.0,85.0,74.0,2,34.0,1.0,0.0,0.0,9999.0,0.0,0.0,0.0,2026-04-09 07:02:09,1.42,17.0,86.0
VN-A506,A321-272N,6.5,VNA,09/04,VN1561,HAN,CXR,2026-04-09 08:20:00,8,47.0,35.0,50.0,35.0,5,97.0,0.0,8.0,0.0,7000.0,0.0,0.0,0.0,2026-04-09 07:03:08,1.5,18.0,82.0
VN-A392,A321-231,13.5,VNA,09/04,VN837,HAN,SAI,2026-04-09 08:30:00,8,7.0,15.0,65.0,76.0,4,40.0,0.0,8.0,0.0,7000.0,0.0,0.0,0.0,2026-04-09 07:03:08,1.5,18.0,83.0
VN-A325,A321-231,14.8,VNA,09/04,VN1805,DIN,HAN,2026-04-09 08:35:00,8,0.0,3.0,35.0,46.0,4,89.0,,,,,,,,2026-04-09 07:02:25,0.0,0.0,44.0
VN-A332,A321-231,14.3,VNA,09/04,VN1395,UIH,SGN,2026-04-09 08:35:00,8,7.0,9.0,35.0,48.0,4,106.0,,,,,,,,2026-04-09 07:06:44,0.0,0.0,55.0
VN-A585,A321-211,14.1,BAV,09/04,QH9589,MFM,DAD,2026-04-09 08:40:00,8,12.0,16.0,90.0,75.0,5,54.0,0.0,11.0,0.0,10000.0,0.0,0.0,0.0,2026-04-09 08:21:15,0.0,0.0,87.0
VN-A663,A320-214,10.5,VJC,09/04,VJ439,HAN,UIH,2026-04-09 08:40:00,8,19.0,50.0,90.0,61.0,5,138.0,0.0,9.0,0.0,8000.0,0.0,0.0,0.0,2026-04-09 07:03:08,1.5,18.0,80.0
VN-A658,A320-214,11.4,VJC,09/04,VJ147,HAN,SGN,2026-04-09 08:45:00,8,25.0,19.0,30.0,40.0,2,19.0,0.0,9.0,0.0,8000.0,0.0,0.0,0.0,2026-04-09 07:03:08,1.5,18.0,65.0
VN-A329,A321-231,14.3,VNA,09/04,VN614,BKK,HAN,2026-04-09 08:55:00,8,7.0,15.0,70.0,81.0,4,45.0,0.0,13.0,0.0,10000.0,0.0,0.0,0.0,2026-04-09 07:00:32,2.83,34.0,88.0
VN-A335,A321-231,13.6,VNA,09/04,VN1468,SGN,VCL,2026-04-09 08:55:00,8,9.0,12.0,50.0,69.0,15,225.0,1.0,0.0,0.0,9999.0,0.0,0.0,0.0,2026-04-09 07:03:20,1.83,22.0,78.0
VN-A390,A321-231,13.5,VNA,09/04,VN7191,HAN,DAD,2026-04-09 08:55:00,8,23.0,10.0,175.0,185.0,3,25.0,0.0,9.0,0.0,8000.0,0.0,0.0,0.0,2026-04-09 07:03:08,1.5,18.0,208.0
VN-A636,A321-211,8.3,VJC,09/04,VJ567,HAN,HUI,2026-04-09 08:55:00,8,26.0,7.0,100.0,117.0,5,31.0,0.0,9.0,0.0,8000.0,0.0,0.0,0.0,2026-04-09 07:03:08,1.5,18.0,143.0
VN-A501,A321-272N,7.2,VNA,09/04,VN1558,CXR,HAN,2026-04-09 09:00:00,9,35.0,31.0,35.0,22.0,4,43.0,1.0,0.0,0.0,9999.0,0.0,0.0,0.0,2026-04-09 07:05:55,0.0,0.0,57.0
VN-A862,B787-900,10.6,VNA,09/04,VN273,HAN,SGN,2026-04-09 09:00:00,9,23.0,46.0,190.0,211.0,4,82.0,0.0,9.0,0.0,8000.0,0.0,0.0,0.0,2026-04-09 07:03:08,1.5,18.0,234.0
VN-A326,A321-231,14.7,VNA,09/04,VN920,SGN,KTI,2026-04-09 09:05:00,9,15.0,24.0,180.0,188.0,3,34.0,1.0,0.0,0.0,9999.0,0.0,0.0,0.0,2026-04-09 07:03:20,1.83,22.0,203.0
VN-A889,A350-941,10.4,VNA,09/04,VN415,ICN,HAN,2026-04-09 09:05:00,9,11.0,14.0,90.0,114.0,3,31.0,0.0,6.0,0.0,1600.0,0.0,0.0,0.0,2026-04-09 07:24:02,1.7,19.0,125.0
VN-A596,A320-251N,6.4,BAV,09/04,QH147,HAN,DAD,2026-04-09 09:10:00,9,33.0,10.0,95.0,101.0,5,44.0,0.0,10.0,0.0,9000.0,0.0,0.0,0.0,2026-04-09 07:03:08,1.5,18.0,134.0
VN-A671,A320-214,10.1,VJC,09/04,VJ148,SGN,HAN,2026-04-09 09:15:00,9,18.0,13.0,225.0,233.0,3,30.0,1.0,0.0,0.0,9999.0,0.0,0.0,0.0,2026-04-09 07:03:20,1.83,22.0,251.0
ER-00005,A320-214,12.2,BAV,09/04,QH1215,HAN,UIH,2026-04-09 09:20:00,9,26.0,13.0,55.0,62.0,4,34.0,0.0,10.0,0.0,9000.0,0.0,0.0,0.0,2026-04-09 09:19:51,1.54,18.0,88.0
VN-A639,A321-211,8.2,VJC,09/04,VJ254,SGN,THD,2026-04-09 09:20:00,9,5.0,59.0,110.0,68.0,4,118.0,1.0,0.0,0.0,9999.0,0.0,0.0,0.0,2026-04-09 07:03:20,1.83,22.0,73.0
VN-A656,A320-214,10.9,VJC,09/04,VJ913,HAN,SAI,2026-04-09 09:20:00,9,30.0,14.0,100.0,109.0,11,161.0,0.0,10.0,0.0,9000.0,0.0,0.0,0.0,2026-04-09 09:19:51,1.54,18.0,139.0
VN-A526,A321-271NX,3.3,VJC,09/04,VJ1831,SGN,VTE,2026-04-09 09:25:00,9,23.0,23.0,90.0,81.0,3,43.0,1.0,0.0,0.0,9999.0,0.0,0.0,0.0,2026-04-09 09:20:03,0.96,12.0,104.0
VN-A393,A321-231,13.5,VNA,09/04,VN1563,HAN,CXR,2026-04-09 09:30:00,9,23.0,15.0,55.0,62.0,5,62.0,0.0,10.0,0.0,9000.0,0.0,0.0,0.0,2026-04-09 09:19:51,1.54,18.0,85.0
VN-A523,A321-271NX,0.9,VJC,09/04,VJ820,SGN,HND,2026-04-09 09:30:00,9,27.0,7.0,130.0,137.0,9,241.0,1.0,0.0,0.0,9999.0,0.0,0.0,0.0,2026-04-09 09:20:03,0.96,12.0,164.0
VN-A324,A321-231,14.8,VNA,09/04,VN1545,HAN,HUI,2026-04-09 09:35:00,9,20.0,22.0,60.0,59.0,10,153.0,0.0,10.0,0.0,9000.0,0.0,0.0,0.0,2026-04-09 09:19:51,1.54,18.0,79.0
VN-A666,A320-214,17.2,VJC,09/04,VJ384,SGN,UIH,2026-04-09 09:35:00,9,24.0,19.0,60.0,63.0,3,47.0,1.0,0.0,0.0,9999.0,0.0,0.0,0.0,2026-04-09 09:20:03,0.96,12.0,87.0
VN-A500,A321-271NX,0.9,VJC,09/04,VJ442,PQC,HAN,2026-04-09 09:40:00,9,50.0,49.0,35.0,6.0,8,158.0,0.0,6.0,0.0,10000.0,0.0,0.0,0.0,2026-04-09 09:22:59,0.0,0.0,56.0
VN-A629,A321-211,7.3,VJC,09/04,VJ637,DAD,SGN,2026-04-09 09:40:00,9,74.0,80.0,45.0,-17.0,6,250.0,1.0,0.0,0.0,9999.0,0.0,0.0,0.0,2026-04-09 09:19:00,0.92,11.0,57.0
VN-A641,A321-211,8.8,VJC,09/04,VJ394,SGN,PXU,2026-04-09 09:40:00,9,22.0,4.0,30.0,44.0,2,4.0,1.0,0.0,0.0,9999.0,0.0,0.0,0.0,2026-04-09 09:20:03,0.96,12.0,66.0
VN-A358,A321-231,17.6,VNA,09/04,VN140,SGN,DAD,2026-04-09 09:45:00,9,9.0,32.0,60.0,55.0,5,75.0,1.0,0.0,0.0,9999.0,0.0,0.0,0.0,2026-04-09 09:20:03,0.96,12.0,64.0
VN-A863,B787-900,10.6,VNA,09/04,VN38,CPH,SGN,2026-04-09 09:45:00,9,10.0,18.0,260.0,206.0,1,0.0,0.0,3.0,0.0,10000.0,0.0,0.0,0.0,2026-04-09 09:03:56,0.0,0.0,216.0
VN-A635,A321-211,8.4,VJC,09/04,VJ151,HAN,SGN,2026-04-09 09:50:00,9,25.0,21.0,30.0,35.0,4,92.0,0.0,10.0,0.0,9000.0,0.0,0.0,0.0,2026-04-09 09:19:51,1.54,18.0,60.0
VN-A630,A321-211,8.9,VJC,09/04,VJ949,RMQ,HAN,2026-04-09 10:00:00,10,14.0,24.0,60.0,50.0,4,56.0,0.0,11.0,0.0,8000.0,0.0,0.0,0.0,2026-04-09 08:24:28,0.0,0.0,64.0
VN-A865,B787-900,10.2,VNA,09/04,VN254,SGN,HAN,2026-04-09 10:00:00,10,15.0,11.0,245.0,261.0,1,0.0,1.0,0.0,0.0,9999.0,0.0,0.0,0.0,2026-04-09 09:20:03,0.96,12.0,276.0
VN-A325,A321-231,14.8,VNA,09/04,VN578,HAN,TPE,2026-04-09 10:20:00,10,6.0,0.0,45.0,74.0,5,89.0,0.0,10.0,0.0,10000.0,0.0,0.0,0.0,2026-04-09 09:19:51,1.54,18.0,80.0
VN-A336,A321-231,13.6,VNA,09/04,VN1717,HAN,VII,2026-04-09 10:20:00,10,0.0,6.0,125.0,133.0,7,57.0,0.0,10.0,0.0,10000.0,0.0,0.0,0.0,2026-04-09 09:19:51,1.54,18.0,133.0
VN-A617,A321-272N,7.3,VNA,09/04,VN654,SIN,SGN,2026-04-09 10:25:00,10,19.0,11.0,60.0,68.0,12,197.0,0.0,6.0,0.0,6000.0,0.0,0.0,0.0,2026-04-09 10:11:19,1.13,14.0,87.0
VN-A544,A321-211,10.0,VJC,09/04,VJ495,HAN,BMV,2026-04-09 10:30:00,10,18.0,19.0,45.0,47.0,11,162.0,0.0,10.0,0.0,10000.0,0.0,0.0,0.0,2026-04-09 09:19:51,1.54,18.0,65.0
VN-A542,A321-211,10.0,VJC,09/04,VJ262,SGN,VDH,2026-04-09 10:40:00,10,11.0,17.0,170.0,181.0,3,51.0,1.0,0.0,0.0,9999.0,0.0,0.0,0.0,2026-04-09 09:20:03,0.96,12.0,192.0
VN-A636,A321-211,8.3,VJC,09/04,VJ568,HUI,HAN,2026-04-09 10:40:00,10,36.0,26.0,30.0,21.0,6,57.0,0.0,7.0,0.0,10000.0,0.0,0.0,0.0,2026-04-09 09:20:12,0.0,0.0,57.0
VN-A646,A321-271N,8.2,VJC,09/04,VJ150,SGN,HAN,2026-04-09 10:40:00,10,37.0,49.0,60.0,38.0,7,169.0,1.0,0.0,0.0,9999.0,0.0,0.0,0.0,2026-04-09 09:20:03,0.96,12.0,75.0
VN-A532,A321-211,11.0,VJC,09/04,VJ281,HPH,SGN,2026-04-09 10:45:00,10,20.0,17.0,30.0,35.0,6,68.0,0.0,8.0,0.0,10000.0,0.0,0.0,0.0,2026-04-09 09:19:49,0.0,0.0,55.0
VN-A619,A321-272N,7.1,VNA,09/04,VN595,HKG,SGN,2026-04-09 10:45:00,10,38.0,26.0,80.0,88.0,6,74.0,0.0,11.0,0.0,10000.0,0.0,0.0,0.0,2026-04-09 10:07:17,1.5,18.0,126.0
VN-A663,A320-214,10.5,VJC,09/04,VJ438,UIH,HAN,2026-04-09 10:45:00,10,17.0,19.0,30.0,27.0,6,157.0,,,,,,,,2026-04-09 09:23:13,0.0,0.0,44.0
VN-A516,A321-271NX,0.9,VJC,09/04,VJ5307,NGB,CXR,2026-04-09 10:50:00,10,0.0,0.0,82.0,-398.0,2,0.0,,,,,,,,,,,-398.0
VN-A528,A321-271NX,3.1,VJC,09/04,VJ488,VCA,HPH,2026-04-09 10:50:00,10,26.0,19.0,30.0,31.0,6,38.0,0.0,8.0,0.0,10000.0,0.0,0.0,0.0,2026-04-09 09:18:20,0.0,0.0,57.0
VN-A335,A321-231,13.6,VNA,09/04,VN1469,VCL,SGN,2026-04-09 10:55:00,10,0.0,9.0,35.0,55.0,16,234.0,,,,,,,,2026-04-09 09:18:46,0.0,0.0,50.0
VN-A506,A321-272N,6.5,VNA,09/04,VN1560,CXR,HAN,2026-04-09 10:55:00,10,41.0,47.0,35.0,18.0,6,144.0,1.0,0.0,0.0,9999.0,0.0,0.0,0.0,2026-04-09 09:22:28,0.0,0.0,59.0
VN-A607,A321-271N,6.8,VJC,09/04,VJ352,SGN,BMV,2026-04-09 10:55:00,10,8.0,0.0,105.0,115.0,7,98.0,1.0,0.0,0.0,9999.0,0.0,0.0,0.0,2026-04-09 09:20:03,0.96,12.0,123.0
VN-A390,A321-231,13.5,VNA,09/04,VN1941,DAD,CXR,2026-04-09 11:00:00,11,15.0,23.0,40.0,39.0,4,48.0,1.0,0.0,0.0,9999.0,0.0,0.0,0.0,2026-04-09 09:19:00,0.92,11.0,54.0
VN-A674,A321-271N,7.6,VJC,09/04,VJ943,TPE,HAN,2026-04-09 11:00:00,11,52.0,22.0,60.0,46.0,4,42.0,0.0,15.0,0.0,10000.0,0.0,0.0,0.0,2026-04-09 10:11:37,1.75,21.0,98.0
VN-A392,A321-231,13.5,VNA,09/04,VN836,SAI,HAN,2026-04-09 11:05:00,11,0.0,7.0,55.0,57.0,5,47.0,0.0,3.0,0.0,10000.0,0.0,0.0,0.0,2026-04-09 09:24:09,0.0,0.0,55.0
VN-A616,A321-272N,6.9,VNA,09/04,VN626,BKK,DAD,2026-04-09 11:05:00,11,23.0,12.0,60.0,72.0,3,46.0,0.0,12.0,0.0,10000.0,0.0,0.0,0.0,2026-04-09 11:04:48,1.53,17.0,95.0
VN-A662,A320-214,10.5,VJC,09/04,VJ3948,SGN,PKX,2026-04-09 11:05:00,11,27.0,34.0,110.0,85.0,5,112.0,1.0,0.0,0.0,9999.0,0.0,0.0,0.0,2026-04-09 09:20:03,0.96,12.0,112.0
VN-A891,A350-941,9.2,VNA,09/04,VN98,SGN,SFO,2026-04-09 11:10:00,11,19.0,33.0,120.0,111.0,5,82.0,1.0,0.0,0.0,9999.0,0.0,0.0,0.0,2026-04-09 11:07:15,1.08,13.0,130.0
VN-A332,A321-231,14.3,VNA,09/04,VN1414,SGN,BMV,2026-04-09 11:15:00,11,5.0,7.0,85.0,104.0,5,113.0,1.0,0.0,0.0,9999.0,0.0,0.0,0.0,2026-04-09 11:07:15,1.08,13.0,109.0
VN-A596,A320-251N,6.4,BAV,09/04,QH146,DAD,HAN,2026-04-09 11:15:00,11,27.0,33.0,40.0,26.0,6,77.0,1.0,0.0,0.0,9999.0,0.0,0.0,0.0,2026-04-09 11:06:13,1.25,15.0,53.0
VN-A666,A320-214,17.2,VJC,09/04,VJ385,UIH,SGN,2026-04-09 11:15:00,11,15.0,24.0,30.0,30.0,4,71.0,,,,,,,,2026-04-09 11:10:22,0.0,0.0,45.0
VN-A886,A350-941,10.8,VNA,09/04,VN973,HAN,BOM,2026-04-09 11:15:00,11,8.0,27.0,365.0,354.0,1,0.0,0.0,12.0,0.0,9000.0,0.0,0.0,0.0,2026-04-09 11:07:04,1.92,23.0,362.0
VN-A641,A321-211,8.8,VJC,09/04,VJ395,PXU,SGN,2026-04-09 11:20:00,11,7.0,22.0,30.0,32.0,3,26.0,,,,,,,,2026-04-09 11:10:13,0.0,0.0,39.0
VN-A658,A320-214,11.4,VJC,09/04,VJ376,SGN,VCL,2026-04-09 11:25:00,11,29.0,25.0,30.0,31.0,3,44.0,1.0,0.0,0.0,9999.0,0.0,0.0,0.0,2026-04-09 11:07:15,1.08,13.0,60.0
ER-00005,A320-214,12.2,BAV,09/04,QH1214,UIH,HAN,2026-04-09 11:30:00,11,31.0,26.0,30.0,22.0,5,60.0,,,,,,,,2026-04-09 11:10:22,0.0,0.0,53.0
VN-A324,A321-231,14.8,VNA,09/04,VN1544,HUI,HAN,2026-04-09 11:30:00,11,19.0,20.0,35.0,40.0,11,173.0,0.0,4.0,0.0,10000.0,0.0,0.0,0.0,2026-04-09 11:07:24,0.0,0.0,59.0
VN-A358,A321-231,17.6,VNA,09/04,VN141,DAD,SGN,2026-04-09 11:40:00,11,12.0,9.0,35.0,46.0,6,84.0,1.0,0.0,0.0,9999.0,0.0,0.0,0.0,2026-04-09 11:06:13,1.25,15.0,58.0
VN-A585,A321-211,14.1,BAV,09/04,QH173,DAD,SGN,2026-04-09 11:40:00,11,8.0,12.0,65.0,84.0,6,66.0,1.0,0.0,0.0,9999.0,0.0,0.0,0.0,2026-04-09 11:06:13,1.25,15.0,92.0
VN-A526,A321-271NX,3.3,VJC,09/04,VJ1832,VTE,SGN,2026-04-09 11:45:00,11,62.0,23.0,45.0,12.0,4,66.0,0.0,2.0,0.0,7000.0,0.0,0.0,0.0,2026-04-09 11:12:01,0.0,0.0,74.0
VN-A336,A321-231,13.6,VNA,09/04,VN1718,VII,HAN,2026-04-09 11:50:00,11,7.0,0.0,35.0,59.0,8,57.0,,,,,,,,2026-04-09 11:12:03,0.0,0.0,66.0
VN-A639,A321-211,8.2,VJC,09/04,VJ255,THD,SGN,2026-04-09 11:50:00,11,0.0,5.0,30.0,51.0,5,123.0,,,,,,,,2026-04-09 11:10:59,0.0,0.0,48.0
VN-A522,A321-211,10.8,VJC,09/04,VJ877,HKG,SGN,2026-04-09 11:55:00,11,22.0,46.0,65.0,55.0,4,128.0,0.0,9.0,0.0,10000.0,0.0,0.0,0.0,2026-04-09 10:07:17,1.5,18.0,77.0
VN-A866,B787-900,10.2,VNA,09/04,VN219,HAN,SGN,2026-04-09 12:00:00,12,11.0,13.0,350.0,347.0,1,0.0,0.0,10.0,0.0,9000.0,0.0,0.0,0.0,2026-04-09 11:07:04,1.92,23.0,358.0
VN-A890,A350-941,9.4,VNA,09/04,VN18,CDG,HAN,2026-04-09 12:00:00,12,22.0,23.0,420.0,335.0,1,0.0,1.0,0.0,0.0,9999.0,0.0,0.0,0.0,2026-04-09 11:52:49,0.96,12.0,357.0
VN-A329,A321-231,14.3,VNA,09/04,VN617,HAN,BKK,2026-04-09 12:05:00,12,1.0,7.0,70.0,95.0,5,52.0,0.0,11.0,0.0,10000.0,0.0,0.0,0.0,2026-04-09 11:07:04,1.92,23.0,96.0
VN-A393,A321-231,13.5,VNA,09/04,VN1562,CXR,HAN,2026-04-09 12:05:00,12,19.0,23.0,35.0,45.0,6,85.0,1.0,0.0,0.0,9999.0,0.0,0.0,0.0,2026-04-09 11:09:40,0.0,0.0,64.0
VN-A656,A320-214,10.9,VJC,09/04,VJ914,SAI,HAN,2026-04-09 12:05:00,12,9.0,30.0,60.0,46.0,12,191.0,0.0,3.0,0.0,9000.0,0.0,0.0,0.0,2026-04-09 11:11:16,0.0,0.0,55.0
VN-A607,A321-271N,6.8,VJC,09/04,VJ353,BMV,SGN,2026-04-09 12:25:00,12,3.0,8.0,30.0,47.0,8,106.0,,,,,,,,2026-04-09 11:05:28,0.0,0.0,50.0
VN-A636,A321-211,8.3,VJC,09/04,VJ523,HAN,DAD,2026-04-09 12:40:00,12,33.0,36.0,45.0,17.0,7,93.0,0.0,12.0,0.0,10000.0,0.0,0.0,0.0,2026-04-09 11:07:04,1.92,23.0,50.0
VN-A810,A330-343,17.5,VJC,09/04,VJ971,HAN,DEL,2026-04-09 12:40:00,12,15.0,55.0,455.0,415.0,1,0.0,0.0,12.0,0.0,10000.0,0.0,0.0,0.0,2026-04-09 11:07:04,1.92,23.0,430.0
