DATE,FLIGHT,FROM,TO,FLIGHT_TIME,STD,ATD,STA,STATUS,STATUS_COLOR,STATUS_UTC,FLIGHT_TIME_MINS,std_utc,atd_utc,sta_utc,status_utc,scheduled_dep_hour,dep_delay_minutes,prev_sta_utc,prev_status_utc,prev_dep_delay_minutes,scheduled_turnaround,actual_buffer_left,actual_turnaround,has_prev_leg,is_new_chain,chain_id,flight_legs,cumulative_delay
02/05,VJ820,SGN,HND,5h24m,09:30,09:48,16:00,Landed 00:12,green,2026-05-02 15:12,324.0,2026-05-02 09:30:00,2026-05-02 09:48:00,2026-05-02 16:00:00,2026-05-02 15:12:00,9,18.0,2026-05-02 06:50:00,2026-05-02 06:29:00,0.0,160.0,181.0,199.0,1,0,28,3,11.0
02/05,VJ808,HKT,SGN,1h34m,04:55,04:55,06:50,Landed 13:29,green,2026-05-02 06:29,94.0,2026-05-02 04:55:00,2026-05-02 04:55:00,2026-05-02 06:50:00,2026-05-02 06:29:00,4,0.0,2026-05-02 03:55:00,2026-05-02 03:34:00,11.0,60.0,81.0,81.0,1,0,28,2,11.0
02/05,VJ809,SGN,HKT,1h33m,01:50,02:01,03:55,Landed 10:34,green,2026-05-02 03:34,93.0,2026-05-02 01:50:00,2026-05-02 02:01:00,2026-05-02 03:55:00,2026-05-02 03:34:00,1,11.0,2026-05-01 14:30:00,2026-05-01 14:08:00,11.0,680.0,702.0,713.0,1,1,28,1,0.0
01/05,VJ877,HKG,SGN,2h7m,11:50,12:01,14:30,Landed 21:08,green,2026-05-01 14:08,127.0,2026-05-01 11:50:00,2026-05-01 12:01:00,2026-05-01 14:30:00,2026-05-01 14:08:00,11,11.0,2026-05-01 10:50:00,2026-05-01 10:24:00,7.0,60.0,86.0,97.0,1,0,27,16,338.0
01/05,VJ876,SGN,HKG,2h7m,08:10,08:17,10:50,Landed 18:24,green,2026-05-01 10:24,127.0,2026-05-01 08:10:00,2026-05-01 08:17:00,2026-05-01 10:50:00,2026-05-01 10:24:00,8,7.0,2026-05-01 05:55:00,2026-04-30 06:42:00,0.0,135.0,1528.0,1535.0,1,0,27,15,331.0
30/04,VJ823,NRT,SGN,6h15m,23:55,00:27,05:55,Landed 13:42,red,2026-04-30 06:42,375.0,2026-04-30 23:55:00,2026-04-30 00:27:00,2026-05-01 05:55:00,2026-04-30 06:42:00,23,0.0,2026-04-30 22:55:00,2026-04-30 22:19:00,5.0,60.0,96.0,-1312.0,1,0,27,14,331.0
30/04,VJ822,SGN,NRT,5h39m,16:35,16:40,22:55,Landed 07:19,green,2026-04-30 22:19,339.0,2026-04-30 16:35:00,2026-04-30 16:40:00,2026-04-30 22:55:00,2026-04-30 22:19:00,16,5.0,2026-04-30 14:20:00,2026-04-30 14:00:00,0.0,135.0,155.0,160.0,1,0,27,13,326.0
30/04,VJ263,VDH,SGN,1h20m,12:45,12:40,14:20,Landed 21:00,green,2026-04-30 14:00,80.0,2026-04-30 12:45:00,2026-04-30 12:40:00,2026-04-30 14:20:00,2026-04-30 14:00:00,12,0.0,2026-04-30 12:15:00,2026-04-30 12:01:00,6.0,30.0,44.0,39.0,1,0,27,12,326.0
30/04,VJ262,SGN,VDH,1h15m,10:40,10:46,12:15,Landed 19:01,green,2026-04-30 12:01,75.0,2026-04-30 10:40:00,2026-04-30 10:46:00,2026-04-30 12:15:00,2026-04-30 12:01:00,10,6.0,2026-04-30 09:10:00,2026-04-30 09:17:00,5.0,90.0,83.0,89.0,1,0,27,11,320.0
30/04,VJ92,PER,SGN,6h37m,02:35,02:40,09:10,Landed 16:17,green,2026-04-30 09:17,397.0,2026-04-30 02:35:00,2026-04-30 02:40:00,2026-04-30 09:10:00,2026-04-30 09:17:00,2,5.0,2026-04-30 00:55:00,2026-04-30 00:51:00,39.0,100.0,104.0,109.0,1,0,27,10,315.0
29/04,VJ91,SGN,PER,6h12m,18:00,18:39,00:55,Landed 08:51,green,2026-04-30 00:51,372.0,2026-04-29 18:00:00,2026-04-29 18:39:00,2026-04-30 00:55:00,2026-04-30 00:51:00,18,39.0,2026-04-29 14:30:00,2026-04-29 15:30:00,88.0,210.0,150.0,189.0,1,0,27,9,276.0
29/04,VJ877,HKG,SGN,2h12m,11:50,13:18,14:30,Landed 22:30,red,2026-04-29 15:30,132.0,2026-04-29 11:50:00,2026-04-29 13:18:00,2026-04-29 14:30:00,2026-04-29 15:30:00,11,88.0,2026-04-29 10:50:00,2026-04-29 11:57:00,94.0,60.0,-7.0,81.0,1,0,27,8,188.0
29/04,VJ876,SGN,HKG,2h13m,08:10,09:44,10:50,Landed 19:57,red,2026-04-29 11:57,133.0,2026-04-29 08:10:00,2026-04-29 09:44:00,2026-04-29 10:50:00,2026-04-29 11:57:00,8,94.0,2026-04-29 06:50:00,2026-04-29 05:02:00,,80.0,188.0,282.0,1,0,27,7,94.0
