DATE,FLIGHT,FROM,TO,FLIGHT_TIME,STD,ATD,STA,STATUS,STATUS_COLOR,STATUS_UTC,FLIGHT_TIME_MINS,std_utc,atd_utc,sta_utc,status_utc,scheduled_dep_hour,dep_delay_minutes,prev_sta_utc,prev_status_utc,prev_dep_delay_minutes,scheduled_turnaround,actual_buffer_left,actual_turnaround,has_prev_leg,is_new_chain,chain_id,flight_legs,cumulative_delay
01/05,VJ5061,OVB,CXR,7h1m,21:04,21:04,04:05,Landed 11:05,red,2026-05-02 04:05,421.0,2026-05-01 21:04:00,2026-05-01 21:04:00,2026-05-02 04:05:00,2026-05-02 04:05:00,21,0.0,2026-05-01 18:33:00,2026-05-02 01:33:00,0.0,151.0,-269.0,-269.0,1,0,34,2,0.0
01/05,VJ5060,CXR,OVB,14h13m,11:20,11:20,18:33,Landed 01:33,red,2026-05-02 01:33,853.0,2026-05-01 11:20:00,2026-05-01 11:20:00,2026-05-01 18:33:00,2026-05-02 01:33:00,11,0.0,2026-04-30 22:42:00,2026-04-30 22:42:00,0.0,758.0,758.0,758.0,1,1,34,1,0.0
30/04,VJ5063,KJA,CXR,6h31m,16:11,16:11,22:42,Landed 05:42,red,2026-04-30 22:42,391.0,2026-04-30 16:11:00,2026-04-30 16:11:00,2026-04-30 22:42:00,2026-04-30 22:42:00,16,0.0,2026-04-30 14:02:00,2026-04-30 21:02:00,0.0,129.0,-291.0,-291.0,1,0,33,6,174.0
30/04,VJ5062,CXR,KJA,13h42m,07:20,07:20,14:02,Landed 21:02,red,2026-04-30 21:02,822.0,2026-04-30 07:20:00,2026-04-30 07:20:00,2026-04-30 14:02:00,2026-04-30 21:02:00,7,0.0,2026-04-30 04:00:00,2026-04-30 05:44:00,121.0,200.0,96.0,96.0,1,0,33,5,174.0
30/04,VJ1781,HAN,CXR,1h33m,02:10,04:11,04:00,Landed 12:44,red,2026-04-30 05:44,93.0,2026-04-30 02:10:00,2026-04-30 04:11:00,2026-04-30 04:00:00,2026-04-30 05:44:00,2,121.0,2026-04-30 02:00:00,2026-04-29 02:47:00,0.0,10.0,1403.0,1524.0,1,0,33,4,53.0
29/04,VJ156,SGN,HAN,1h47m,23:50,01:00,02:00,Landed 09:47,red,2026-04-29 02:47,107.0,2026-04-29 23:50:00,2026-04-29 01:00:00,2026-04-30 02:00:00,2026-04-29 02:47:00,23,0.0,2026-04-29 23:05:00,2026-04-29 23:06:00,11.0,45.0,44.0,-1326.0,1,0,33,3,53.0
29/04,VJ82,MEL,SGN,8h25m,14:30,14:41,23:05,Landed 06:06,green,2026-04-29 23:06,505.0,2026-04-29 14:30:00,2026-04-29 14:41:00,2026-04-29 23:05:00,2026-04-29 23:06:00,14,11.0,2026-04-29 12:35:00,2026-04-29 11:46:00,42.0,115.0,164.0,175.0,1,0,33,2,42.0
29/04,VJ81,SGN,MEL,6h54m,04:10,04:52,12:35,Landed 22:46,green,2026-04-29 11:46,414.0,2026-04-29 04:10:00,2026-04-29 04:52:00,2026-04-29 12:35:00,2026-04-29 11:46:00,4,42.0,2026-04-28 23:05:00,2026-04-28 22:45:00,0.0,305.0,325.0,367.0,1,1,33,1,0.0
28/04,VJ82,MEL,SGN,8h15m,14:30,14:30,23:05,Landed 05:45,green,2026-04-28 22:45,495.0,2026-04-28 14:30:00,2026-04-28 14:30:00,2026-04-28 23:05:00,2026-04-28 22:45:00,14,0.0,2026-04-28 12:35:00,2026-04-28 11:39:00,15.0,115.0,171.0,171.0,1,0,32,2,15.0
28/04,VJ81,SGN,MEL,7h14m,04:10,04:25,12:35,Landed 22:39,green,2026-04-28 11:39,434.0,2026-04-28 04:10:00,2026-04-28 04:25:00,2026-04-28 12:35:00,2026-04-28 11:39:00,4,15.0,2026-04-27 23:05:00,2026-04-27 22:40:00,6.0,305.0,330.0,345.0,1,1,32,1,0.0
