DATE,FLIGHT,FROM,TO,FLIGHT_TIME,STD,ATD,STA,STATUS,STATUS_COLOR,STATUS_UTC,FLIGHT_TIME_MINS,std_utc,atd_utc,sta_utc,status_utc,scheduled_dep_hour,dep_delay_minutes,prev_sta_utc,prev_status_utc,prev_dep_delay_minutes,scheduled_turnaround,actual_buffer_left,actual_turnaround,has_prev_leg,is_new_chain,chain_id,flight_legs,cumulative_delay
02/05,VJ776,CXR,HAN,2h23m,11:20,12:20,13:10,Landed 21:43,red,2026-05-02 14:43,143,2026-05-02 11:20:00,2026-05-02 12:20:00,2026-05-02 13:10:00,2026-05-02 14:43:00,11,60.0,2026-05-02 10:50:00,2026-05-02 11:22:00,45.0,30.0,-2.0,58.0,1,0,48,6,149.0
02/05,VJ773,HAN,CXR,1h37m,09:00,09:45,10:50,Landed 18:22,yellow,2026-05-02 11:22,97,2026-05-02 09:00:00,2026-05-02 09:45:00,2026-05-02 10:50:00,2026-05-02 11:22:00,9,45.0,2026-05-02 08:25:00,2026-05-02 08:52:00,43.0,35.0,8.0,53.0,1,0,48,5,104.0
02/05,VJ508,DAD,HAN,1h4m,07:05,07:48,08:25,Landed 15:52,yellow,2026-05-02 08:52,64,2026-05-02 07:05:00,2026-05-02 07:48:00,2026-05-02 08:25:00,2026-05-02 08:52:00,7,43.0,2026-05-02 06:30:00,2026-05-02 06:53:00,39.0,35.0,12.0,55.0,1,0,48,4,61.0
02/05,VJ515,HAN,DAD,1h4m,05:10,05:49,06:30,Landed 13:53,yellow,2026-05-02 06:53,64,2026-05-02 05:10:00,2026-05-02 05:49:00,2026-05-02 06:30:00,2026-05-02 06:53:00,5,39.0,2026-05-02 03:40:00,2026-05-02 03:24:00,9.0,90.0,106.0,145.0,1,0,48,3,22.0
01/05,VJ981,PUS,HAN,4h5m,23:10,23:19,03:40,Landed 10:24,green,2026-05-02 03:24,245,2026-05-01 23:10:00,2026-05-01 23:19:00,2026-05-02 03:40:00,2026-05-02 03:24:00,23,9.0,2026-05-01 22:10:00,2026-05-01 21:57:00,13.0,60.0,73.0,82.0,1,0,48,2,13.0
01/05,VJ982,HAN,PUS,3h39m,18:05,18:18,22:10,Landed 06:57,green,2026-05-01 21:57,219,2026-05-01 18:05:00,2026-05-01 18:18:00,2026-05-01 22:10:00,2026-05-01 21:57:00,18,13.0,2026-05-01 12:50:00,2026-05-01 12:59:00,10.0,315.0,306.0,319.0,1,1,48,1,0.0
01/05,VJ949,RMQ,HAN,2h49m,10:00,10:10,12:50,Landed 19:59,green,2026-05-01 12:59,169,2026-05-01 10:00:00,2026-05-01 10:10:00,2026-05-01 12:50:00,2026-05-01 12:59:00,10,10.0,2026-05-01 09:00:00,2026-05-01 08:55:00,5.0,60.0,65.0,75.0,1,0,47,4,26.0
01/05,VJ948,HAN,RMQ,2h20m,06:30,06:35,09:00,Landed 16:55,green,2026-05-01 08:55,140,2026-05-01 06:30:00,2026-05-01 06:35:00,2026-05-01 09:00:00,2026-05-01 08:55:00,6,5.0,2026-05-01 03:40:00,2026-05-01 03:23:00,10.0,170.0,187.0,192.0,1,0,47,3,21.0
30/04,VJ981,PUS,HAN,4h3m,23:10,23:20,03:40,Landed 10:23,green,2026-05-01 03:23,243,2026-04-30 23:10:00,2026-04-30 23:20:00,2026-05-01 03:40:00,2026-05-01 03:23:00,23,10.0,2026-04-30 22:10:00,2026-04-30 21:55:00,11.0,60.0,75.0,85.0,1,0,47,2,11.0
30/04,VJ982,HAN,PUS,3h39m,18:05,18:16,22:10,Landed 06:55,green,2026-04-30 21:55,219,2026-04-30 18:05:00,2026-04-30 18:16:00,2026-04-30 22:10:00,2026-04-30 21:55:00,18,11.0,2026-04-30 12:50:00,2026-04-30 13:01:00,19.0,315.0,304.0,315.0,1,1,47,1,0.0
30/04,VJ949,RMQ,HAN,2h42m,10:00,10:19,12:50,Landed 20:01,green,2026-04-30 13:01,162,2026-04-30 10:00:00,2026-04-30 10:19:00,2026-04-30 12:50:00,2026-04-30 13:01:00,10,19.0,2026-04-30 09:00:00,2026-04-30 08:57:00,19.0,60.0,63.0,82.0,1,0,46,4,22.0
30/04,VJ948,HAN,RMQ,2h8m,06:30,06:49,09:00,Landed 16:57,green,2026-04-30 08:57,128,2026-04-30 06:30:00,2026-04-30 06:49:00,2026-04-30 09:00:00,2026-04-30 08:57:00,6,19.0,2026-04-30 04:25:00,2026-04-29 04:54:00,0.0,125.0,1536.0,1555.0,1,0,46,3,3.0
29/04,VJ959,FUK,HAN,4h40m,23:55,00:14,04:25,Landed 11:54,yellow,2026-04-29 04:54,280,2026-04-29 23:55:00,2026-04-29 00:14:00,2026-04-30 04:25:00,2026-04-29 04:54:00,23,0.0,2026-04-29 22:55:00,2026-04-29 22:38:00,3.0,60.0,77.0,-1344.0,1,0,46,2,3.0
29/04,VJ958,HAN,FUK,3h30m,19:05,19:08,22:55,Landed 07:38,green,2026-04-29 22:38,210,2026-04-29 19:05:00,2026-04-29 19:08:00,2026-04-29 22:55:00,2026-04-29 22:38:00,19,3.0,2026-04-29 14:50:00,2026-04-29 15:21:00,43.0,255.0,224.0,227.0,1,1,46,1,0.0
29/04,VJ466,VCA,HAN,1h58m,12:40,13:23,14:50,Landed 22:21,yellow,2026-04-29 15:21,118,2026-04-29 12:40:00,2026-04-29 13:23:00,2026-04-29 14:50:00,2026-04-29 15:21:00,12,43.0,2026-04-29 12:10:00,2026-04-29 12:24:00,27.0,30.0,16.0,59.0,1,0,45,4,27.0
29/04,VJ465,HAN,VCA,1h57m,10:00,10:27,12:10,Landed 19:24,green,2026-04-29 12:24,117,2026-04-29 10:00:00,2026-04-29 10:27:00,2026-04-29 12:10:00,2026-04-29 12:24:00,10,27.0,2026-04-29 08:28:00,2026-04-29 08:28:00,0.0,92.0,92.0,119.0,1,0,45,3,0.0
29/04,VJ7291,TTT,HAN,2h49m,05:39,05:39,08:28,Landed 15:28,red,2026-04-29 08:28,169,2026-04-29 05:39:00,2026-04-29 05:39:00,2026-04-29 08:28:00,2026-04-29 08:28:00,5,0.0,2026-04-29 04:05:00,2026-04-29 12:05:00,0.0,94.0,-386.0,-386.0,1,0,45,2,0.0
29/04,VJ2820,SGN,TTT,10h53m,01:12,01:12,04:05,Landed 12:05,red,2026-04-29 12:05,653,2026-04-29 01:12:00,2026-04-29 01:12:00,2026-04-29 04:05:00,2026-04-29 12:05:00,1,0.0,2026-04-28 15:00:00,2026-04-28 14:44:00,7.0,612.0,628.0,628.0,1,1,45,1,0.0
28/04,VJ643,DAD,SGN,1h2m,13:35,13:42,15:00,Landed 21:44,green,2026-04-28 14:44,62,2026-04-28 13:35:00,2026-04-28 13:42:00,2026-04-28 15:00:00,2026-04-28 14:44:00,13,7.0,2026-04-28 12:50:00,2026-04-28 12:46:00,15.0,45.0,49.0,56.0,1,0,44,3,53.0
28/04,VJ642,SGN,DAD,1h1m,11:30,11:45,12:50,Landed 19:46,green,2026-04-28 12:46,61,2026-04-28 11:30:00,2026-04-28 11:45:00,2026-04-28 12:50:00,2026-04-28 12:46:00,11,15.0,2026-04-28 10:10:00,2026-04-28 10:18:00,38.0,80.0,72.0,87.0,1,0,44,2,38.0
28/04,VJ601,CXR,SGN,0h35m,09:05,09:43,10:10,Landed 17:18,green,2026-04-28 10:18,35,2026-04-28 09:05:00,2026-04-28 09:43:00,2026-04-28 10:10:00,2026-04-28 10:18:00,9,38.0,2026-04-26 06:35:00,2026-04-26 06:06:00,0.0,3030.0,3059.0,3097.0,1,1,44,1,0.0
26/04,VJ919,PUS,CXR,4h35m,01:55,01:31,06:35,Landed 13:06,green,2026-04-26 06:06,275,2026-04-26 01:55:00,2026-04-26 01:31:00,2026-04-26 06:35:00,2026-04-26 06:06:00,1,0.0,2026-04-26 00:50:00,2026-04-26 00:11:00,0.0,65.0,104.0,80.0,1,0,43,2,0.0
25/04,VJ918,CXR,PUS,4h7m,20:10,20:04,00:50,Landed 09:11,green,2026-04-26 00:11,247,2026-04-25 20:10:00,2026-04-25 20:04:00,2026-04-26 00:50:00,2026-04-26 00:11:00,20,0.0,2026-04-25 14:30:00,2026-04-25 14:35:00,28.0,340.0,335.0,329.0,1,1,43,1,0.0
25/04,VJ733,HPH,CXR,1h27m,12:40,13:08,14:30,Landed 21:35,green,2026-04-25 14:35,87,2026-04-25 12:40:00,2026-04-25 13:08:00,2026-04-25 14:30:00,2026-04-25 14:35:00,12,28.0,2026-04-25 12:10:00,2026-04-25 12:26:00,31.0,30.0,14.0,42.0,1,0,42,2,31.0
25/04,VJ732,CXR,HPH,1h35m,10:20,10:51,12:10,Landed 19:26,yellow,2026-04-25 12:26,95,2026-04-25 10:20:00,2026-04-25 10:51:00,2026-04-25 12:10:00,2026-04-25 12:26:00,10,31.0,2026-04-25 00:25:00,2026-04-25 00:18:00,8.0,595.0,602.0,633.0,1,1,42,1,0.0
24/04,VJ581,DAD,CXR,0h50m,23:20,23:28,00:25,Landed 07:18,green,2026-04-25 00:18,50,2026-04-24 23:20:00,2026-04-24 23:28:00,2026-04-25 00:25:00,2026-04-25 00:18:00,23,8.0,2026-04-24 15:00:00,2026-04-24 14:56:00,13.0,500.0,504.0,512.0,1,1,41,1,0.0
24/04,VJ646,SGN,DAD,1h3m,13:40,13:53,15:00,Landed 21:56,green,2026-04-24 14:56,63,2026-04-24 13:40:00,2026-04-24 13:53:00,2026-04-24 15:00:00,2026-04-24 14:56:00,13,13.0,2026-04-24 12:00:00,2026-04-24 11:41:00,9.0,100.0,119.0,132.0,1,0,40,5,46.0
24/04,VJ814,SIN,SGN,1h37m,09:55,10:04,12:00,Landed 18:41,green,2026-04-24 11:41,97,2026-04-24 09:55:00,2026-04-24 10:04:00,2026-04-24 12:00:00,2026-04-24 11:41:00,9,9.0,2026-04-24 08:55:00,2026-04-24 08:57:00,18.0,60.0,58.0,67.0,1,0,40,4,37.0
24/04,VJ973,DAD,SIN,2h29m,06:10,06:28,08:55,Landed 16:57,green,2026-04-24 08:57,149,2026-04-24 06:10:00,2026-04-24 06:28:00,2026-04-24 08:55:00,2026-04-24 08:57:00,6,18.0,2026-04-24 02:40:00,2026-04-24 02:47:00,8.0,210.0,203.0,221.0,1,0,40,3,19.0
23/04,VJ879,ICN,DAD,4h39m,22:00,22:08,02:40,Landed 09:47,green,2026-04-24 02:47,279,2026-04-23 22:00:00,2026-04-23 22:08:00,2026-04-24 02:40:00,2026-04-24 02:47:00,22,8.0,2026-04-23 20:35:00,2026-04-23 20:34:00,11.0,85.0,86.0,94.0,1,0,40,2,11.0
23/04,VJ834,CXR,ICN,4h28m,15:55,16:06,20:35,Landed 05:34,green,2026-04-23 20:34,268,2026-04-23 15:55:00,2026-04-23 16:06:00,2026-04-23 20:35:00,2026-04-23 20:34:00,15,11.0,2026-04-23 06:35:00,2026-04-23 06:13:00,0.0,560.0,582.0,593.0,1,1,40,1,0.0
23/04,VJ919,PUS,CXR,4h27m,01:55,01:46,06:35,Landed 13:13,green,2026-04-23 06:13,267,2026-04-23 01:55:00,2026-04-23 01:46:00,2026-04-23 06:35:00,2026-04-23 06:13:00,1,0.0,2026-04-23 00:50:00,2026-04-23 00:31:00,2.0,65.0,84.0,75.0,1,0,39,2,2.0
22/04,VJ918,CXR,PUS,4h19m,20:10,20:12,00:50,Landed 09:31,green,2026-04-23 00:31,259,2026-04-22 20:10:00,2026-04-22 20:12:00,2026-04-23 00:50:00,2026-04-23 00:31:00,20,2.0,2026-04-22 10:27:00,2026-04-22 10:27:00,0.0,583.0,583.0,585.0,1,1,39,1,0.0
22/04,VJ5509,KHH,CXR,2h15m,08:12,08:12,10:27,Landed 17:27,red,2026-04-22 10:27,135,2026-04-22 08:12:00,2026-04-22 08:12:00,2026-04-22 10:27:00,2026-04-22 10:27:00,8,0.0,2026-04-22 07:11:00,2026-04-22 07:11:00,0.0,61.0,61.0,61.0,1,0,38,2,0.0
22/04,VJ5508,CXR,KHH,2h32m,04:39,04:39,07:11,Landed 15:11,red,2026-04-22 07:11,152,2026-04-22 04:39:00,2026-04-22 04:39:00,2026-04-22 07:11:00,2026-04-22 07:11:00,4,0.0,2026-04-22 00:35:00,2026-04-22 00:40:00,18.0,244.0,239.0,239.0,1,1,38,1,0.0
21/04,VJ771,HAN,CXR,1h37m,22:45,23:03,00:35,Landed 07:40,green,2026-04-22 00:40,97,2026-04-21 22:45:00,2026-04-21 23:03:00,2026-04-22 00:35:00,2026-04-22 00:40:00,22,18.0,2026-04-21 13:10:00,2026-04-21 13:51:00,52.0,575.0,534.0,552.0,1,1,37,1,0.0
21/04,VJ776,CXR,HAN,1h39m,11:20,12:12,13:10,Landed 20:51,yellow,2026-04-21 13:51,99,2026-04-21 11:20:00,2026-04-21 12:12:00,2026-04-21 13:10:00,2026-04-21 13:51:00,11,52.0,2026-04-19 07:55:00,2026-04-19 08:20:00,37.0,3085.0,3060.0,3112.0,1,1,36,1,0.0
19/04,VJ787,HAN,CXR,1h33m,06:10,06:47,07:55,Landed 15:20,yellow,2026-04-19 08:20,93,2026-04-19 06:10:00,2026-04-19 06:47:00,2026-04-19 07:55:00,2026-04-19 08:20:00,6,37.0,2026-04-19 05:20:00,2026-04-19 05:43:00,33.0,50.0,27.0,64.0,1,0,35,3,50.0
19/04,VJ564,HUI,HAN,1h5m,04:05,04:38,05:20,Landed 12:43,yellow,2026-04-19 05:43,65,2026-04-19 04:05:00,2026-04-19 04:38:00,2026-04-19 05:20:00,2026-04-19 05:43:00,4,33.0,2026-04-19 03:35:00,2026-04-19 03:30:00,17.0,30.0,35.0,68.0,1,0,35,2,17.0
19/04,VJ563,HAN,HUI,0h53m,02:20,02:37,03:35,Landed 10:30,green,2026-04-19 03:30,53,2026-04-19 02:20:00,2026-04-19 02:37:00,2026-04-19 03:35:00,2026-04-19 03:30:00,2,17.0,2026-04-18 15:05:00,2026-04-18 15:08:00,17.0,675.0,672.0,689.0,1,1,35,1,0.0
18/04,VJ518,DAD,HAN,1h6m,13:45,14:02,15:05,Landed 22:08,green,2026-04-18 15:08,66,2026-04-18 13:45:00,2026-04-18 14:02:00,2026-04-18 15:05:00,2026-04-18 15:08:00,13,17.0,2026-04-18 13:05:00,2026-04-18 13:06:00,16.0,40.0,39.0,56.0,1,0,34,6,128.0
18/04,VJ521,HAN,DAD,1h5m,11:45,12:01,13:05,Landed 20:06,green,2026-04-18 13:06,65,2026-04-18 11:45:00,2026-04-18 12:01:00,2026-04-18 13:05:00,2026-04-18 13:06:00,11,16.0,2026-04-18 10:25:00,2026-04-18 10:42:00,36.0,80.0,63.0,79.0,1,0,34,5,112.0
18/04,VJ528,DAD,HAN,1h1m,09:05,09:41,10:25,Landed 17:42,yellow,2026-04-18 10:42,61,2026-04-18 09:05:00,2026-04-18 09:41:00,2026-04-18 10:25:00,2026-04-18 10:42:00,9,36.0,2026-04-18 08:30:00,2026-04-18 08:46:00,41.0,35.0,19.0,55.0,1,0,34,4,76.0
18/04,VJ525,HAN,DAD,1h0m,07:05,07:46,08:30,Landed 15:46,yellow,2026-04-18 08:46,60,2026-04-18 07:05:00,2026-04-18 07:46:00,2026-04-18 08:30:00,2026-04-18 08:46:00,7,41.0,2026-04-18 06:30:00,2026-04-18 06:38:00,24.0,35.0,27.0,68.0,1,0,34,3,35.0
18/04,VJ440,PQC,HAN,1h49m,04:25,04:49,06:30,Landed 13:38,green,2026-04-18 06:38,109,2026-04-18 04:25:00,2026-04-18 04:49:00,2026-04-18 06:30:00,2026-04-18 06:38:00,4,24.0,2026-04-18 03:50:00,2026-04-18 03:42:00,11.0,35.0,43.0,67.0,1,0,34,2,11.0
18/04,VJ447,HAN,PQC,1h46m,01:45,01:56,03:50,Landed 10:42,green,2026-04-18 03:42,106,2026-04-18 01:45:00,2026-04-18 01:56:00,2026-04-18 03:50:00,2026-04-18 03:42:00,1,11.0,,2026-04-17 20:55:00,0.0,,290.0,301.0,1,1,34,1,0.0
17/04,VJ7816,MNL,HAN,3h3m,17:52,17:52,,Estimated 03:55,,2026-04-17 20:55,183,2026-04-17 17:52:00,2026-04-17 17:52:00,,2026-04-17 20:55:00,17,0.0,2026-04-17 16:21:00,2026-04-17 16:21:00,0.0,91.0,91.0,91.0,1,0,33,4,17.0
17/04,VJ7815,HAN,MNL,3h2m,13:19,13:19,16:21,Landed 00:21,red,2026-04-17 16:21,182,2026-04-17 13:19:00,2026-04-17 13:19:00,2026-04-17 16:21:00,2026-04-17 16:21:00,13,0.0,2026-04-17 11:15:00,2026-04-17 11:19:00,9.0,124.0,120.0,120.0,1,0,33,3,17.0
17/04,VJ928,CGK,HAN,4h10m,07:00,07:09,11:15,Landed 18:19,green,2026-04-17 11:19,250,2026-04-17 07:00:00,2026-04-17 07:09:00,2026-04-17 11:15:00,2026-04-17 11:19:00,7,9.0,2026-04-17 06:00:00,2026-04-17 05:58:00,8.0,60.0,62.0,71.0,1,0,33,2,8.0
17/04,VJ929,HAN,CGK,4h10m,01:40,01:48,06:00,Landed 12:58,green,2026-04-17 05:58,250,2026-04-17 01:40:00,2026-04-17 01:48:00,2026-04-17 06:00:00,2026-04-17 05:58:00,1,8.0,2026-04-16 13:55:00,2026-04-16 13:37:00,1.0,705.0,723.0,731.0,1,1,33,1,0.0
16/04,VJ520,DAD,HAN,1h1m,12:35,12:36,13:55,Landed 20:37,green,2026-04-16 13:37,61,2026-04-16 12:35:00,2026-04-16 12:36:00,2026-04-16 13:55:00,2026-04-16 13:37:00,12,1.0,2026-04-16 09:50:00,2026-04-16 09:52:00,27.0,165.0,163.0,164.0,1,0,32,6,73.0
16/04,VJ704,VCA,DAD,1h5m,08:20,08:47,09:50,Landed 16:52,green,2026-04-16 09:52,65,2026-04-16 08:20:00,2026-04-16 08:47:00,2026-04-16 09:50:00,2026-04-16 09:52:00,8,27.0,2026-04-16 07:50:00,2026-04-16 07:51:00,18.0,30.0,29.0,56.0,1,0,32,5,46.0
16/04,VJ703,DAD,VCA,1h13m,06:20,06:38,07:50,Landed 14:51,green,2026-04-16 07:51,73,2026-04-16 06:20:00,2026-04-16 06:38:00,2026-04-16 07:50:00,2026-04-16 07:51:00,6,18.0,2026-04-16 05:30:00,2026-04-16 05:41:00,28.0,50.0,39.0,57.0,1,0,32,4,28.0
16/04,VJ507,HAN,DAD,1h3m,04:10,04:38,05:30,Landed 12:41,green,2026-04-16 05:41,63,2026-04-16 04:10:00,2026-04-16 04:38:00,2026-04-16 05:30:00,2026-04-16 05:41:00,4,28.0,2026-04-16 03:40:00,2026-04-16 03:30:00,0.0,30.0,40.0,68.0,1,0,32,3,0.0
15/04,VJ981,PUS,HAN,4h21m,23:10,23:09,03:40,Landed 10:30,green,2026-04-16 03:30,261,2026-04-15 23:10:00,2026-04-15 23:09:00,2026-04-16 03:40:00,2026-04-16 03:30:00,23,0.0,2026-04-15 22:10:00,2026-04-15 21:35:00,0.0,60.0,95.0,94.0,1,0,32,2,0.0
