DATE,FLIGHT,FROM,TO,FLIGHT_TIME,STD,ATD,STA,STATUS,STATUS_COLOR,STATUS_UTC,FLIGHT_TIME_MINS,std_utc,atd_utc,sta_utc,status_utc,scheduled_dep_hour,dep_delay_minutes,prev_sta_utc,prev_status_utc,prev_dep_delay_minutes,scheduled_turnaround,actual_buffer_left,actual_turnaround,has_prev_leg,is_new_chain,chain_id,flight_legs,cumulative_delay
02/05,VN7549,HAN,HUI,1h1m,15:15,15:25,16:35,Estimated 23:26,green,2026-05-02 16:26,61,2026-05-02 15:15:00,2026-05-02 15:25:00,2026-05-02 16:35:00,2026-05-02 16:26:00,15,10.0,2026-05-02 12:55:00,2026-05-02 12:59:00,17.0,140.0,136.0,146.0,1,0,49,9,116.0
02/05,VN1560,CXR,HAN,1h47m,10:55,11:12,12:55,Landed 19:59,green,2026-05-02 12:59,107,2026-05-02 10:55:00,2026-05-02 11:12:00,2026-05-02 12:55:00,2026-05-02 12:59:00,10,17.0,2026-05-02 10:20:00,2026-05-02 10:10:00,13.0,35.0,45.0,62.0,1,0,49,8,99.0
02/05,VN1561,HAN,CXR,1h37m,08:20,08:33,10:20,Landed 17:10,green,2026-05-02 10:10,97,2026-05-02 08:20:00,2026-05-02 08:33:00,2026-05-02 10:20:00,2026-05-02 10:10:00,8,13.0,2026-05-02 06:40:00,2026-05-02 06:28:00,10.0,100.0,112.0,125.0,1,0,49,7,86.0
02/05,VN7568,CXR,HAN,1h38m,04:40,04:50,06:40,Landed 13:28,green,2026-05-02 06:28,98,2026-05-02 04:40:00,2026-05-02 04:50:00,2026-05-02 06:40:00,2026-05-02 06:28:00,4,10.0,2026-05-02 03:45:00,2026-05-02 03:46:00,13.0,55.0,54.0,64.0,1,0,49,6,76.0
01/05,VN435,PUS,CXR,4h23m,23:10,23:23,03:45,Landed 10:46,green,2026-05-02 03:46,263,2026-05-01 23:10:00,2026-05-01 23:23:00,2026-05-02 03:45:00,2026-05-02 03:46:00,23,13.0,2026-05-01 21:05:00,2026-05-01 21:30:00,47.0,125.0,100.0,113.0,1,0,49,5,63.0
01/05,VN434,CXR,PUS,4h28m,16:15,17:02,21:05,Landed 06:30,yellow,2026-05-01 21:30,268,2026-05-01 16:15:00,2026-05-01 17:02:00,2026-05-01 21:05:00,2026-05-01 21:30:00,16,47.0,2026-05-01 13:15:00,2026-05-01 12:50:00,9.0,180.0,205.0,252.0,1,0,49,4,16.0
01/05,VN141,DAD,SGN,1h1m,11:40,11:49,13:15,Landed 19:50,green,2026-05-01 12:50,61,2026-05-01 11:40:00,2026-05-01 11:49:00,2026-05-01 13:15:00,2026-05-01 12:50:00,11,9.0,2026-05-01 11:05:00,2026-05-01 10:53:00,0.0,35.0,47.0,56.0,1,0,49,3,7.0
01/05,VN140,SGN,DAD,1h11m,09:45,09:42,11:05,Landed 17:53,green,2026-05-01 10:53,71,2026-05-01 09:45:00,2026-05-01 09:42:00,2026-05-01 11:05:00,2026-05-01 10:53:00,9,0.0,2026-05-01 08:10:00,2026-05-01 07:50:00,7.0,95.0,115.0,112.0,1,0,49,2,7.0
01/05,VN213,HAN,SGN,1h43m,06:00,06:07,08:10,Landed 14:50,green,2026-05-01 07:50,103,2026-05-01 06:00:00,2026-05-01 06:07:00,2026-05-01 08:10:00,2026-05-01 07:50:00,6,7.0,2026-05-01 06:35:00,2026-05-01 15:02:00,533.0,-35.0,-542.0,-535.0,1,1,49,1,0.0
01/05,VN7340,SGN,CXR,0h39m,05:30,14:23,06:35,Landed 22:02,red,2026-05-01 15:02,39,2026-05-01 05:30:00,2026-05-01 14:23:00,2026-05-01 06:35:00,2026-05-01 15:02:00,5,533.0,2026-05-01 04:05:00,2026-05-01 03:55:00,4.0,85.0,95.0,628.0,1,0,48,3,10.0
01/05,VN1602,BMV,HAN,1h31m,02:20,02:24,04:05,Landed 10:55,green,2026-05-01 03:55,91,2026-05-01 02:20:00,2026-05-01 02:24:00,2026-05-01 04:05:00,2026-05-01 03:55:00,2,4.0,2026-05-01 01:45:00,2026-05-01 01:34:00,6.0,35.0,46.0,50.0,1,0,48,2,6.0
01/05,VN1603,HAN,BMV,1h28m,00:00,00:06,01:45,Landed 08:34,green,2026-05-01 01:34,88,2026-05-01 00:00:00,2026-05-01 00:06:00,2026-05-01 01:45:00,2026-05-01 01:34:00,0,6.0,2026-04-30 18:10:00,2026-04-30 17:56:00,5.0,350.0,364.0,370.0,1,1,48,1,0.0
30/04,VN270,SGN,HAN,1h51m,16:00,16:05,18:10,Landed 00:56,green,2026-04-30 17:56,111,2026-04-30 16:00:00,2026-04-30 16:05:00,2026-04-30 18:10:00,2026-04-30 17:56:00,16,5.0,2026-04-30 13:25:00,2026-04-30 13:05:00,12.0,155.0,175.0,180.0,1,0,47,6,89.0
30/04,VN595,HKG,SGN,2h8m,10:45,10:57,13:25,Landed 20:05,green,2026-04-30 13:05,128,2026-04-30 10:45:00,2026-04-30 10:57:00,2026-04-30 13:25:00,2026-04-30 13:05:00,10,12.0,2026-04-30 09:25:00,2026-04-30 09:04:00,14.0,80.0,101.0,113.0,1,0,47,5,77.0
30/04,VN594,SGN,HKG,2h15m,06:35,06:49,09:25,Landed 17:04,green,2026-04-30 09:04,135,2026-04-30 06:35:00,2026-04-30 06:49:00,2026-04-30 09:25:00,2026-04-30 09:04:00,6,14.0,2026-04-30 05:35:00,2026-04-30 05:42:00,37.0,60.0,53.0,67.0,1,0,47,4,63.0
30/04,VN119,DAD,SGN,1h5m,04:00,04:37,05:35,Landed 12:42,green,2026-04-30 05:42,65,2026-04-30 04:00:00,2026-04-30 04:37:00,2026-04-30 05:35:00,2026-04-30 05:42:00,4,37.0,2026-04-30 03:25:00,2026-04-30 03:28:00,26.0,35.0,32.0,69.0,1,0,47,3,26.0
30/04,VN118,SGN,DAD,0h57m,02:05,02:31,03:25,Landed 10:28,green,2026-04-30 03:28,57,2026-04-30 02:05:00,2026-04-30 02:31:00,2026-04-30 03:25:00,2026-04-30 03:28:00,2,26.0,2026-04-30 01:25:00,2026-04-30 00:53:00,0.0,40.0,72.0,98.0,1,0,47,2,0.0
29/04,VN1171,HPH,SGN,1h37m,23:20,23:16,01:25,Landed 07:53,green,2026-04-30 00:53,97,2026-04-29 23:20:00,2026-04-29 23:16:00,2026-04-30 01:25:00,2026-04-30 00:53:00,23,0.0,2026-04-29 16:00:00,2026-04-29 15:43:00,6.0,440.0,457.0,453.0,1,1,47,1,0.0
29/04,VN1188,SGN,HPH,1h37m,14:00,14:06,16:00,Landed 22:43,green,2026-04-29 15:43,97,2026-04-29 14:00:00,2026-04-29 14:06:00,2026-04-29 16:00:00,2026-04-29 15:43:00,14,6.0,2026-04-29 13:15:00,2026-04-29 12:54:00,12.0,45.0,66.0,72.0,1,0,46,13,214.0
29/04,VN141,DAD,SGN,1h2m,11:40,11:52,13:15,Landed 19:54,green,2026-04-29 12:54,62,2026-04-29 11:40:00,2026-04-29 11:52:00,2026-04-29 13:15:00,2026-04-29 12:54:00,11,12.0,2026-04-29 11:05:00,2026-04-29 10:52:00,7.0,35.0,48.0,60.0,1,0,46,12,202.0
29/04,VN140,SGN,DAD,1h0m,09:45,09:52,11:05,Landed 17:52,green,2026-04-29 10:52,60,2026-04-29 09:45:00,2026-04-29 09:52:00,2026-04-29 11:05:00,2026-04-29 10:52:00,9,7.0,2026-04-29 08:00:00,2026-04-29 07:43:00,3.0,105.0,122.0,129.0,1,0,46,11,195.0
29/04,VN583,KHH,SGN,2h40m,05:00,05:03,08:00,Landed 14:43,green,2026-04-29 07:43,160,2026-04-29 05:00:00,2026-04-29 05:03:00,2026-04-29 08:00:00,2026-04-29 07:43:00,5,3.0,2026-04-29 03:45:00,2026-04-29 03:30:00,12.0,75.0,90.0,93.0,1,0,46,10,192.0
29/04,VN582,SGN,KHH,2h33m,00:45,00:57,03:45,Landed 11:30,green,2026-04-29 03:30,153,2026-04-29 00:45:00,2026-04-29 00:57:00,2026-04-29 03:45:00,2026-04-29 03:30:00,0,12.0,2026-04-28 22:50:00,2026-04-28 22:53:00,36.0,115.0,112.0,124.0,1,0,46,9,180.0
28/04,VN649,MNL,SGN,2h12m,20:05,20:41,22:50,Landed 05:53,green,2026-04-28 22:53,132,2026-04-28 20:05:00,2026-04-28 20:41:00,2026-04-28 22:50:00,2026-04-28 22:53:00,20,36.0,2026-04-28 19:05:00,2026-04-28 18:44:00,10.0,60.0,81.0,117.0,1,0,46,8,144.0
28/04,VN648,SGN,MNL,2h9m,16:25,16:35,19:05,Landed 02:44,green,2026-04-28 18:44,129,2026-04-28 16:25:00,2026-04-28 16:35:00,2026-04-28 19:05:00,2026-04-28 18:44:00,16,10.0,2026-04-28 13:40:00,2026-04-28 13:41:00,20.0,165.0,164.0,174.0,1,0,46,7,134.0
28/04,VN1415,BMV,SGN,0h36m,12:45,13:05,13:40,Landed 20:41,green,2026-04-28 13:41,36,2026-04-28 12:45:00,2026-04-28 13:05:00,2026-04-28 13:40:00,2026-04-28 13:41:00,12,20.0,2026-04-28 12:10:00,2026-04-28 12:11:00,23.0,35.0,34.0,54.0,1,0,46,6,114.0
28/04,VN1414,SGN,BMV,0h33m,11:15,11:38,12:10,Landed 19:11,green,2026-04-28 12:11,33,2026-04-28 11:15:00,2026-04-28 11:38:00,2026-04-28 12:10:00,2026-04-28 12:11:00,11,23.0,2026-04-28 09:00:00,2026-04-28 09:11:00,22.0,135.0,124.0,147.0,1,0,46,5,91.0
28/04,VN1277,THD,SGN,1h49m,07:00,07:22,09:00,Landed 16:11,green,2026-04-28 09:11,109,2026-04-28 07:00:00,2026-04-28 07:22:00,2026-04-28 09:00:00,2026-04-28 09:11:00,7,22.0,2026-04-28 06:25:00,2026-04-28 06:26:00,29.0,35.0,34.0,56.0,1,0,46,4,69.0
28/04,VN1276,SGN,THD,1h32m,04:25,04:54,06:25,Landed 13:26,green,2026-04-28 06:26,92,2026-04-28 04:25:00,2026-04-28 04:54:00,2026-04-28 06:25:00,2026-04-28 06:26:00,4,29.0,2026-04-28 03:45:00,2026-04-28 03:48:00,22.0,40.0,37.0,66.0,1,0,46,3,40.0
28/04,VN1822,PQC,SGN,0h51m,02:35,02:57,03:45,Landed 10:48,green,2026-04-28 03:48,51,2026-04-28 02:35:00,2026-04-28 02:57:00,2026-04-28 03:45:00,2026-04-28 03:48:00,2,22.0,2026-04-28 02:00:00,2026-04-28 01:54:00,18.0,35.0,41.0,63.0,1,0,46,2,18.0
28/04,VN1823,SGN,PQC,0h36m,01:00,01:18,02:00,Landed 08:54,green,2026-04-28 01:54,36,2026-04-28 01:00:00,2026-04-28 01:18:00,2026-04-28 02:00:00,2026-04-28 01:54:00,1,18.0,2026-04-27 13:15:00,2026-04-27 12:55:00,6.0,705.0,725.0,743.0,1,1,46,1,0.0
27/04,VN1832,PQC,SGN,0h44m,12:05,12:11,13:15,Landed 19:55,green,2026-04-27 12:55,44,2026-04-27 12:05:00,2026-04-27 12:11:00,2026-04-27 13:15:00,2026-04-27 12:55:00,12,6.0,2026-04-27 11:30:00,2026-04-27 11:03:00,0.0,35.0,62.0,68.0,1,0,45,11,162.0
27/04,VN1833,SGN,PQC,0h36m,10:30,10:27,11:30,Landed 18:03,green,2026-04-27 11:03,36,2026-04-27 10:30:00,2026-04-27 10:27:00,2026-04-27 11:30:00,2026-04-27 11:03:00,10,0.0,2026-04-27 08:45:00,2026-04-27 08:27:00,11.0,105.0,123.0,120.0,1,0,45,10,162.0
27/04,VN1345,CXR,SGN,0h36m,07:40,07:51,08:45,Landed 15:27,green,2026-04-27 08:27,36,2026-04-27 07:40:00,2026-04-27 07:51:00,2026-04-27 08:45:00,2026-04-27 08:27:00,7,11.0,2026-04-27 07:05:00,2026-04-27 06:50:00,6.0,35.0,50.0,61.0,1,0,45,9,151.0
27/04,VN1344,SGN,CXR,0h39m,06:05,06:11,07:05,Landed 13:50,green,2026-04-27 06:50,39,2026-04-27 06:05:00,2026-04-27 06:11:00,2026-04-27 07:05:00,2026-04-27 06:50:00,6,6.0,2026-04-27 03:45:00,2026-04-27 03:35:00,18.0,140.0,150.0,156.0,1,0,45,8,145.0
27/04,VN1822,PQC,SGN,0h42m,02:35,02:53,03:45,Landed 10:35,green,2026-04-27 03:35,42,2026-04-27 02:35:00,2026-04-27 02:53:00,2026-04-27 03:45:00,2026-04-27 03:35:00,2,18.0,2026-04-27 02:00:00,2026-04-27 01:54:00,10.0,35.0,41.0,59.0,1,0,45,7,127.0
27/04,VN1823,SGN,PQC,0h39m,01:05,01:15,02:00,Landed 08:54,green,2026-04-27 01:54,39,2026-04-27 01:05:00,2026-04-27 01:15:00,2026-04-27 02:00:00,2026-04-27 01:54:00,1,10.0,2026-04-26 22:50:00,2026-04-26 22:35:00,20.0,135.0,150.0,160.0,1,0,45,6,117.0
26/04,VN649,MNL,SGN,2h10m,20:05,20:25,22:50,Landed 05:35,green,2026-04-26 22:35,130,2026-04-26 20:05:00,2026-04-26 20:25:00,2026-04-26 22:50:00,2026-04-26 22:35:00,20,20.0,2026-04-26 19:05:00,2026-04-26 18:44:00,9.0,60.0,81.0,101.0,1,0,45,5,97.0
26/04,VN648,SGN,MNL,2h10m,16:25,16:34,19:05,Landed 02:44,green,2026-04-26 18:44,130,2026-04-26 16:25:00,2026-04-26 16:34:00,2026-04-26 19:05:00,2026-04-26 18:44:00,16,9.0,2026-04-26 13:35:00,2026-04-26 13:32:00,29.0,170.0,173.0,182.0,1,0,45,4,88.0
26/04,VN678,KUL,SGN,1h38m,11:25,11:54,13:35,Landed 20:32,green,2026-04-26 13:32,98,2026-04-26 11:25:00,2026-04-26 11:54:00,2026-04-26 13:35:00,2026-04-26 13:32:00,11,29.0,2026-04-26 10:25:00,2026-04-26 10:39:00,40.0,60.0,46.0,75.0,1,0,45,3,59.0
26/04,VN679,SGN,KUL,1h34m,08:25,09:05,10:25,Landed 18:39,green,2026-04-26 10:39,94,2026-04-26 08:25:00,2026-04-26 09:05:00,2026-04-26 10:25:00,2026-04-26 10:39:00,8,40.0,2026-04-26 07:10:00,2026-04-26 07:02:00,19.0,75.0,83.0,123.0,1,0,45,2,19.0
26/04,VN251,HAN,SGN,1h43m,05:00,05:19,07:10,Landed 14:02,green,2026-04-26 07:02,103,2026-04-26 05:00:00,2026-04-26 05:19:00,2026-04-26 07:10:00,2026-04-26 07:02:00,5,19.0,2026-04-25 11:55:00,2026-04-25 11:36:00,0.0,1025.0,1044.0,1063.0,1,1,45,1,0.0
25/04,VN7560,CXR,HAN,1h44m,09:55,09:52,11:55,Landed 18:36,green,2026-04-25 11:36,104,2026-04-25 09:55:00,2026-04-25 09:52:00,2026-04-25 11:55:00,2026-04-25 11:36:00,9,0.0,2026-04-25 09:20:00,2026-04-25 09:09:00,15.0,35.0,46.0,43.0,1,0,44,5,61.0
25/04,VN7569,HAN,CXR,1h34m,07:20,07:35,09:20,Landed 16:09,green,2026-04-25 09:09,94,2026-04-25 07:20:00,2026-04-25 07:35:00,2026-04-25 09:20:00,2026-04-25 09:09:00,7,15.0,2026-04-25 06:40:00,2026-04-25 06:21:00,5.0,40.0,59.0,74.0,1,0,44,4,46.0
25/04,VN7568,CXR,HAN,1h36m,04:40,04:45,06:40,Landed 13:21,green,2026-04-25 06:21,96,2026-04-25 04:40:00,2026-04-25 04:45:00,2026-04-25 06:40:00,2026-04-25 06:21:00,4,5.0,2026-04-25 02:45:00,2026-04-25 02:46:00,8.0,115.0,114.0,119.0,1,0,44,3,41.0
24/04,VN441,ICN,CXR,4h48m,21:50,21:58,02:45,Landed 09:46,green,2026-04-25 02:46,288,2026-04-24 21:50:00,2026-04-24 21:58:00,2026-04-25 02:45:00,2026-04-25 02:46:00,21,8.0,2026-04-24 19:30:00,2026-04-24 19:26:00,33.0,140.0,144.0,152.0,1,0,44,2,33.0
24/04,VN440,CXR,ICN,4h18m,14:35,15:08,19:30,Landed 04:26,green,2026-04-24 19:26,258,2026-04-24 14:35:00,2026-04-24 15:08:00,2026-04-24 19:30:00,2026-04-24 19:26:00,14,33.0,2026-04-24 10:10:00,2026-04-24 09:56:00,12.0,265.0,279.0,312.0,1,1,44,1,0.0
24/04,VN7941,DAD,CXR,0h49m,08:55,09:07,10:10,Landed 16:56,green,2026-04-24 09:56,49,2026-04-24 08:55:00,2026-04-24 09:07:00,2026-04-24 10:10:00,2026-04-24 09:56:00,8,12.0,2026-04-24 08:20:00,2026-04-24 08:15:00,10.0,35.0,40.0,52.0,1,0,43,2,10.0
24/04,VN7940,CXR,DAD,0h50m,07:15,07:25,08:20,Landed 15:15,green,2026-04-24 08:15,50,2026-04-24 07:15:00,2026-04-24 07:25:00,2026-04-24 08:20:00,2026-04-24 08:15:00,7,10.0,2026-04-24 02:45:00,2026-04-24 02:45:00,15.0,270.0,270.0,280.0,1,1,43,1,0.0
23/04,VN441,ICN,CXR,4h40m,21:50,22:05,02:45,Landed 09:45,green,2026-04-24 02:45,280,2026-04-23 21:50:00,2026-04-23 22:05:00,2026-04-24 02:45:00,2026-04-24 02:45:00,21,15.0,2026-04-23 19:30:00,2026-04-23 18:46:00,0.0,140.0,184.0,199.0,1,0,42,2,0.0
23/04,VN440,CXR,ICN,4h18m,14:35,14:28,19:30,Landed 03:46,green,2026-04-23 18:46,258,2026-04-23 14:35:00,2026-04-23 14:28:00,2026-04-23 19:30:00,2026-04-23 18:46:00,14,0.0,2026-04-23 08:25:00,2026-04-23 08:31:00,33.0,370.0,364.0,357.0,1,1,42,1,0.0
23/04,VN1559,HAN,CXR,1h33m,06:25,06:58,08:25,Landed 15:31,green,2026-04-23 08:31,93,2026-04-23 06:25:00,2026-04-23 06:58:00,2026-04-23 08:25:00,2026-04-23 08:31:00,6,33.0,2026-04-23 05:30:00,2026-04-23 05:48:00,31.0,55.0,37.0,70.0,1,0,41,3,47.0
23/04,VN357,FUK,HAN,4h17m,01:00,01:31,05:30,Landed 12:48,yellow,2026-04-23 05:48,257,2026-04-23 01:00:00,2026-04-23 01:31:00,2026-04-23 05:30:00,2026-04-23 05:48:00,1,31.0,2026-04-22 22:35:00,2026-04-22 22:27:00,16.0,145.0,153.0,184.0,1,0,41,2,16.0
22/04,VN356,HAN,FUK,3h41m,18:30,18:46,22:35,Landed 07:27,green,2026-04-22 22:27,221,2026-04-22 18:30:00,2026-04-22 18:46:00,2026-04-22 22:35:00,2026-04-22 22:27:00,18,16.0,2026-04-22 12:50:00,2026-04-22 12:33:00,0.0,340.0,357.0,373.0,1,1,41,1,0.0
22/04,VN836,SAI,HAN,1h31m,11:05,11:02,12:50,Landed 19:33,green,2026-04-22 12:33,91,2026-04-22 11:05:00,2026-04-22 11:02:00,2026-04-22 12:50:00,2026-04-22 12:33:00,11,0.0,2026-04-22 10:10:00,2026-04-22 09:57:00,10.0,55.0,68.0,65.0,1,0,40,4,15.0
