DATE,FLIGHT,FROM,TO,FLIGHT_TIME,STD,ATD,STA,STATUS,STATUS_COLOR,STATUS_UTC,FLIGHT_TIME_MINS,std_utc,atd_utc,sta_utc,status_utc,scheduled_dep_hour,dep_delay_minutes,prev_sta_utc,prev_status_utc,prev_dep_delay_minutes,scheduled_turnaround,actual_buffer_left,actual_turnaround,has_prev_leg,is_new_chain,chain_id,flight_legs,cumulative_delay
02/05,VN781,SGN,MEL,6h47m,14:25,14:41,22:35,Estimated 08:28,green,2026-05-02 21:28,407,2026-05-02 14:25:00,2026-05-02 14:41:00,2026-05-02 22:35:00,2026-05-02 21:28:00,14,16.0,2026-05-02 09:15:00,2026-05-02 09:37:00,6.0,310.0,288.0,304.0,1,1,38,1,0.0
02/05,VN780,MEL,SGN,8h56m,00:35,00:41,09:15,Landed 16:37,yellow,2026-05-02 09:37,536,2026-05-02 00:35:00,2026-05-02 00:41:00,2026-05-02 09:15:00,2026-05-02 09:37:00,0,6.0,2026-05-01 22:35:00,2026-05-01 21:01:00,0.0,120.0,214.0,220.0,1,0,37,2,0.0
01/05,VN781,SGN,MEL,6h36m,14:25,14:25,22:35,Landed 08:01,green,2026-05-01 21:01,396,2026-05-01 14:25:00,2026-05-01 14:25:00,2026-05-01 22:35:00,2026-05-01 21:01:00,14,0.0,2026-05-01 09:15:00,2026-05-01 08:53:00,27.0,310.0,332.0,332.0,1,1,37,1,0.0
01/05,VN772,SYD,SGN,8h11m,00:15,00:42,09:15,Landed 15:53,green,2026-05-01 08:53,491,2026-05-01 00:15:00,2026-05-01 00:42:00,2026-05-01 09:15:00,2026-05-01 08:53:00,0,27.0,2026-04-30 22:15:00,2026-04-30 21:04:00,20.0,120.0,191.0,218.0,1,0,36,5,67.0
30/04,VN773,SGN,SYD,6h59m,13:45,14:05,22:15,Landed 08:04,green,2026-04-30 21:04,419,2026-04-30 13:45:00,2026-04-30 14:05:00,2026-04-30 22:15:00,2026-04-30 21:04:00,13,20.0,2026-04-30 11:30:00,2026-04-30 11:19:00,24.0,135.0,146.0,166.0,1,0,36,4,47.0
30/04,VN525,PVG,SGN,3h45m,07:10,07:34,11:30,Landed 18:19,green,2026-04-30 11:19,225,2026-04-30 07:10:00,2026-04-30 07:34:00,2026-04-30 11:30:00,2026-04-30 11:19:00,7,24.0,2026-04-30 04:40:00,2026-04-30 03:56:00,16.0,150.0,194.0,218.0,1,0,36,3,23.0
30/04,VN524,SGN,PVG,3h20m,00:20,00:36,04:40,Landed 11:56,green,2026-04-30 03:56,200,2026-04-30 00:20:00,2026-04-30 00:36:00,2026-04-30 04:40:00,2026-04-30 03:56:00,0,16.0,2026-04-29 21:50:00,2026-04-29 20:46:00,7.0,150.0,214.0,230.0,1,0,36,2,7.0
29/04,VN10,CDG,SGN,11h4m,09:35,09:42,21:50,Landed 03:46,green,2026-04-29 20:46,664,2026-04-29 09:35:00,2026-04-29 09:42:00,2026-04-29 21:50:00,2026-04-29 20:46:00,9,7.0,2026-04-29 04:45:00,2026-04-29 06:40:00,36.0,290.0,175.0,182.0,1,1,36,1,0.0
28/04,VN11,SGN,CDG,14h14m,15:50,16:26,04:45,Landed 07:40,red,2026-04-29 06:40,854,2026-04-28 15:50:00,2026-04-28 16:26:00,2026-04-29 04:45:00,2026-04-29 06:40:00,15,36.0,2026-04-28 09:15:00,2026-04-28 08:24:00,11.0,395.0,446.0,482.0,1,1,35,1,0.0
28/04,VN772,SYD,SGN,7h58m,00:15,00:26,09:15,Landed 15:24,green,2026-04-28 08:24,478,2026-04-28 00:15:00,2026-04-28 00:26:00,2026-04-28 09:15:00,2026-04-28 08:24:00,0,11.0,2026-04-27 22:15:00,2026-04-27 21:04:00,8.0,120.0,191.0,202.0,1,0,34,5,45.0
