DATE,FLIGHT,FROM,TO,FLIGHT_TIME,STD,ATD,STA,STATUS,STATUS_COLOR,STATUS_UTC,FLIGHT_TIME_MINS,std_utc,atd_utc,sta_utc,status_utc,scheduled_dep_hour,dep_delay_minutes,prev_sta_utc,prev_status_utc,prev_dep_delay_minutes,scheduled_turnaround,actual_buffer_left,actual_turnaround,has_prev_leg,is_new_chain,chain_id,flight_legs,cumulative_delay
02/05,VN137,DAD,SGN,1h18m,10:55,11:29,12:30,Landed 19:47,yellow,2026-05-02 12:47,78.0,2026-05-02 10:55:00,2026-05-02 11:29:00,2026-05-02 12:30:00,2026-05-02 12:47:00,10,34.0,2026-05-02 10:20:00,2026-05-02 10:35:00,40.0,35.0,20.0,54.0,1,0,65,6,70.0
02/05,VN136,SGN,DAD,0h55m,09:00,09:40,10:20,Landed 17:35,green,2026-05-02 10:35,55.0,2026-05-02 09:00:00,2026-05-02 09:40:00,2026-05-02 10:20:00,2026-05-02 10:35:00,9,40.0,2026-05-02 08:25:00,2026-05-02 08:16:00,8.0,35.0,44.0,84.0,1,0,65,5,30.0
02/05,VN1265,VII,SGN,1h33m,06:35,06:43,08:25,Landed 15:16,green,2026-05-02 08:16,93.0,2026-05-02 06:35:00,2026-05-02 06:43:00,2026-05-02 08:25:00,2026-05-02 08:16:00,6,8.0,2026-05-02 06:00:00,2026-05-02 05:49:00,6.0,35.0,46.0,54.0,1,0,65,4,22.0
02/05,VN1264,SGN,VII,1h33m,04:10,04:16,06:00,Estimated 12:49,,2026-05-02 05:49,93.0,2026-05-02 04:10:00,2026-05-02 04:16:00,2026-05-02 06:00:00,2026-05-02 05:49:00,4,6.0,2026-05-02 02:45:00,2026-05-02 02:22:00,10.0,85.0,108.0,114.0,1,0,65,3,16.0
02/05,VN1820,PQC,SGN,0h37m,01:35,01:45,02:45,Landed 09:22,green,2026-05-02 02:22,37.0,2026-05-02 01:35:00,2026-05-02 01:45:00,2026-05-02 02:45:00,2026-05-02 02:22:00,1,10.0,2026-05-02 01:00:00,2026-05-02 00:45:00,6.0,35.0,50.0,60.0,1,0,65,2,6.0
02/05,VN1821,SGN,PQC,0h39m,00:00,00:06,01:00,Landed 07:45,green,2026-05-02 00:45,39.0,2026-05-02 00:00:00,2026-05-02 00:06:00,2026-05-02 01:00:00,2026-05-02 00:45:00,0,6.0,2026-05-01 15:50:00,2026-05-01 15:26:00,11.0,490.0,514.0,520.0,1,1,65,1,0.0
01/05,VN608,BKK,SGN,1h10m,14:05,14:16,15:50,Landed 22:26,green,2026-05-01 15:26,70.0,2026-05-01 14:05:00,2026-05-01 14:16:00,2026-05-01 15:50:00,2026-05-01 15:26:00,14,11.0,2026-05-01 13:05:00,2026-05-01 12:48:00,7.0,60.0,77.0,88.0,1,0,64,6,79.0
01/05,VN609,SGN,BKK,1h16m,11:25,11:32,13:05,Landed 19:48,green,2026-05-01 12:48,76.0,2026-05-01 11:25:00,2026-05-01 11:32:00,2026-05-01 13:05:00,2026-05-01 12:48:00,11,7.0,2026-05-01 10:30:00,2026-05-01 09:59:00,0.0,55.0,86.0,93.0,1,0,64,5,72.0
01/05,VN1397,UIH,SGN,0h47m,09:15,09:12,10:30,Landed 16:59,green,2026-05-01 09:59,47.0,2026-05-01 09:15:00,2026-05-01 09:12:00,2026-05-01 10:30:00,2026-05-01 09:59:00,9,0.0,2026-05-01 08:40:00,2026-05-01 08:22:00,3.0,35.0,53.0,50.0,1,0,64,4,72.0
01/05,VN1396,SGN,UIH,0h49m,07:30,07:33,08:40,Landed 15:22,green,2026-05-01 08:22,49.0,2026-05-01 07:30:00,2026-05-01 07:33:00,2026-05-01 08:40:00,2026-05-01 08:22:00,7,3.0,2026-05-01 05:10:00,2026-05-01 05:27:00,44.0,140.0,123.0,126.0,1,0,64,3,69.0
