DATE,FLIGHT,FROM,TO,FLIGHT_TIME,STD,ATD,STA,STATUS,STATUS_COLOR,STATUS_UTC,FLIGHT_TIME_MINS,std_utc,atd_utc,sta_utc,status_utc,scheduled_dep_hour,dep_delay_minutes,prev_sta_utc,prev_status_utc,prev_dep_delay_minutes,scheduled_turnaround,actual_buffer_left,actual_turnaround,has_prev_leg,is_new_chain,chain_id,flight_legs,cumulative_delay
02/05,VJ488,VCA,HPH,1h48m,10:50,13:33,12:55,Landed 22:21,red,2026-05-02 15:21,108.0,2026-05-02 10:50:00,2026-05-02 13:33:00,2026-05-02 12:55:00,2026-05-02 15:21:00,10,163.0,2026-05-02 10:20:00,2026-05-02 12:37:00,150.0,30.0,-107.0,56.0,1,0,56,4,399.0
02/05,VJ489,HPH,VCA,1h52m,08:15,10:45,10:20,Landed 19:37,red,2026-05-02 12:37,112.0,2026-05-02 08:15:00,2026-05-02 10:45:00,2026-05-02 10:20:00,2026-05-02 12:37:00,8,150.0,2026-05-02 07:45:00,2026-05-02 09:54:00,126.0,30.0,-99.0,51.0,1,0,56,3,249.0
02/05,VJ670,BMV,HPH,1h43m,06:05,08:11,07:45,Landed 16:54,red,2026-05-02 09:54,103.0,2026-05-02 06:05:00,2026-05-02 08:11:00,2026-05-02 07:45:00,2026-05-02 09:54:00,6,126.0,2026-05-02 05:35:00,2026-05-02 07:41:00,123.0,30.0,-96.0,30.0,1,0,56,2,123.0
02/05,VJ671,HPH,BMV,1h43m,03:55,05:58,05:35,Estimated 14:41,,2026-05-02 07:41,103.0,2026-05-02 03:55:00,2026-05-02 05:58:00,2026-05-02 05:35:00,2026-05-02 07:41:00,3,123.0,2026-05-02 05:00:00,2026-05-02 04:56:00,15.0,-65.0,-61.0,62.0,1,1,56,1,0.0
02/05,VJ274,SGN,HPH,1h41m,03:00,03:15,05:00,Landed 11:56,green,2026-05-02 04:56,101.0,2026-05-02 03:00:00,2026-05-02 03:15:00,2026-05-02 05:00:00,2026-05-02 04:56:00,3,15.0,2026-05-02 02:30:00,2026-05-02 02:04:00,1.0,30.0,56.0,71.0,1,0,55,3,2.0
02/05,VJ393,PXU,SGN,0h43m,01:20,01:21,02:30,Landed 09:04,green,2026-05-02 02:04,43.0,2026-05-02 01:20:00,2026-05-02 01:21:00,2026-05-02 02:30:00,2026-05-02 02:04:00,1,1.0,2026-05-02 00:50:00,2026-05-02 00:28:00,1.0,30.0,52.0,53.0,1,0,55,2,1.0
01/05,VJ392,SGN,PXU,0h47m,23:40,23:41,00:50,Landed 07:28,green,2026-05-02 00:28,47.0,2026-05-01 23:40:00,2026-05-01 23:41:00,2026-05-02 00:50:00,2026-05-02 00:28:00,23,1.0,2026-05-01 15:00:00,2026-05-01 14:38:00,1.0,520.0,542.0,543.0,1,1,55,1,0.0
01/05,VJ643,DAD,SGN,1h2m,13:35,13:36,15:00,Landed 21:38,green,2026-05-01 14:38,62.0,2026-05-01 13:35:00,2026-05-01 13:36:00,2026-05-01 15:00:00,2026-05-01 14:38:00,13,1.0,2026-05-01 12:50:00,2026-05-01 12:34:00,7.0,45.0,61.0,62.0,1,0,54,8,59.0
01/05,VJ642,SGN,DAD,0h57m,11:30,11:37,12:50,Landed 19:34,green,2026-05-01 12:34,57.0,2026-05-01 11:30:00,2026-05-01 11:37:00,2026-05-01 12:50:00,2026-05-01 12:34:00,11,7.0,2026-05-01 10:35:00,2026-05-01 10:16:00,0.0,55.0,74.0,81.0,1,0,54,7,52.0
01/05,VJ307,HUI,SGN,1h11m,09:10,09:05,10:35,Landed 17:16,green,2026-05-01 10:16,71.0,2026-05-01 09:10:00,2026-05-01 09:05:00,2026-05-01 10:35:00,2026-05-01 10:16:00,9,0.0,2026-05-01 08:40:00,2026-05-01 08:19:00,3.0,30.0,51.0,46.0,1,0,54,6,52.0
01/05,VJ308,SGN,HUI,1h1m,07:15,07:18,08:40,Landed 15:19,green,2026-05-01 08:19,61.0,2026-05-01 07:15:00,2026-05-01 07:18:00,2026-05-01 08:40:00,2026-05-01 08:19:00,7,3.0,2026-05-01 06:00:00,2026-05-01 06:02:00,21.0,75.0,73.0,76.0,1,0,54,5,49.0
01/05,VJ227,VII,SGN,1h31m,04:10,04:31,06:00,Landed 13:02,green,2026-05-01 06:02,91.0,2026-05-01 04:10:00,2026-05-01 04:31:00,2026-05-01 06:00:00,2026-05-01 06:02:00,4,21.0,2026-05-01 03:40:00,2026-05-01 03:43:00,14.0,30.0,27.0,48.0,1,0,54,4,28.0
01/05,VJ740,BMV,VII,1h14m,02:15,02:29,03:40,Landed 10:43,green,2026-05-01 03:43,74.0,2026-05-01 02:15:00,2026-05-01 02:29:00,2026-05-01 03:40:00,2026-05-01 03:43:00,2,14.0,2026-05-01 01:45:00,2026-05-01 01:32:00,3.0,30.0,43.0,57.0,1,0,54,3,14.0
01/05,VJ741,VII,BMV,1h9m,00:20,00:23,01:45,Landed 08:32,green,2026-05-01 01:32,69.0,2026-05-01 00:20:00,2026-05-01 00:23:00,2026-05-01 01:45:00,2026-05-01 01:32:00,0,3.0,2026-04-30 23:50:00,2026-04-30 23:42:00,11.0,30.0,38.0,41.0,1,0,54,2,11.0
30/04,VJ224,SGN,VII,1h31m,22:00,22:11,23:50,Landed 06:42,green,2026-04-30 23:42,91.0,2026-04-30 22:00:00,2026-04-30 22:11:00,2026-04-30 23:50:00,2026-04-30 23:42:00,22,11.0,2026-04-30 13:45:00,2026-04-30 13:44:00,23.0,495.0,496.0,507.0,1,1,54,1,0.0
30/04,VJ1832,VTE,SGN,1h36m,11:45,12:08,13:45,Landed 20:44,green,2026-04-30 13:44,96.0,2026-04-30 11:45:00,2026-04-30 12:08:00,2026-04-30 13:45:00,2026-04-30 13:44:00,11,23.0,2026-04-30 11:00:00,2026-04-30 11:20:00,10.0,45.0,25.0,48.0,1,0,53,8,80.0
30/04,VJ1831,SGN,VTE,1h45m,09:25,09:35,11:00,Landed 18:20,yellow,2026-04-30 11:20,105.0,2026-04-30 09:25:00,2026-04-30 09:35:00,2026-04-30 11:00:00,2026-04-30 11:20:00,9,10.0,2026-04-30 08:25:00,2026-04-30 08:01:00,0.0,60.0,84.0,94.0,1,0,53,7,70.0
30/04,VJ1385,UIH,SGN,0h47m,07:20,07:14,08:25,Landed 15:01,green,2026-04-30 08:01,47.0,2026-04-30 07:20:00,2026-04-30 07:14:00,2026-04-30 08:25:00,2026-04-30 08:01:00,7,0.0,2026-04-30 06:10:00,2026-04-30 06:20:00,30.0,70.0,60.0,54.0,1,0,53,6,70.0
30/04,VJ1384,SGN,UIH,0h50m,05:00,05:30,06:10,Landed 13:20,green,2026-04-30 06:20,50.0,2026-04-30 05:00:00,2026-04-30 05:30:00,2026-04-30 06:10:00,2026-04-30 06:20:00,5,30.0,2026-04-30 04:20:00,2026-04-30 04:07:00,7.0,40.0,53.0,83.0,1,0,53,5,40.0
30/04,VJ1243,THD,SGN,1h40m,02:20,02:27,04:20,Landed 11:07,green,2026-04-30 04:07,100.0,2026-04-30 02:20:00,2026-04-30 02:27:00,2026-04-30 04:20:00,2026-04-30 04:07:00,2,7.0,2026-04-30 01:50:00,2026-04-29 01:42:00,0.0,30.0,1478.0,1485.0,1,0,53,4,33.0
29/04,VJ1240,SGN,THD,1h38m,23:50,00:04,01:50,Landed 08:42,green,2026-04-29 01:42,98.0,2026-04-29 23:50:00,2026-04-29 00:04:00,2026-04-30 01:50:00,2026-04-29 01:42:00,23,0.0,2026-04-29 21:35:00,2026-04-29 21:26:00,12.0,135.0,144.0,-1282.0,1,0,53,3,33.0
29/04,VJ859,MNL,SGN,2h14m,19:00,19:12,21:35,Landed 04:26,green,2026-04-29 21:26,134.0,2026-04-29 19:00:00,2026-04-29 19:12:00,2026-04-29 21:35:00,2026-04-29 21:26:00,19,12.0,2026-04-29 18:10:00,2026-04-29 17:58:00,21.0,50.0,62.0,74.0,1,0,53,2,21.0
29/04,VJ858,SGN,MNL,2h12m,15:25,15:46,18:10,Landed 01:58,green,2026-04-29 17:58,132.0,2026-04-29 15:25:00,2026-04-29 15:46:00,2026-04-29 18:10:00,2026-04-29 17:58:00,15,21.0,2026-04-29 10:15:00,2026-04-29 10:24:00,23.0,310.0,301.0,322.0,1,1,53,1,0.0
29/04,VJ800,BKK,SGN,1h16m,08:45,09:08,10:15,Landed 17:24,green,2026-04-29 10:24,76.0,2026-04-29 08:45:00,2026-04-29 09:08:00,2026-04-29 10:15:00,2026-04-29 10:24:00,8,23.0,2026-04-29 07:45:00,2026-04-29 07:55:00,20.0,60.0,50.0,73.0,1,0,52,4,27.0
29/04,VJ807,SGN,BKK,1h20m,06:15,06:35,07:45,Landed 14:55,green,2026-04-29 07:55,80.0,2026-04-29 06:15:00,2026-04-29 06:35:00,2026-04-29 07:45:00,2026-04-29 07:55:00,6,20.0,2026-04-29 04:20:00,2026-04-29 04:07:00,7.0,115.0,128.0,148.0,1,0,52,3,7.0
29/04,VJ1243,THD,SGN,1h40m,02:20,02:27,04:20,Landed 11:07,green,2026-04-29 04:07,100.0,2026-04-29 02:20:00,2026-04-29 02:27:00,2026-04-29 04:20:00,2026-04-29 04:07:00,2,7.0,2026-04-29 01:50:00,2026-04-28 01:43:00,0.0,30.0,1477.0,1484.0,1,0,52,2,0.0
