DATE,FLIGHT,FROM,TO,FLIGHT_TIME,STD,ATD,STA,STATUS,STATUS_COLOR,STATUS_UTC,FLIGHT_TIME_MINS,std_utc,atd_utc,sta_utc,status_utc,scheduled_dep_hour,dep_delay_minutes,prev_sta_utc,prev_status_utc,prev_dep_delay_minutes,scheduled_turnaround,actual_buffer_left,actual_turnaround,has_prev_leg,is_new_chain,chain_id,flight_legs,cumulative_delay
02/05,VN595,HKG,SGN,2h14m,10:45,10:39,13:25,Landed 19:53,green,2026-05-02 12:53,134.0,2026-05-02 10:45:00,2026-05-02 10:39:00,2026-05-02 13:25:00,2026-05-02 12:53:00,10,0.0,2026-05-02 09:25:00,2026-05-02 08:53:00,12.0,80.0,112.0,106.0,1,0,39,16,207.0
02/05,VN594,SGN,HKG,2h6m,06:35,06:47,09:25,Landed 16:53,green,2026-05-02 08:53,126.0,2026-05-02 06:35:00,2026-05-02 06:47:00,2026-05-02 09:25:00,2026-05-02 08:53:00,6,12.0,2026-05-02 05:40:00,2026-05-02 05:21:00,11.0,55.0,74.0,86.0,1,0,39,15,195.0
02/05,VN343,NGO,SGN,5h10m,00:00,00:11,05:40,Landed 12:21,green,2026-05-02 05:21,310.0,2026-05-02 00:00:00,2026-05-02 00:11:00,2026-05-02 05:40:00,2026-05-02 05:21:00,0,11.0,2026-05-01 22:30:00,2026-05-01 22:28:00,25.0,90.0,92.0,103.0,1,0,39,14,184.0
01/05,VN342,SGN,NGO,5h2m,17:01,17:26,22:30,Landed 07:28,green,2026-05-01 22:28,302.0,2026-05-01 17:01:00,2026-05-01 17:26:00,2026-05-01 22:30:00,2026-05-01 22:28:00,17,25.0,2026-05-01 13:15:00,2026-05-01 13:07:00,14.0,226.0,234.0,259.0,1,0,39,13,159.0
01/05,VN1832,PQC,SGN,0h48m,12:05,12:19,13:15,Landed 20:07,green,2026-05-01 13:07,48.0,2026-05-01 12:05:00,2026-05-01 12:19:00,2026-05-01 13:15:00,2026-05-01 13:07:00,12,14.0,2026-05-01 11:30:00,2026-05-01 11:03:00,0.0,35.0,62.0,76.0,1,0,39,12,145.0
01/05,VN1833,SGN,PQC,0h39m,10:30,10:24,11:30,Landed 18:03,green,2026-05-01 11:03,39.0,2026-05-01 10:30:00,2026-05-01 10:24:00,2026-05-01 11:30:00,2026-05-01 11:03:00,10,0.0,2026-05-01 08:05:00,2026-05-01 08:05:00,36.0,145.0,145.0,139.0,1,0,39,11,145.0
01/05,VN129,DAD,SGN,0h59m,06:30,07:06,08:05,Landed 15:05,green,2026-05-01 08:05,59.0,2026-05-01 06:30:00,2026-05-01 07:06:00,2026-05-01 08:05:00,2026-05-01 08:05:00,6,36.0,2026-05-01 05:40:00,2026-05-01 05:55:00,3.0,50.0,35.0,71.0,1,0,39,10,109.0
01/05,VN319,NRT,DAD,5h52m,00:00,00:03,05:40,Landed 12:55,green,2026-05-01 05:55,352.0,2026-05-01 00:00:00,2026-05-01 00:03:00,2026-05-01 05:40:00,2026-05-01 05:55:00,0,3.0,2026-04-30 22:35:00,2026-04-30 22:03:00,5.0,85.0,117.0,120.0,1,0,39,9,106.0
30/04,VN318,DAD,NRT,4h48m,17:10,17:15,22:35,Landed 07:03,green,2026-04-30 22:03,288.0,2026-04-30 17:10:00,2026-04-30 17:15:00,2026-04-30 22:35:00,2026-04-30 22:03:00,17,5.0,2026-04-30 14:00:00,2026-04-30 13:58:00,20.0,190.0,192.0,197.0,1,0,39,8,101.0
30/04,VN146,SGN,DAD,0h58m,12:40,13:00,14:00,Landed 20:58,green,2026-04-30 13:58,58.0,2026-04-30 12:40:00,2026-04-30 13:00:00,2026-04-30 14:00:00,2026-04-30 13:58:00,12,20.0,2026-04-30 12:00:00,2026-04-30 12:03:00,30.0,40.0,37.0,57.0,1,0,39,7,81.0
30/04,VN135,DAD,SGN,1h8m,10:25,10:55,12:00,Landed 19:03,green,2026-04-30 12:03,68.0,2026-04-30 10:25:00,2026-04-30 10:55:00,2026-04-30 12:00:00,2026-04-30 12:03:00,10,30.0,2026-04-30 09:50:00,2026-04-30 09:49:00,14.0,35.0,36.0,66.0,1,0,39,6,51.0
30/04,VN134,SGN,DAD,1h5m,08:30,08:44,09:50,Landed 16:49,green,2026-04-30 09:49,65.0,2026-04-30 08:30:00,2026-04-30 08:44:00,2026-04-30 09:50:00,2026-04-30 09:49:00,8,14.0,2026-04-30 07:30:00,2026-04-30 07:23:00,12.0,60.0,67.0,81.0,1,0,39,5,37.0
30/04,VN1371,HUI,SGN,1h11m,06:00,06:12,07:30,Landed 14:23,green,2026-04-30 07:23,71.0,2026-04-30 06:00:00,2026-04-30 06:12:00,2026-04-30 07:30:00,2026-04-30 07:23:00,6,12.0,2026-04-30 05:25:00,2026-04-30 05:23:00,17.0,35.0,37.0,49.0,1,0,39,4,25.0
30/04,VN1370,SGN,HUI,1h1m,04:05,04:22,05:25,Landed 12:23,green,2026-04-30 05:23,61.0,2026-04-30 04:05:00,2026-04-30 04:22:00,2026-04-30 05:25:00,2026-04-30 05:23:00,4,17.0,2026-04-30 03:15:00,2026-04-30 02:44:00,3.0,50.0,81.0,98.0,1,0,39,3,8.0
30/04,VN109,DAD,SGN,1h1m,01:40,01:43,03:15,Landed 09:44,green,2026-04-30 02:44,61.0,2026-04-30 01:40:00,2026-04-30 01:43:00,2026-04-30 03:15:00,2026-04-30 02:44:00,1,3.0,2026-04-30 01:05:00,2026-04-30 00:48:00,5.0,35.0,52.0,55.0,1,0,39,2,5.0
29/04,VN110,SGN,DAD,0h58m,23:45,23:50,01:05,Landed 07:48,green,2026-04-30 00:48,58.0,2026-04-29 23:45:00,2026-04-29 23:50:00,2026-04-30 01:05:00,2026-04-30 00:48:00,23,5.0,2026-04-29 17:25:00,2026-04-29 17:30:00,30.0,380.0,375.0,380.0,1,1,39,1,0.0
29/04,VN1279,THD,SGN,1h35m,15:25,15:55,17:25,Landed 00:30,green,2026-04-29 17:30,95.0,2026-04-29 15:25:00,2026-04-29 15:55:00,2026-04-29 17:25:00,2026-04-29 17:30:00,15,30.0,2026-04-29 14:50:00,2026-04-29 15:10:00,45.0,35.0,15.0,45.0,1,0,38,12,184.0
29/04,VN1278,SGN,THD,1h35m,12:50,13:35,14:50,Landed 22:10,yellow,2026-04-29 15:10,95.0,2026-04-29 12:50:00,2026-04-29 13:35:00,2026-04-29 14:50:00,2026-04-29 15:10:00,12,45.0,2026-04-29 12:20:00,2026-04-29 12:03:00,14.0,30.0,47.0,92.0,1,0,38,11,139.0
29/04,VN1469,VCL,SGN,0h54m,10:55,11:09,12:20,Landed 19:03,green,2026-04-29 12:03,54.0,2026-04-29 10:55:00,2026-04-29 11:09:00,2026-04-29 12:20:00,2026-04-29 12:03:00,10,14.0,2026-04-29 10:20:00,2026-04-29 10:24:00,30.0,35.0,31.0,45.0,1,0,38,10,125.0
29/04,VN1468,SGN,VCL,0h59m,08:55,09:25,10:20,Landed 17:24,green,2026-04-29 10:24,59.0,2026-04-29 08:55:00,2026-04-29 09:25:00,2026-04-29 10:20:00,2026-04-29 10:24:00,8,30.0,2026-04-29 08:05:00,2026-04-29 08:19:00,32.0,50.0,36.0,66.0,1,0,38,9,95.0
29/04,VN129,DAD,SGN,1h17m,06:30,07:02,08:05,Landed 15:19,green,2026-04-29 08:19,77.0,2026-04-29 06:30:00,2026-04-29 07:02:00,2026-04-29 08:05:00,2026-04-29 08:19:00,6,32.0,2026-04-29 05:40:00,2026-04-29 05:46:00,7.0,50.0,44.0,76.0,1,0,38,8,63.0
