DATE,FLIGHT,FROM,TO,FLIGHT_TIME,STD,ATD,STA,STATUS,STATUS_COLOR,STATUS_UTC,FLIGHT_TIME_MINS,std_utc,atd_utc,sta_utc,status_utc,scheduled_dep_hour,dep_delay_minutes,prev_sta_utc,prev_status_utc,prev_dep_delay_minutes,scheduled_turnaround,actual_buffer_left,actual_turnaround,has_prev_leg,is_new_chain,chain_id,flight_legs,cumulative_delay
02/05,VJ518,DAD,HAN,1h29m,13:45,14:09,15:05,Landed 22:38,yellow,2026-05-02 15:38,89,2026-05-02 13:45:00,2026-05-02 14:09:00,2026-05-02 15:05:00,2026-05-02 15:38:00,13,24.0,2026-05-02 13:05:00,2026-05-02 13:11:00,22.0,40.0,34.0,58.0,1,0,37,7,109.0
02/05,VJ521,HAN,DAD,1h4m,11:45,12:07,13:05,Landed 20:11,green,2026-05-02 13:11,64,2026-05-02 11:45:00,2026-05-02 12:07:00,2026-05-02 13:05:00,2026-05-02 13:11:00,11,22.0,2026-05-02 09:15:00,2026-05-02 09:11:00,12.0,150.0,154.0,176.0,1,0,37,6,87.0
02/05,VJ530,DAD,HAN,1h4m,07:55,08:07,09:15,Landed 16:11,green,2026-05-02 09:11,64,2026-05-02 07:55:00,2026-05-02 08:07:00,2026-05-02 09:15:00,2026-05-02 09:11:00,7,12.0,2026-05-02 05:30:00,2026-05-02 05:57:00,43.0,145.0,118.0,130.0,1,0,37,5,75.0
02/05,VJ507,HAN,DAD,1h4m,04:10,04:53,05:30,Landed 12:57,yellow,2026-05-02 05:57,64,2026-05-02 04:10:00,2026-05-02 04:53:00,2026-05-02 05:30:00,2026-05-02 05:57:00,4,43.0,2026-05-02 03:40:00,2026-05-02 03:49:00,25.0,30.0,21.0,64.0,1,0,37,4,32.0
02/05,VJ524,DAD,HAN,1h4m,02:20,02:45,03:40,Landed 10:49,green,2026-05-02 03:49,64,2026-05-02 02:20:00,2026-05-02 02:45:00,2026-05-02 03:40:00,2026-05-02 03:49:00,2,25.0,2026-05-02 01:50:00,2026-05-02 01:35:00,7.0,30.0,45.0,70.0,1,0,37,3,7.0
02/05,VJ503,HAN,DAD,0h58m,00:30,00:37,01:50,Landed 08:35,green,2026-05-02 01:35,58,2026-05-02 00:30:00,2026-05-02 00:37:00,2026-05-02 01:50:00,2026-05-02 01:35:00,0,7.0,2026-05-02 00:00:00,2026-05-01 23:40:00,0.0,30.0,50.0,57.0,1,0,37,2,0.0
01/05,VJ1500,DAD,HAN,1h1m,22:40,22:39,00:00,Landed 06:40,green,2026-05-01 23:40,61,2026-05-01 22:40:00,2026-05-01 22:39:00,2026-05-02 00:00:00,2026-05-01 23:40:00,22,0.0,2026-04-30 08:30:00,2026-04-30 08:38:00,28.0,2290.0,2282.0,2281.0,1,1,37,1,0.0
30/04,VJ1523,HAN,DAD,1h0m,07:10,07:38,08:30,Landed 15:38,green,2026-04-30 08:38,60,2026-04-30 07:10:00,2026-04-30 07:38:00,2026-04-30 08:30:00,2026-04-30 08:38:00,7,28.0,2026-04-30 05:20:00,2026-04-30 05:56:00,44.0,110.0,74.0,102.0,1,0,36,5,115.0
30/04,VJ564,HUI,HAN,1h7m,04:05,04:49,05:20,Landed 12:56,yellow,2026-04-30 05:56,67,2026-04-30 04:05:00,2026-04-30 04:49:00,2026-04-30 05:20:00,2026-04-30 05:56:00,4,44.0,2026-04-30 03:35:00,2026-04-30 03:53:00,36.0,30.0,12.0,56.0,1,0,36,4,71.0
30/04,VJ563,HAN,HUI,0h57m,02:20,02:56,03:35,Landed 10:53,yellow,2026-04-30 03:53,57,2026-04-30 02:20:00,2026-04-30 02:56:00,2026-04-30 03:35:00,2026-04-30 03:53:00,2,36.0,2026-04-30 01:50:00,2026-04-30 01:54:00,21.0,30.0,26.0,62.0,1,0,36,3,35.0
