DATE,FLIGHT,FROM,TO,FLIGHT_TIME,STD,ATD,STA,STATUS,STATUS_COLOR,STATUS_UTC,FLIGHT_TIME_MINS,std_utc,atd_utc,sta_utc,status_utc,scheduled_dep_hour,dep_delay_minutes,prev_sta_utc,prev_status_utc,prev_dep_delay_minutes,scheduled_turnaround,actual_buffer_left,actual_turnaround,has_prev_leg,is_new_chain,chain_id,flight_legs,cumulative_delay
02/05,VJ644,SGN,DAD,0h57m,12:20,12:50,13:40,Landed 20:47,green,2026-05-02 13:47,57.0,2026-05-02 12:20:00,2026-05-02 12:50:00,2026-05-02 13:40:00,2026-05-02 13:47:00,12,30.0,2026-05-02 11:30:00,2026-05-02 11:55:00,4.0,50.0,25.0,55.0,1,0,45,6,66.0
02/05,VJ639,DAD,SGN,1h46m,10:05,10:09,11:30,Landed 18:55,yellow,2026-05-02 11:55,106.0,2026-05-02 10:05:00,2026-05-02 10:09:00,2026-05-02 11:30:00,2026-05-02 11:55:00,10,4.0,2026-05-02 09:30:00,2026-05-02 09:17:00,12.0,35.0,48.0,52.0,1,0,45,5,62.0
02/05,VJ640,SGN,DAD,0h55m,08:10,08:22,09:30,Landed 16:17,green,2026-05-02 09:17,55.0,2026-05-02 08:10:00,2026-05-02 08:22:00,2026-05-02 09:30:00,2026-05-02 09:17:00,8,12.0,2026-05-02 07:30:00,2026-05-02 07:16:00,10.0,40.0,54.0,66.0,1,0,45,4,50.0
02/05,VJ137,HAN,SGN,1h46m,05:20,05:30,07:30,Landed 14:16,green,2026-05-02 07:16,106.0,2026-05-02 05:20:00,2026-05-02 05:30:00,2026-05-02 07:30:00,2026-05-02 07:16:00,5,10.0,2026-05-02 04:15:00,2026-05-02 04:21:00,21.0,65.0,59.0,69.0,1,0,45,3,40.0
02/05,VJ450,PQC,HAN,1h50m,02:10,02:31,04:15,Landed 11:21,green,2026-05-02 04:21,110.0,2026-05-02 02:10:00,2026-05-02 02:31:00,2026-05-02 04:15:00,2026-05-02 04:21:00,2,21.0,2026-05-02 01:35:00,2026-05-02 01:39:00,19.0,35.0,31.0,52.0,1,0,45,2,19.0
01/05,VJ449,HAN,PQC,1h50m,23:30,23:49,01:35,Landed 08:39,green,2026-05-02 01:39,110.0,2026-05-01 23:30:00,2026-05-01 23:49:00,2026-05-02 01:35:00,2026-05-02 01:39:00,23,19.0,2026-04-30 13:10:00,2026-04-30 13:30:00,33.0,2060.0,2040.0,2059.0,1,1,45,1,0.0
30/04,VJ776,CXR,HAN,1h37m,11:20,11:53,13:10,Landed 20:30,yellow,2026-04-30 13:30,97.0,2026-04-30 11:20:00,2026-04-30 11:53:00,2026-04-30 13:10:00,2026-04-30 13:30:00,11,33.0,2026-04-30 10:50:00,2026-04-30 11:01:00,24.0,30.0,19.0,52.0,1,0,44,4,102.0
30/04,VJ773,HAN,CXR,1h37m,09:00,09:24,10:50,Landed 18:01,green,2026-04-30 11:01,97.0,2026-04-30 09:00:00,2026-04-30 09:24:00,2026-04-30 10:50:00,2026-04-30 11:01:00,9,24.0,2026-04-30 07:05:00,2026-04-30 07:42:00,44.0,115.0,78.0,102.0,1,0,44,3,78.0
30/04,VJ1510,DAD,HAN,1h13m,05:45,06:29,07:05,Landed 14:42,yellow,2026-04-30 07:42,73.0,2026-04-30 05:45:00,2026-04-30 06:29:00,2026-04-30 07:05:00,2026-04-30 07:42:00,5,44.0,2026-04-30 05:10:00,2026-04-30 05:31:00,34.0,35.0,14.0,58.0,1,0,44,2,34.0
30/04,VJ1509,HAN,DAD,1h7m,03:50,04:24,05:10,Landed 12:31,yellow,2026-04-30 05:31,67.0,2026-04-30 03:50:00,2026-04-30 04:24:00,2026-04-30 05:10:00,2026-04-30 05:31:00,3,34.0,2026-04-29 15:50:00,2026-04-29 16:42:00,71.0,720.0,668.0,702.0,1,1,44,1,0.0
