DATE,FLIGHT,FROM,TO,FLIGHT_TIME,STD,ATD,STA,STATUS,STATUS_COLOR,STATUS_UTC,FLIGHT_TIME_MINS,std_utc,atd_utc,sta_utc,status_utc,scheduled_dep_hour,dep_delay_minutes,prev_sta_utc,prev_status_utc,prev_dep_delay_minutes,scheduled_turnaround,actual_buffer_left,actual_turnaround,has_prev_leg,is_new_chain,chain_id,flight_legs,cumulative_delay
02/05,VJ334,PQC,SGN,0h54m,11:15,11:34,12:20,Landed 19:28,green,2026-05-02 12:28,54.0,2026-05-02 11:15:00,2026-05-02 11:34:00,2026-05-02 12:20:00,2026-05-02 12:28:00,11,19.0,2026-05-02 10:45:00,2026-05-02 10:46:00,16.0,30.0,29.0,48.0,1,0,42,5,69.0
02/05,VJ767,HPH,PQC,1h50m,08:40,08:56,10:45,Landed 17:46,green,2026-05-02 10:46,110.0,2026-05-02 08:40:00,2026-05-02 08:56:00,2026-05-02 10:45:00,2026-05-02 10:46:00,8,16.0,2026-05-02 08:05:00,2026-05-02 08:03:00,20.0,35.0,37.0,53.0,1,0,42,4,53.0
02/05,VJ766,PQC,HPH,1h43m,06:00,06:20,08:05,Landed 15:03,green,2026-05-02 08:03,103.0,2026-05-02 06:00:00,2026-05-02 06:20:00,2026-05-02 08:05:00,2026-05-02 08:03:00,6,20.0,2026-05-02 05:20:00,2026-05-02 05:22:00,23.0,40.0,38.0,58.0,1,0,42,3,33.0
02/05,VJ335,SGN,PQC,0h39m,04:20,04:43,05:20,Landed 12:22,green,2026-05-02 05:22,39.0,2026-05-02 04:20:00,2026-05-02 04:43:00,2026-05-02 05:20:00,2026-05-02 05:22:00,4,23.0,2026-05-02 02:30:00,2026-05-02 02:16:00,10.0,110.0,124.0,147.0,1,0,42,2,10.0
02/05,VJ197,HAN,SGN,1h46m,00:20,00:30,02:30,Landed 09:16,green,2026-05-02 02:16,106.0,2026-05-02 00:20:00,2026-05-02 00:30:00,2026-05-02 02:30:00,2026-05-02 02:16:00,0,10.0,2026-05-01 18:10:00,2026-05-01 18:15:00,26.0,370.0,365.0,375.0,1,1,42,1,0.0
01/05,VJ168,SGN,HAN,1h49m,16:00,16:26,18:10,Landed 01:15,green,2026-05-01 18:15,109.0,2026-05-01 16:00:00,2026-05-01 16:26:00,2026-05-01 18:10:00,2026-05-01 18:15:00,16,26.0,2026-05-01 14:25:00,2026-05-01 14:55:00,41.0,95.0,65.0,91.0,1,0,41,4,74.0
01/05,VJ806,BKK,SGN,1h19m,12:55,13:36,14:25,Landed 21:55,yellow,2026-05-01 14:55,79.0,2026-05-01 12:55:00,2026-05-01 13:36:00,2026-05-01 14:25:00,2026-05-01 14:55:00,12,41.0,2026-05-01 11:45:00,2026-05-01 11:41:00,11.0,70.0,74.0,115.0,1,0,41,3,33.0
01/05,VJ805,SGN,BKK,1h15m,10:15,10:26,11:45,Landed 18:41,green,2026-05-01 11:41,75.0,2026-05-01 10:15:00,2026-05-01 10:26:00,2026-05-01 11:45:00,2026-05-01 11:41:00,10,11.0,2026-05-01 07:30:00,2026-05-01 07:31:00,22.0,165.0,164.0,175.0,1,0,41,2,22.0
01/05,VJ137,HAN,SGN,1h49m,05:20,05:42,07:30,Landed 14:31,green,2026-05-01 07:31,109.0,2026-05-01 05:20:00,2026-05-01 05:42:00,2026-05-01 07:30:00,2026-05-01 07:31:00,5,22.0,2026-04-30 11:55:00,2026-04-30 12:08:00,33.0,1045.0,1032.0,1054.0,1,1,41,1,0.0
30/04,VJ146,SGN,HAN,1h50m,09:45,10:18,11:55,Landed 19:08,green,2026-04-30 12:08,110.0,2026-04-30 09:45:00,2026-04-30 10:18:00,2026-04-30 11:55:00,2026-04-30 12:08:00,9,33.0,2026-04-30 09:15:00,2026-04-30 09:33:00,30.0,30.0,12.0,45.0,1,0,40,12,366.0
30/04,VJ143,HAN,SGN,1h58m,07:05,07:35,09:15,Landed 16:33,yellow,2026-04-30 09:33,118.0,2026-04-30 07:05:00,2026-04-30 07:35:00,2026-04-30 09:15:00,2026-04-30 09:33:00,7,30.0,2026-04-30 06:30:00,2026-04-30 06:38:00,20.0,35.0,27.0,57.0,1,0,40,11,336.0
30/04,VJ440,PQC,HAN,1h53m,04:25,04:45,06:30,Landed 13:38,green,2026-04-30 06:38,113.0,2026-04-30 04:25:00,2026-04-30 04:45:00,2026-04-30 06:30:00,2026-04-30 06:38:00,4,20.0,2026-04-30 03:50:00,2026-04-30 03:52:00,16.0,35.0,33.0,53.0,1,0,40,10,316.0
30/04,VJ447,HAN,PQC,1h51m,01:45,02:01,03:50,Landed 10:52,green,2026-04-30 03:52,111.0,2026-04-30 01:45:00,2026-04-30 02:01:00,2026-04-30 03:50:00,2026-04-30 03:52:00,1,16.0,2026-04-29 21:50:00,2026-04-29 22:35:00,65.0,235.0,190.0,206.0,1,0,40,9,300.0
29/04,VJ7239,PVG,HAN,3h10m,18:20,19:25,21:50,Landed 05:35,yellow,2026-04-29 22:35,190.0,2026-04-29 18:20:00,2026-04-29 19:25:00,2026-04-29 21:50:00,2026-04-29 22:35:00,18,65.0,2026-04-29 17:15:00,2026-04-29 18:03:00,56.0,65.0,17.0,82.0,1,0,40,8,235.0
29/04,VJ7238,HAN,PVG,2h52m,14:15,15:11,17:15,Landed 02:03,red,2026-04-29 18:03,172.0,2026-04-29 14:15:00,2026-04-29 15:11:00,2026-04-29 17:15:00,2026-04-29 18:03:00,14,56.0,2026-04-29 13:10:00,2026-04-29 14:13:00,64.0,65.0,2.0,58.0,1,0,40,7,179.0
