DATE,FLIGHT,FROM,TO,FLIGHT_TIME,STD,ATD,STA,STATUS,STATUS_COLOR,STATUS_UTC,FLIGHT_TIME_MINS,std_utc,atd_utc,sta_utc,status_utc,scheduled_dep_hour,dep_delay_minutes,prev_sta_utc,prev_status_utc,prev_dep_delay_minutes,scheduled_turnaround,actual_buffer_left,actual_turnaround,has_prev_leg,is_new_chain,chain_id,flight_legs,cumulative_delay
02/05,VJ972,DEL,HAN,,18:35,,22:40,Scheduled,,,,2026-05-02 18:35:00,,2026-05-02 22:40:00,,18,,2026-05-02 17:25:00,2026-05-02 17:23:00,19.0,70.0,72.0,,1,0,39,2,19.0
02/05,VJ971,HAN,DEL,4h24m,12:40,12:59,17:25,Estimated 22:53,green,2026-05-02 17:23,264.0,2026-05-02 12:40:00,2026-05-02 12:59:00,2026-05-02 17:25:00,2026-05-02 17:23:00,12,19.0,2026-05-01 12:50:00,2026-05-01 12:52:00,13.0,1430.0,1428.0,1447.0,1,1,39,1,0.0
01/05,VJ150,SGN,HAN,1h59m,10:40,10:53,12:50,Landed 19:52,green,2026-05-01 12:52,119.0,2026-05-01 10:40:00,2026-05-01 10:53:00,2026-05-01 12:50:00,2026-05-01 12:52:00,10,13.0,2026-05-01 08:50:00,2026-05-01 08:33:00,12.0,110.0,127.0,140.0,1,0,38,6,97.0
01/05,VJ149,HAN,SGN,1h41m,06:40,06:52,08:50,Landed 15:33,green,2026-05-01 08:33,101.0,2026-05-01 06:40:00,2026-05-01 06:52:00,2026-05-01 08:50:00,2026-05-01 08:33:00,6,12.0,2026-05-01 05:40:00,2026-05-01 05:28:00,10.0,60.0,72.0,84.0,1,0,38,5,85.0
01/05,VJ196,SGN,HAN,1h48m,03:30,03:40,05:40,Landed 12:28,green,2026-05-01 05:28,108.0,2026-05-01 03:30:00,2026-05-01 03:40:00,2026-05-01 05:40:00,2026-05-01 05:28:00,3,10.0,2026-05-01 02:30:00,2026-05-01 02:20:00,16.0,60.0,70.0,80.0,1,0,38,4,75.0
01/05,VJ197,HAN,SGN,1h44m,00:20,00:36,02:30,Landed 09:20,green,2026-05-01 02:20,104.0,2026-05-01 00:20:00,2026-05-01 00:36:00,2026-05-01 02:30:00,2026-05-01 02:20:00,0,16.0,2026-04-30 22:40:00,2026-04-30 23:02:00,47.0,100.0,78.0,94.0,1,0,38,3,59.0
30/04,VJ972,DEL,HAN,3h40m,18:35,19:22,22:40,Landed 06:02,yellow,2026-04-30 23:02,220.0,2026-04-30 18:35:00,2026-04-30 19:22:00,2026-04-30 22:40:00,2026-04-30 23:02:00,18,47.0,2026-04-30 17:25:00,2026-04-30 17:42:00,12.0,70.0,53.0,100.0,1,0,38,2,12.0
30/04,VJ971,HAN,DEL,4h50m,12:40,12:52,17:25,Landed 23:12,yellow,2026-04-30 17:42,290.0,2026-04-30 12:40:00,2026-04-30 12:52:00,2026-04-30 17:25:00,2026-04-30 17:42:00,12,12.0,2026-04-30 05:05:00,2026-04-30 05:14:00,22.0,455.0,446.0,458.0,1,1,38,1,0.0
30/04,VJ1442,PQC,HAN,1h52m,03:00,03:22,05:05,Landed 12:14,green,2026-04-30 05:14,112.0,2026-04-30 03:00:00,2026-04-30 03:22:00,2026-04-30 05:05:00,2026-04-30 05:14:00,3,22.0,2026-04-30 01:36:00,2026-04-30 01:36:00,0.0,84.0,84.0,106.0,1,0,37,4,21.0
29/04,VJ64,NQZ,PQC,7h28m,18:08,18:08,01:36,Landed 08:36,red,2026-04-30 01:36,448.0,2026-04-29 18:08:00,2026-04-29 18:08:00,2026-04-30 01:36:00,2026-04-30 01:36:00,18,0.0,2026-04-29 16:29:00,2026-04-29 22:29:00,0.0,99.0,-261.0,-261.0,1,0,37,3,21.0
29/04,VJ63,PQC,NQZ,14h21m,08:08,08:08,16:29,Landed 22:29,red,2026-04-29 22:29,861.0,2026-04-29 08:08:00,2026-04-29 08:08:00,2026-04-29 16:29:00,2026-04-29 22:29:00,8,0.0,2026-04-29 06:15:00,2026-04-29 06:20:00,21.0,113.0,108.0,108.0,1,0,37,2,21.0
