time_crawled,airport_code,dep_recent_index,dep_recent_delay_avg,dep_recent_delayed_qty,dep_today_delayed_pct,dep_today_delayed_qty,dep_today_total_qty,dep_yesterday_delayed_pct,dep_trend,arr_recent_index,arr_recent_delay_avg,arr_recent_delayed_qty,arr_today_delayed_pct,arr_today_delayed_qty,arr_today_total_qty,arr_yesterday_delayed_pct,arr_trend,total_flights_today,ground_speed_avg,time_crawled_UTC
2026-05-02 22:03:48,GVT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2026-05-03T03:03:48Z
2026-05-02 20:10:53,GVT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2026-05-03T01:10:53Z
2026-05-02 20:03:04,GVT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2026-05-03T01:03:04Z
2026-05-02 18:04:02,GVT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026-05-02T23:04:02Z
2026-05-02 16:18:00,GVT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026-05-02T21:18:00Z
2026-05-02 14:02:57,GVT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2026-05-02T19:02:57Z
2026-05-02 12:02:43,GVT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2026-05-02T17:02:43Z
2026-05-02 10:12:07,GVT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026-05-02T15:12:07Z
2026-05-02 08:03:15,GVT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026-05-02T13:03:15Z
2026-05-02 06:05:09,GVT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2026-05-02T11:05:09Z
2026-05-01 22:08:15,GVT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2026-05-02T03:08:15Z
2026-05-01 20:13:38,GVT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2026-05-02T01:13:38Z
2026-05-01 17:47:43,GVT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2026-05-01T22:47:43Z
2026-05-01 16:04:27,GVT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2026-05-01T21:04:27Z
2026-05-01 14:08:15,GVT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2026-05-01T19:08:15Z
2026-05-01 12:07:47,GVT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2026-05-01T17:07:47Z
2026-05-01 10:03:20,GVT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2026-05-01T15:03:20Z
2026-05-01 08:05:23,GVT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2026-05-01T13:05:23Z
2026-05-01 06:04:36,GVT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,2026-05-01T11:04:36Z
2026-04-30 22:21:07,GVT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,2026-05-01T03:21:07Z
2026-04-30 20:12:25,GVT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,2026-05-01T01:12:25Z
2026-04-30 18:21:44,GVT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2026-04-30T23:21:44Z
2026-04-30 16:08:19,GVT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2026-04-30T21:08:19Z
2026-04-30 14:12:15,GVT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,2026-04-30T19:12:15Z
2026-04-30 12:03:18,GVT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2026-04-30T17:03:18Z
2026-04-30 10:03:00,GVT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2026-04-30T15:03:00Z
2026-04-30 06:05:31,GVT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,2026-04-30T11:05:31Z
2026-04-29 22:02:42,GVT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,2026-04-30T03:02:42Z
2026-04-29 20:03:35,GVT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,2026-04-30T01:03:35Z
2026-04-29 18:02:31,GVT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,2026-04-29T23:02:31Z
2026-04-29 16:17:21,GVT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2026-04-29T21:17:21Z
2026-04-29 14:03:36,GVT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,2026-04-29T19:03:36Z
2026-04-29 12:02:33,GVT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2026-04-29T17:02:33Z
2026-04-29 10:03:49,GVT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2026-04-29T15:03:49Z
2026-04-29 08:05:43,GVT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2026-04-29T13:05:43Z
2026-04-29 06:06:47,GVT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,2026-04-29T11:06:47Z
2026-04-28 23:14:52,GVT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2026-04-29T04:14:52Z
2026-04-28 20:02:37,GVT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,2026-04-29T01:02:37Z
2026-04-28 18:19:41,GVT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,2026-04-28T23:19:41Z
2026-04-28 16:19:57,GVT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,2026-04-28T21:19:57Z
2026-04-28 14:07:04,GVT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,2026-04-28T19:07:04Z
2026-04-28 12:02:30,GVT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026-04-28T17:02:30Z
2026-04-28 10:08:39,GVT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2026-04-28T15:08:39Z
2026-04-28 08:03:22,GVT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,2026-04-28T13:03:22Z
2026-04-28 06:09:19,GVT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,2026-04-28T11:09:19Z
2026-04-27 22:04:39,GVT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,2026-04-28T03:04:39Z
2026-04-27 18:04:53,GVT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,2026-04-27T23:04:53Z
2026-04-27 16:08:40,GVT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,2026-04-27T21:08:40Z
2026-04-27 14:02:24,GVT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,2026-04-27T19:02:24Z
2026-04-27 12:09:42,GVT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,2026-04-27T17:09:42Z
2026-04-27 10:02:55,GVT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,2026-04-27T15:02:55Z
2026-04-27 08:03:10,GVT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,2026-04-27T13:03:10Z
2026-04-27 06:07:23,GVT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,2026-04-27T11:07:23Z
2026-04-26 22:35:19,GVT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,2026-04-27T03:35:19Z
2026-04-26 20:26:21,GVT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2026-04-27T01:26:21Z
2026-04-26 18:21:50,GVT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,2026-04-26T23:21:50Z
2026-04-26 16:02:59,GVT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,2026-04-26T21:02:59Z
2026-04-26 14:05:22,GVT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2026-04-26T19:05:22Z
2026-04-26 12:02:26,GVT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,2026-04-26T17:02:26Z
2026-04-26 10:15:38,GVT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,2026-04-26T15:15:38Z
2026-04-26 08:08:35,GVT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2026-04-26T13:08:35Z
2026-04-26 06:09:16,GVT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,2026-04-26T11:09:16Z
