DATE,FLIGHT,FROM,TO,FLIGHT_TIME,STD,ATD,STA,STATUS,STATUS_COLOR,STATUS_UTC,FLIGHT_TIME_MINS
19/04,VJ126,SGN,HAN,1h47m,00:30,00:33,02:40,Landed 09:20,green,2026-04-19 02:20,107.0
18/04,VJ151,HAN,SGN,1h44m,09:50,10:45,12:00,Landed 19:29,yellow,2026-04-18 12:29,104.0
18/04,VJ140,SGN,HAN,1h48m,07:10,07:31,09:20,Landed 16:19,green,2026-04-18 09:19,108.0
18/04,VJ129,HAN,SGN,1h55m,01:45,02:11,03:55,Landed 11:06,green,2026-04-18 04:06,115.0
17/04,VJ124,SGN,HAN,1h45m,23:05,23:20,01:15,Landed 08:05,green,2026-04-18 01:05,105.0
16/04,VJ629,DAD,SGN,1h0m,03:50,05:11,05:15,Landed 13:11,red,2026-04-16 06:11,60.0
15/04,VJ634,SGN,DAD,1h2m,03:45,03:59,05:05,Landed 12:01,green,2026-04-15 05:01,62.0
13/04,VJ647,DAD,SGN,1h3m,14:50,15:15,16:15,Landed 23:18,green,2026-04-13 16:18,63.0
13/04,VJ648,SGN,DAD,1h3m,13:00,13:17,14:20,Landed 21:20,green,2026-04-13 14:20,63.0
13/04,VJ385,UIH,SGN,0h53m,11:15,11:28,12:20,Landed 19:21,green,2026-04-13 12:21,53.0
13/04,VJ384,SGN,UIH,0h47m,09:35,09:48,10:45,Landed 17:35,green,2026-04-13 10:35,47.0
13/04,VJ808,HKT,SGN,1h38m,04:55,05:16,06:50,Landed 13:54,green,2026-04-13 06:54,98.0
13/04,VJ809,SGN,HKT,1h40m,01:50,02:17,03:55,Landed 10:57,green,2026-04-13 03:57,100.0
12/04,VJ123,HAN,SGN,1h44m,22:30,22:45,00:40,Landed 07:29,green,2026-04-13 00:29,104.0
12/04,VJ998,DPS,HAN,4h40m,09:30,09:34,14:45,Landed 21:14,green,2026-04-12 14:14,280.0
12/04,VJ997,HAN,DPS,4h53m,03:05,03:15,08:25,Landed 16:08,green,2026-04-12 08:08,293.0
12/04,VJ514,DAD,HAN,1h6m,00:30,00:47,01:50,Landed 08:53,green,2026-04-12 01:53,66.0
11/04,VJ501,HAN,DAD,1h1m,22:40,22:51,00:01,Landed 06:52,green,2026-04-11 23:52,61.0
11/04,VJ947,KHH,HAN,2h25m,10:50,10:51,13:35,Landed 20:16,green,2026-04-11 13:16,145.0
11/04,VJ946,HAN,KHH,2h14m,07:35,07:41,09:50,Landed 17:55,green,2026-04-11 09:55,134.0
10/04,VJ1158,SGN,HAN,1h45m,13:40,14:11,15:55,Landed 22:56,green,2026-04-10 15:56,105.0
10/04,VJ1153,HAN,SGN,1h42m,11:05,11:26,13:10,Landed 20:08,green,2026-04-10 13:08,102.0
10/04,VJ902,BKK,HAN,1h35m,07:00,07:19,08:50,Landed 15:54,green,2026-04-10 08:54,95.0
10/04,VJ901,HAN,BKK,1h35m,04:10,04:21,06:00,Landed 12:56,green,2026-04-10 05:56,95.0
09/04,VJ496,BMV,HAN,1h28m,12:45,13:08,14:30,Landed 21:36,green,2026-04-09 14:36,88.0
09/04,VJ495,HAN,BMV,1h28m,10:30,10:48,12:15,Landed 19:16,green,2026-04-09 12:16,88.0
09/04,VJ454,PQC,HAN,1h49m,07:35,07:54,09:45,Landed 16:43,green,2026-04-09 09:43,109.0
09/04,VJ451,HAN,PQC,1h45m,04:45,04:56,06:55,Landed 13:41,green,2026-04-09 06:41,105.0
08/04,VJ981,PUS,HAN,4h16m,23:10,23:20,03:40,Landed 10:36,green,2026-04-09 03:36,256.0
08/04,VJ982,HAN,PUS,3h23m,18:05,18:11,22:10,Landed 06:34,green,2026-04-08 21:34,203.0
08/04,VJ1562,HUI,HAN,1h0m,14:00,14:09,15:15,Landed 22:09,green,2026-04-08 15:09,60.0
08/04,VJ1561,HAN,HUI,0h55m,12:15,12:31,13:30,Landed 20:26,green,2026-04-08 13:26,55.0
08/04,VJ512,DAD,HAN,0h57m,09:55,10:35,11:15,Landed 18:32,yellow,2026-04-08 11:32,57.0
08/04,VJ511,HAN,DAD,1h2m,08:05,08:33,09:25,Landed 16:35,green,2026-04-08 09:35,62.0
08/04,VJ961,ICN,HAN,4h25m,02:05,02:22,06:35,Landed 13:47,green,2026-04-08 06:47,265.0
07/04,VJ960,HAN,ICN,3h43m,18:40,18:46,22:55,Landed 07:29,green,2026-04-07 22:29,223.0
07/04,VJ442,PQC,HAN,1h50m,09:40,09:58,11:45,Landed 18:48,green,2026-04-07 11:48,110.0
07/04,VJ441,HAN,PQC,1h46m,07:00,07:13,09:05,Landed 15:59,green,2026-04-07 08:59,106.0
07/04,VJ198,SGN,HAN,1h42m,03:30,03:43,05:40,Landed 12:25,green,2026-04-07 05:25,102.0
07/04,VJ197,HAN,SGN,1h42m,00:20,00:36,02:30,Landed 09:18,green,2026-04-07 02:18,102.0
06/04,VJ526,DAD,HAN,1h3m,14:30,15:03,15:50,Landed 23:06,yellow,2026-04-06 16:06,63.0
06/04,VJ523,HAN,DAD,1h9m,12:40,12:58,14:00,Landed 21:07,green,2026-04-06 14:07,69.0
06/04,VJ146,SGN,HAN,1h49m,09:45,10:04,11:55,Landed 18:53,green,2026-04-06 11:53,109.0
06/04,VJ885,KHH,SGN,3h18m,04:40,04:29,07:50,Landed 14:47,green,2026-04-06 07:47,198.0
06/04,VJ886,SGN,KHH,2h51m,00:30,00:42,03:40,Landed 11:33,green,2026-04-06 03:33,171.0
05/04,VJ843,TPE,SGN,3h10m,11:00,11:42,14:25,Landed 21:52,yellow,2026-04-05 14:52,190.0
05/04,VJ842,SGN,TPE,3h13m,06:30,06:49,10:00,Landed 18:02,green,2026-04-05 10:02,193.0
04/04,VJ1804,HYD,SGN,3h58m,18:05,18:23,22:35,Landed 05:21,green,2026-04-04 22:21,238.0
04/04,VJ1803,SGN,HYD,4h14m,12:45,13:06,17:05,Landed 22:50,green,2026-04-04 17:20,254.0
04/04,VJ151,HAN,SGN,1h43m,09:50,10:05,12:00,Landed 18:48,green,2026-04-04 11:48,103.0
04/04,VJ140,SGN,HAN,1h45m,07:10,07:28,09:20,Landed 16:13,green,2026-04-04 09:13,105.0
04/04,VJ261,VDH,SGN,1h29m,01:40,01:42,03:15,Landed 10:11,green,2026-04-04 03:11,89.0
03/04,VJ260,SGN,VDH,1h15m,23:35,23:39,01:10,Landed 07:54,green,2026-04-04 00:54,75.0
03/04,VJ843,TPE,SGN,3h59m,11:00,11:16,14:25,Landed 22:15,red,2026-04-03 15:15,239.0
03/04,VJ842,SGN,TPE,3h16m,06:30,06:45,10:00,Landed 18:01,green,2026-04-03 10:01,196.0
03/04,VJ129,HAN,SGN,1h48m,01:45,02:15,03:55,Landed 11:03,green,2026-04-03 04:03,108.0
02/04,VJ568,HUI,HAN,0h59m,10:40,10:58,11:55,Landed 18:57,green,2026-04-02 11:57,59.0
02/04,VJ567,HAN,HUI,0h53m,08:55,09:14,10:10,Landed 17:07,green,2026-04-02 10:07,53.0
02/04,VJ138,SGN,HAN,1h45m,06:05,06:20,08:15,Landed 15:05,green,2026-04-02 08:05,105.0
02/04,VJ241,THD,SGN,1h35m,01:10,01:52,03:10,Landed 10:27,yellow,2026-04-02 03:27,95.0
01/04,VJ242,SGN,THD,1h36m,22:40,23:25,00:40,Landed 08:01,yellow,2026-04-02 01:01,96.0
01/04,VJ385,UIH,SGN,0h45m,11:15,12:02,12:20,Landed 19:47,yellow,2026-04-01 12:47,45.0
01/04,VJ384,SGN,UIH,0h47m,09:35,09:55,10:45,Landed 17:42,green,2026-04-01 10:42,47.0
31/03,VJ1804,HYD,SGN,3h53m,18:05,18:55,22:35,Landed 05:48,green,2026-03-31 22:48,233.0
31/03,VJ1803,SGN,HYD,4h34m,12:45,13:08,17:05,Landed 23:12,yellow,2026-03-31 17:42,274.0
31/03,VJ307,HUI,SGN,1h8m,09:10,09:26,10:35,Landed 17:34,green,2026-03-31 10:34,68.0
31/03,VJ308,SGN,HUI,1h4m,07:15,07:27,08:40,Landed 15:31,green,2026-03-31 08:31,64.0
30/03,VJ800,BKK,SGN,1h14m,08:45,09:43,10:15,Landed 17:57,yellow,2026-03-30 10:57,74.0
30/03,VJ807,SGN,BKK,1h13m,06:15,07:12,07:45,Landed 15:25,yellow,2026-03-30 08:25,73.0
30/03,VJ261,VDH,SGN,1h19m,01:40,01:52,03:15,Landed 10:11,green,2026-03-30 03:11,79.0
29/03,VJ260,SGN,VDH,1h14m,23:35,23:56,01:10,Landed 08:10,green,2026-03-30 01:10,74.0
29/03,VJ843,TPE,SGN,3h21m,11:00,11:31,14:25,Landed 21:52,yellow,2026-03-29 14:52,201.0
29/03,VJ842,SGN,TPE,2h57m,06:30,06:56,10:00,Landed 17:53,green,2026-03-29 09:53,177.0
29/03,VJ330,PQC,SGN,0h41m,03:30,04:17,04:30,Landed 11:58,yellow,2026-03-29 04:58,41.0
29/03,VJ321,SGN,PQC,0h38m,01:50,02:09,02:55,Landed 09:47,green,2026-03-29 02:47,38.0
28/03,VJ123,HAN,SGN,1h44m,22:40,22:53,00:40,Landed 07:37,green,2026-03-29 00:37,104.0
28/03,VJ160,SGN,HAN,1h51m,12:05,12:20,14:15,Landed 21:11,green,2026-03-28 14:11,111.0
28/03,VJ195,HAN,SGN,1h46m,09:00,09:23,11:10,Landed 18:09,green,2026-03-28 11:09,106.0
28/03,VJ132,SGN,HAN,1h41m,02:00,02:19,04:10,Landed 11:00,green,2026-03-28 04:00,101.0
27/03,VJ257,THD,SGN,1h37m,13:50,14:07,15:50,Landed 22:44,green,2026-03-27 15:44,97.0
27/03,VJ1246,SGN,THD,1h33m,11:20,11:44,13:20,Landed 20:17,green,2026-03-27 13:17,93.0
27/03,VJ854,CGK,SGN,2h43m,06:30,06:43,09:35,Landed 16:26,green,2026-03-27 09:26,163.0
27/03,VJ855,SGN,CGK,2h34m,02:35,03:12,05:30,Landed 12:46,yellow,2026-03-27 05:46,154.0
26/03,VJ161,HAN,SGN,1h40m,14:50,15:41,16:55,Landed 00:21,yellow,2026-03-26 17:21,100.0
26/03,VJ160,SGN,HAN,1h41m,12:05,12:47,14:15,Landed 21:28,green,2026-03-26 14:28,101.0
26/03,VJ195,HAN,SGN,1h47m,09:00,09:25,11:10,Landed 18:12,green,2026-03-26 11:12,107.0
26/03,VJ961,ICN,HAN,4h25m,02:05,02:36,07:10,Landed 14:01,green,2026-03-26 07:01,265.0
25/03,VJ960,HAN,ICN,3h46m,18:45,18:55,22:55,Landed 07:41,green,2026-03-25 22:41,226.0
25/03,VJ904,BKK,HAN,1h35m,11:35,12:10,13:25,Landed 20:45,yellow,2026-03-25 13:45,95.0
25/03,VJ903,HAN,BKK,1h39m,08:50,09:05,10:40,Landed 17:44,green,2026-03-25 10:44,99.0
25/03,VJ906,KUL,HAN,2h44m,04:30,04:48,07:55,Landed 14:32,green,2026-03-25 07:32,164.0
25/03,VJ905,HAN,KUL,3h4m,00:10,00:41,03:30,Landed 11:45,green,2026-03-25 03:45,184.0
23/03,VJ914,SAI,HAN,1h30m,12:05,12:02,13:50,Landed 20:32,green,2026-03-23 13:32,90.0
23/03,VJ913,HAN,SAI,1h24m,09:20,09:46,11:05,Landed 18:10,green,2026-03-23 11:10,84.0
23/03,VJ941,TPE,HAN,2h55m,04:10,04:31,07:10,Landed 14:26,yellow,2026-03-23 07:26,175.0
23/03,VJ940,HAN,TPE,2h15m,00:35,00:49,03:10,Landed 11:04,green,2026-03-23 03:04,135.0
22/03,VJ174,SGN,HAN,1h41m,14:45,15:35,16:55,Landed 00:16,yellow,2026-03-22 17:16,101.0
22/03,VJ153,HAN,SGN,1h52m,08:10,09:50,10:20,Landed 18:42,red,2026-03-22 11:42,112.0
22/03,VJ138,SGN,HAN,1h40m,05:30,06:41,07:40,Landed 15:21,yellow,2026-03-22 08:21,100.0
22/03,VJ625,DAD,SGN,1h25m,03:10,03:52,04:35,Landed 12:17,yellow,2026-03-22 05:17,85.0
22/03,VJ624,SGN,DAD,0h58m,01:20,01:53,02:40,Landed 09:51,green,2026-03-22 02:51,58.0
21/03,VJ193,HAN,SGN,1h48m,11:10,11:22,13:20,Landed 20:10,green,2026-03-21 13:10,108.0
21/03,VJ198,SGN,HAN,1h52m,06:00,07:16,08:10,Landed 16:08,red,2026-03-21 09:08,112.0
21/03,VJ627,DAD,SGN,1h0m,04:15,04:58,05:40,Landed 12:58,yellow,2026-03-21 05:58,60.0
21/03,VJ626,SGN,DAD,0h55m,02:25,02:57,03:45,Landed 10:52,green,2026-03-21 03:52,55.0
20/03,VJ191,HAN,SGN,1h55m,08:55,09:58,11:10,Landed 18:53,yellow,2026-03-20 11:53,115.0
20/03,VJ460,VCA,HAN,2h6m,06:10,06:34,08:20,Landed 15:40,yellow,2026-03-20 08:40,126.0
20/03,VJ463,HAN,VCA,1h55m,03:30,03:38,05:40,Landed 12:33,green,2026-03-20 05:33,115.0
19/03,VJ176,SGN,HAN,1h49m,23:50,00:17,02:00,Landed 09:06,green,2026-03-19 02:06,109.0
19/03,VJ3909,CAN,SGN,2h22m,18:30,20:21,21:10,Landed 05:43,red,2026-03-19 22:43,142.0
19/03,VJ3908,SGN,CAN,2h24m,14:45,16:19,17:30,Landed 02:43,red,2026-03-19 18:43,144.0
19/03,VJ253,THD,SGN,1h52m,08:50,09:27,10:50,Landed 18:19,yellow,2026-03-19 11:19,112.0
19/03,VJ258,SGN,THD,1h39m,06:20,06:56,08:20,Landed 15:35,green,2026-03-19 08:35,99.0
19/03,VJ303,HUI,SGN,1h19m,02:55,02:49,04:20,Landed 11:08,green,2026-03-19 04:08,79.0
19/03,VJ304,SGN,HUI,1h2m,00:50,00:59,02:15,Landed 09:01,green,2026-03-19 02:01,62.0
18/03,VJ804,BKK,SGN,1h14m,07:00,07:49,08:30,Landed 16:03,yellow,2026-03-18 09:03,74.0
18/03,VJ803,SGN,BKK,1h19m,04:30,05:08,06:00,Landed 13:27,yellow,2026-03-18 06:27,79.0
17/03,VJ816,SIN,SGN,1h35m,08:15,08:55,10:20,Landed 17:30,green,2026-03-17 10:30,95.0
17/03,VJ815,SGN,SIN,1h48m,05:10,05:55,07:15,Landed 15:43,yellow,2026-03-17 07:43,108.0
17/03,VJ261,VDH,SGN,1h28m,00:35,01:54,02:10,Landed 10:22,red,2026-03-17 03:22,88.0
16/03,VJ260,SGN,VDH,1h11m,22:30,23:57,00:05,Landed 08:08,red,2026-03-17 01:08,71.0
16/03,VJ149,HAN,SGN,1h46m,03:05,05:03,05:10,Landed 13:49,red,2026-03-16 06:49,106.0
16/03,VJ442,PQC,HAN,1h46m,01:40,01:52,03:45,Landed 10:38,green,2026-03-16 03:38,106.0
15/03,VJ443,HAN,PQC,1h45m,23:00,23:17,01:05,Landed 08:02,green,2026-03-16 01:02,105.0
15/03,VJ520,DAD,HAN,1h0m,14:35,16:15,15:55,Landed 00:15,red,2026-03-15 17:15,60.0
15/03,VJ519,HAN,DAD,1h3m,12:45,14:20,14:05,Landed 22:23,red,2026-03-15 15:23,63.0
15/03,VJ1492,BMV,HAN,1h28m,09:50,11:46,11:35,Landed 20:14,red,2026-03-15 13:14,88.0
15/03,VJ1491,HAN,BMV,1h21m,07:35,09:35,09:20,Landed 17:56,red,2026-03-15 10:56,81.0
15/03,VJ566,HUI,HAN,1h11m,04:50,06:54,06:05,Landed 15:05,red,2026-03-15 08:05,71.0
15/03,VJ567,HAN,HUI,0h53m,03:10,04:45,04:20,Landed 12:38,red,2026-03-15 05:38,53.0
15/03,VJ422,PXU,HAN,1h22m,01:05,02:13,02:40,Landed 10:35,red,2026-03-15 03:35,82.0
14/03,VJ421,HAN,PXU,1h17m,23:05,23:25,00:35,Landed 07:42,green,2026-03-15 00:42,77.0
14/03,VJ516,DAD,HAN,0h59m,11:15,11:47,12:35,Landed 19:46,green,2026-03-14 12:46,59.0
14/03,VJ515,HAN,DAD,0h58m,09:25,09:49,10:45,Landed 17:47,green,2026-03-14 10:47,58.0
14/03,VJ462,VCA,HAN,1h48m,06:30,06:30,08:40,Landed 15:18,green,2026-03-14 08:18,108.0
14/03,VJ481,VII,VCA,1h35m,04:00,03:53,05:50,Landed 12:28,green,2026-03-14 05:28,95.0
14/03,VJ480,VCA,VII,1h34m,01:45,01:39,03:35,Landed 10:13,green,2026-03-14 03:13,94.0
13/03,VJ461,HAN,VCA,1h53m,22:30,22:39,00:40,Landed 07:32,green,2026-03-14 00:32,113.0
13/03,VJ182,SGN,HAN,1h44m,16:20,16:39,18:30,Landed 01:23,green,2026-03-13 18:23,104.0
13/03,VJ649,DAD,SGN,1h7m,13:05,13:26,14:30,Landed 21:33,green,2026-03-13 14:33,67.0
13/03,VJ648,SGN,DAD,1h0m,11:15,11:31,12:35,Landed 19:31,green,2026-03-13 12:31,60.0
13/03,VJ328,PQC,SGN,0h45m,07:30,08:22,08:35,Landed 16:07,yellow,2026-03-13 09:07,45.0
13/03,VJ347,SGN,PQC,0h44m,05:50,06:14,07:00,Landed 13:58,green,2026-03-13 06:58,44.0
13/03,VJ303,HUI,SGN,1h5m,02:55,03:08,04:20,Landed 11:13,green,2026-03-13 04:13,65.0
13/03,VJ304,SGN,HUI,0h59m,00:50,01:09,02:15,Landed 09:08,green,2026-03-13 02:08,59.0
12/03,VJ249,THD,SGN,1h38m,12:35,12:51,14:35,Landed 21:29,green,2026-03-12 14:29,98.0
12/03,VJ250,SGN,THD,1h35m,10:05,10:22,12:05,Landed 18:57,green,2026-03-12 11:57,95.0
12/03,VJ635,DAD,SGN,1h10m,06:30,08:08,07:55,Landed 16:18,red,2026-03-12 09:18,70.0
12/03,VJ634,SGN,DAD,1h1m,04:40,05:42,06:00,Landed 13:43,yellow,2026-03-12 06:43,61.0
12/03,VJ395,PXU,SGN,0h52m,03:00,03:21,04:10,Landed 11:13,green,2026-03-12 04:13,52.0
12/03,VJ394,SGN,PXU,0h43m,01:20,01:53,02:30,Landed 09:36,green,2026-03-12 02:36,43.0
11/03,VJ1603,CXR,SGN,0h38m,19:30,19:36,20:30,Landed 03:14,green,2026-03-11 20:14,38.0
11/03,VJ1602,SGN,CXR,0h45m,15:30,16:12,16:30,Landed 23:57,yellow,2026-03-11 16:57,45.0
11/03,VJ193,HAN,SGN,1h42m,11:10,11:28,13:20,Landed 20:10,green,2026-03-11 13:10,102.0
11/03,VJ194,SGN,HAN,1h41m,08:20,08:31,10:30,Landed 17:12,green,2026-03-11 10:12,101.0
11/03,VJ137,HAN,SGN,1h47m,04:40,05:08,06:50,Landed 13:55,green,2026-03-11 06:55,107.0
11/03,VJ132,SGN,HAN,1h40m,02:00,02:28,04:10,Landed 11:08,green,2026-03-11 04:08,100.0
10/03,VJ309,HUI,SGN,1h23m,11:30,12:13,12:55,Landed 20:36,yellow,2026-03-10 13:36,83.0
